countyFIPS,Estimate!!OCCUPATION!!Civilian employed population 16 years and over,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
2240,2896,2896,816,28.2,686,23.7,491,17.0,639,22.1,264,9.1
2261,4744,4744,1439,30.3,743,15.7,988,20.8,1054,22.2,520,11.0
2275,1128,1128,394,34.9,194,17.2,236,20.9,186,16.5,118,10.5
2282,357,357,103,28.9,63,17.6,65,18.2,72,20.2,54,15.1
2290,2118,2118,795,37.5,394,18.6,391,18.5,301,14.2,237,11.2
4001,18365,18365,5758,31.4,4548,24.8,3561,19.4,2159,11.8,2339,12.7
4003,43097,43097,14526,33.7,10817,25.1,9718,22.5,4274,9.9,3762,8.7
4005,66310,66310,23939,36.1,15153,22.9,15032,22.7,5276,8.0,6910,10.4
4007,18162,18162,5905,32.5,4316,23.8,3601,19.8,2620,14.4,1720,9.5
4009,12837,12837,3563,27.8,2693,21.0,2934,22.9,1920,15.0,1727,13.5
4011,3812,3812,924,24.2,633,16.6,414,10.9,1207,31.7,634,16.6
4012,6466,6466,1630,25.2,1802,27.9,1161,18.0,1076,16.6,797,12.3
4013,2004236,2004236,753860,37.6,360919,18.0,503710,25.1,168119,8.4,217628,10.9
4015,71244,71244,18232,25.6,18125,25.4,17274,24.2,7351,10.3,10262,14.4
4017,33272,33272,9923,29.8,8450,25.4,7008,21.1,3725,11.2,4166,12.5
4019,440596,440596,160686,36.5,96369,21.9,103515,23.5,38402,8.7,41624,9.4
4021,150294,150294,45177,30.1,33675,22.4,35949,23.9,15487,10.3,20006,13.3
4023,17233,17233,4370,25.4,3667,21.3,4674,27.1,1975,11.5,2547,14.8
4025,84142,84142,26549,31.6,19321,23.0,19593,23.3,9151,10.9,9528,11.3
4027,75912,75912,19360,25.5,16912,22.3,15479,20.4,14106,18.6,10055,13.2
5001,7796,7796,2178,27.9,1284,16.5,1790,23.0,727,9.3,1817,23.3
5003,7728,7728,1896,24.5,1420,18.4,1292,16.7,1058,13.7,2062,26.7
5005,16232,16232,5070,31.2,2978,18.3,3461,21.3,1478,9.1,3245,20.0
5007,125343,125343,47280,37.7,17342,13.8,29810,23.8,11055,8.8,19856,15.8
5009,16145,16145,4966,30.8,2942,18.2,3973,24.6,1418,8.8,2846,17.6
5011,4209,4209,1090,25.9,698,16.6,560,13.3,849,20.2,1012,24.0
5013,2155,2155,553,25.7,287,13.3,398,18.5,335,15.5,582,27.0
5015,11867,11867,3208,27.0,2243,18.9,2343,19.7,1471,12.4,2602,21.9
5017,3583,3583,1094,30.5,710,19.8,854,23.8,359,10.0,566,15.8
5019,10475,10475,3356,32.0,2127,20.3,2335,22.3,900,8.6,1757,16.8
5021,6249,6249,1533,24.5,1189,19.0,1392,22.3,730,11.7,1405,22.5
5023,10235,10235,2698,26.4,2132,20.8,1959,19.1,1453,14.2,1993,19.5
5025,3230,3230,1029,31.9,421,13.0,583,18.0,588,18.2,609,18.9
5027,9469,9469,2833,29.9,1683,17.8,2150,22.7,1044,11.0,1759,18.6
5029,8870,8870,2281,25.7,1545,17.4,1846,20.8,1570,17.7,1628,18.4
5031,48814,48814,16742,34.3,8528,17.5,10362,21.2,4954,10.1,8228,16.9
5033,25985,25985,7862,30.3,4458,17.2,5644,21.7,2740,10.5,5281,20.3
5035,20402,20402,5990,29.4,3701,18.1,4414,21.6,2164,10.6,4133,20.3
5037,7516,7516,1957,26.0,1140,15.2,1837,24.4,1180,15.7,1402,18.7
5039,2944,2944,466,15.8,645,21.9,504,17.1,375,12.7,954,32.4
5041,4426,4426,1218,27.5,829,18.7,918,20.7,775,17.5,686,15.5
5043,7825,7825,2793,35.7,1478,18.9,1693,21.6,818,10.5,1043,13.3
5045,57226,57226,21382,37.4,9753,17.0,13258,23.2,5788,10.1,7045,12.3
5047,6773,6773,1865,27.5,991,14.6,1563,23.1,779,11.5,1575,23.3
5049,4045,4045,1102,27.2,822,20.3,902,22.3,588,14.5,631,15.6
5051,40302,40302,12394,30.8,8370,20.8,10142,25.2,4512,11.2,4884,12.1
5053,7594,7594,2407,31.7,1153,15.2,1600,21.1,903,11.9,1531,20.2
5055,18971,18971,5547,29.2,2911,15.3,3970,20.9,2001,10.5,4542,23.9
5057,8834,8834,2354,26.6,1573,17.8,1599,18.1,1223,13.8,2085,23.6
5059,13232,13232,3706,28.0,2350,17.8,2863,21.6,1875,14.2,2438,18.4
5061,5559,5559,1511,27.2,676,12.2,917,16.5,1007,18.1,1448,26.0
5063,15547,15547,4697,30.2,2702,17.4,2886,18.6,1846,11.9,3416,22.0
5065,4654,4654,1429,30.7,946,20.3,843,18.1,522,11.2,914,19.6
5067,5563,5563,1329,23.9,1103,19.8,1151,20.7,837,15.0,1143,20.5
5069,26047,26047,7925,30.4,5163,19.8,5238,20.1,1959,7.5,5762,22.1
5071,10363,10363,2704,26.1,1442,13.9,2018,19.5,1338,12.9,2861,27.6
5073,2630,2630,735,27.9,420,16.0,557,21.2,323,12.3,595,22.6
5075,6613,6613,1860,28.1,985,14.9,1496,22.6,958,14.5,1314,19.9
5077,2708,2708,602,22.2,541,20.0,494,18.2,408,15.1,663,24.5
5079,3366,3366,910,27.0,717,21.3,682,20.3,431,12.8,626,18.6
5081,4804,4804,1393,29.0,630,13.1,841,17.5,655,13.6,1285,26.7
5083,8723,8723,2199,25.2,1635,18.7,1526,17.5,1201,13.8,2162,24.8
5085,32335,32335,11617,35.9,5182,16.0,7217,22.3,3760,11.6,4559,14.1
5087,6574,6574,2032,30.9,954,14.5,1162,17.7,1067,16.2,1359,20.7
5089,5322,5322,1526,28.7,1176,22.1,1016,19.1,547,10.3,1057,19.9
5091,17600,17600,5544,31.5,2982,16.9,4068,23.1,1596,9.1,3410,19.4
5093,17337,17337,4297,24.8,2952,17.0,3324,19.2,2106,12.1,4658,26.9
5095,2984,2984,641,21.5,724,24.3,685,23.0,283,9.5,651,21.8
5097,3284,3284,893,27.2,540,16.4,670,20.4,612,18.6,569,17.3
5099,3151,3151,896,28.4,646,20.5,347,11.0,506,16.1,756,24.0
5101,3080,3080,873,28.3,535,17.4,577,18.7,545,17.7,550,17.9
5103,9839,9839,3122,31.7,1599,16.3,1730,17.6,1032,10.5,2356,23.9
5105,3763,3763,1020,27.1,622,16.5,890,23.7,648,17.2,583,15.5
5107,6851,6851,1954,28.5,1368,20.0,1430,20.9,613,8.9,1486,21.7
5109,4548,4548,1066,23.4,792,17.4,786,17.3,808,17.8,1096,24.1
5111,9539,9539,2208,23.1,1725,18.1,2134,22.4,1379,14.5,2093,21.9
5113,7292,7292,2053,28.2,1318,18.1,1365,18.7,1111,15.2,1445,19.8
5115,27105,27105,7917,29.2,5732,21.1,5006,18.5,2945,10.9,5505,20.3
5117,3465,3465,1107,31.9,476,13.7,704,20.3,427,12.3,751,21.7
5119,184451,184451,76919,41.7,30491,16.5,43316,23.5,11582,6.3,22143,12.0
5121,6831,6831,1949,28.5,1143,16.7,1176,17.2,973,14.2,1590,23.3
5123,8697,8697,2131,24.5,1771,20.4,1440,16.6,1024,11.8,2331,26.8
5125,56382,56382,20253,35.9,8666,15.4,14111,25.0,5624,10.0,7728,13.7
5127,3763,3763,877,23.3,766,20.4,627,16.7,599,15.9,894,23.8
5129,3129,3129,776,24.8,386,12.3,699,22.3,571,18.2,697,22.3
5131,56926,56926,17060,30.0,10629,18.7,12480,21.9,5504,9.7,11253,19.8
5133,7498,7498,1615,21.5,1070,14.3,1249,16.7,1281,17.1,2283,30.4
5135,5871,5871,1599,27.2,1164,19.8,1180,20.1,797,13.6,1131,19.3
5137,4540,4540,1364,30.0,833,18.3,612,13.5,1088,24.0,643,14.2
5139,15821,15821,5152,32.6,2316,14.6,3986,25.2,1625,10.3,2742,17.3
5141,5675,5675,1634,28.8,1090,19.2,1051,18.5,885,15.6,1015,17.9
5143,110021,110021,41626,37.8,17825,16.2,23196,21.1,10725,9.7,16649,15.1
5145,32028,32028,10833,33.8,5449,17.0,6544,20.4,3436,10.7,5766,18.0
5147,2526,2526,845,33.5,465,18.4,569,22.5,291,11.5,356,14.1
5149,8983,8983,2176,24.2,1532,17.1,1856,20.7,1387,15.4,2032,22.6
6001,847170,847170,416304,49.1,133684,15.8,159554,18.8,52574,6.2,85054,10.0
6003,366,366,114,31.1,79,21.6,76,20.8,59,16.1,38,10.4
6005,13289,13289,4355,32.8,3056,23.0,3171,23.9,1470,11.1,1237,9.3
6007,94908,94908,34326,36.2,20568,21.7,20485,21.6,8561,9.0,10968,11.6
6009,17114,17114,5753,33.6,3360,19.6,4173,24.4,1977,11.6,1851,10.8
6011,9663,9663,2275,23.5,1722,17.8,1602,16.6,2544,26.3,1520,15.7
6013,547323,547323,240244,43.9,96666,17.7,118637,21.7,42681,7.8,49095,9.0
6015,8823,8823,2893,32.8,2787,31.6,1527,17.3,820,9.3,796,9.0
6017,83049,83049,34435,41.5,15821,19.1,18931,22.8,6845,8.2,7017,8.4
6019,400175,400175,118785,29.7,78632,19.6,84756,21.2,60550,15.1,57452,14.4
6021,10994,10994,2459,22.4,2009,18.3,1948,17.7,2588,23.5,1990,18.1
6023,60970,60970,20699,33.9,14302,23.5,13851,22.7,6020,9.9,6098,10.0
6025,59919,59919,14834,24.8,14594,24.4,13571,22.6,8265,13.8,8655,14.4
6027,8090,8090,2650,32.8,1671,20.7,1830,22.6,1160,14.3,779,9.6
6029,339384,339384,90646,26.7,63177,18.6,65664,19.3,71402,21.0,48495,14.3
6031,53217,53217,13114,24.6,11534,21.7,10374,19.5,10546,19.8,7649,14.4
6033,23589,23589,6424,27.2,6385,27.1,4546,19.3,3687,15.6,2547,10.8
6035,8788,8788,2562,29.2,2328,26.5,1768,20.1,1032,11.7,1098,12.5
6037,4869658,4869658,1801478,37.0,922427,18.9,1103131,22.7,370471,7.6,672151,13.8
6039,57799,57799,13596,23.5,10158,17.6,12550,21.7,13205,22.8,8290,14.3
6041,131425,131425,71865,54.7,18884,14.4,26345,20.0,7511,5.7,6820,5.2
6043,7051,7051,2043,29.0,2154,30.5,1485,21.1,657,9.3,712,10.1
6045,37712,37712,12135,32.2,8369,22.2,7867,20.9,5580,14.8,3761,10.0
6047,102638,102638,24599,24.0,19459,19.0,19554,19.1,19736,19.2,19290,18.8
6049,3125,3125,1180,37.8,639,20.4,550,17.6,502,16.1,254,8.1
6051,8278,8278,3167,38.3,2322,28.1,1466,17.7,779,9.4,544,6.6
6053,185025,185025,52799,28.5,36880,19.9,34992,18.9,38020,20.5,22334,12.1
6055,70888,70888,25676,36.2,14669,20.7,14817,20.9,8097,11.4,7629,10.8
6057,43368,43368,17889,41.2,8565,19.7,9699,22.4,3679,8.5,3536,8.2
6059,1578079,1578079,658308,41.7,272860,17.3,373300,23.7,101631,6.4,171980,10.9
6061,173493,173493,77837,44.9,28898,16.7,42102,24.3,12355,7.1,12301,7.1
6063,7536,7536,2614,34.7,1852,24.6,1287,17.1,975,12.9,808,10.7
6065,1007795,1007795,297244,29.5,213776,21.2,233962,23.2,113079,11.2,149734,14.9
6067,686019,686019,267564,39.0,132177,19.3,159200,23.2,53759,7.8,73319,10.7
6069,28831,28831,8302,28.8,5173,17.9,6189,21.5,4804,16.7,4363,15.1
6071,892435,892435,259943,29.1,167117,18.7,206397,23.1,91515,10.3,167463,18.8
6073,1564930,1564930,652475,41.7,304726,19.5,340038,21.7,119478,7.6,148213,9.5
6075,515382,515382,290413,56.3,83206,16.1,94034,18.2,16826,3.3,30903,6.0
6077,305509,305509,84675,27.7,56052,18.3,66378,21.7,42113,13.8,56291,18.4
6079,129358,129358,50946,39.4,26817,20.7,26782,20.7,13709,10.6,11104,8.6
6081,409911,409911,198720,48.5,69574,17.0,83257,20.3,24481,6.0,33879,8.3
6083,211751,211751,75445,35.6,45727,21.6,41474,19.6,29716,14.0,19389,9.2
6085,985838,985838,523343,53.1,146473,14.9,172874,17.5,60230,6.1,82918,8.4
6087,134904,134904,55912,41.4,25456,18.9,27338,20.3,14312,10.6,11886,8.8
6089,72392,72392,23611,32.6,15821,21.9,17587,24.3,7609,10.5,7764,10.7
6091,1251,1251,346,27.7,235,18.8,201,16.1,282,22.5,187,14.9
6093,16725,16725,5545,33.2,3392,20.3,3436,20.5,2482,14.8,1870,11.2
6095,202713,202713,67085,33.1,40951,20.2,45384,22.4,21989,10.8,27304,13.5
6097,253421,253421,95082,37.5,50577,20.0,53855,21.3,26694,10.5,27213,10.7
6099,222532,222532,61960,27.8,39292,17.7,47315,21.3,32421,14.6,41544,18.7
6101,38664,38664,11579,29.9,6994,18.1,7993,20.7,6475,16.7,5623,14.5
6103,24265,24265,6065,25.0,5561,22.9,5231,21.6,3630,15.0,3778,15.6
6105,4758,4758,1379,29.0,1321,27.8,850,17.9,595,12.5,613,12.9
6107,177236,177236,45513,25.7,31838,18.0,34188,19.3,38802,21.9,26895,15.2
6109,20930,20930,6893,32.9,5782,27.6,4098,19.6,2143,10.2,2014,9.6
6111,412228,412228,156980,38.1,70758,17.2,91629,22.2,48040,11.7,44821,10.9
6113,97374,97374,43675,44.9,18245,18.7,16600,17.0,8470,8.7,10384,10.7
6115,28954,28954,7773,26.8,5950,20.5,6599,22.8,4331,15.0,4301,14.9
8001,255711,255711,76952,30.1,46342,18.1,59218,23.2,35371,13.8,37828,14.8
8003,6894,6894,2082,30.2,1527,22.1,1525,22.1,842,12.2,918,13.3
8005,339873,339873,143083,42.1,55644,16.4,79718,23.5,27654,8.1,33774,9.9
8007,5823,5823,2023,34.7,1161,19.9,1107,19.0,922,15.8,610,10.5
8009,1627,1627,630,38.7,294,18.1,231,14.2,290,17.8,182,11.2
8011,1526,1526,482,31.6,301,19.7,293,19.2,274,18.0,176,11.5
8013,173653,173653,92886,53.5,26345,15.2,33715,19.4,8744,5.0,11963,6.9
8014,36792,36792,19872,54.0,4266,11.6,8017,21.8,1905,5.2,2732,7.4
8015,8674,8674,3006,34.7,1876,21.6,1798,20.7,1116,12.9,878,10.1
8017,835,835,336,40.2,87,10.4,153,18.3,142,17.0,117,14.0
8019,5287,5287,1958,37.0,997,18.9,1115,21.1,812,15.4,405,7.7
8021,2882,2882,870,30.2,597,20.7,459,15.9,544,18.9,412,14.3
8023,1287,1287,318,24.7,173,13.4,284,22.1,302,23.5,210,16.3
8025,1821,1821,563,30.9,585,32.1,356,19.5,140,7.7,177,9.7
8027,1405,1405,488,34.7,250,17.8,212,15.1,341,24.3,114,8.1
8029,10912,10912,3605,33.0,2333,21.4,1808,16.6,1875,17.2,1291,11.8
8031,389034,389034,182725,47.0,63923,16.4,78341,20.1,30991,8.0,33054,8.5
8033,855,855,219,25.6,209,24.4,202,23.6,157,18.4,68,8.0
8035,176575,176575,95057,53.8,21135,12.0,42207,23.9,8329,4.7,9847,5.6
8037,33571,33571,11127,33.1,8937,26.6,6688,19.9,3625,10.8,3194,9.5
8039,13449,13449,5741,42.7,1957,14.6,2672,19.9,1714,12.7,1365,10.1
8041,314102,314102,128175,40.8,57359,18.3,71023,22.6,27187,8.7,30358,9.7
8043,14196,14196,4711,33.2,3296,23.2,3115,21.9,1794,12.6,1280,9.0
8045,31397,31397,10466,33.3,6182,19.7,6462,20.6,5322,17.0,2965,9.4
8047,3645,3645,1604,44.0,891,24.4,683,18.7,159,4.4,308,8.4
8049,8630,8630,2632,30.5,2226,25.8,1518,17.6,1584,18.4,670,7.8
8051,9560,9560,3154,33.0,2173,22.7,1932,20.2,1425,14.9,876,9.2
8053,404,404,172,42.6,80,19.8,58,14.4,87,21.5,7,1.7
8055,2593,2593,867,33.4,549,21.2,539,20.8,425,16.4,213,8.2
8057,672,672,230,34.2,90,13.4,125,18.6,177,26.3,50,7.4
8059,312767,312767,145504,46.5,46422,14.8,70380,22.5,23798,7.6,26663,8.5
8061,673,673,226,33.6,159,23.6,133,19.8,87,12.9,68,10.1
8063,3587,3587,1226,34.2,577,16.1,758,21.1,745,20.8,281,7.8
8065,4129,4129,1386,33.6,776,18.8,948,23.0,680,16.5,339,8.2
8067,29546,29546,12195,41.3,5392,18.2,6547,22.2,3067,10.4,2345,7.9
8069,177391,177391,78288,44.1,30770,17.3,37334,21.0,14322,8.1,16677,9.4
8071,6021,6021,1906,31.7,1460,24.2,1185,19.7,824,13.7,646,10.7
8073,1529,1529,594,38.8,315,20.6,397,26.0,114,7.5,109,7.1
8075,10690,10690,3298,30.9,2152,20.1,1997,18.7,1806,16.9,1437,13.4
8077,69681,69681,24691,35.4,12457,17.9,15010,21.5,9097,13.1,8426,12.1
8079,422,422,152,36.0,120,28.4,66,15.6,55,13.0,29,6.9
8081,6266,6266,1910,30.5,1137,18.1,1188,19.0,1229,19.6,802,12.8
8083,11183,11183,3396,30.4,2522,22.6,2642,23.6,1377,12.3,1246,11.1
8085,17337,17337,5403,31.2,3330,19.2,3930,22.7,2624,15.1,2050,11.8
8087,13191,13191,3327,25.2,2652,20.1,2095,15.9,2186,16.6,2931,22.2
8089,6993,6993,2366,33.8,1547,22.1,1237,17.7,868,12.4,975,13.9
8091,2346,2346,1165,49.7,414,17.6,357,15.2,281,12.0,129,5.5
8093,9038,9038,3186,35.3,1372,15.2,2362,26.1,1255,13.9,863,9.5
8095,2028,2028,674,33.2,345,17.0,318,15.7,397,19.6,294,14.5
8097,11742,11742,5170,44.0,2307,19.6,2484,21.2,941,8.0,840,7.2
8099,5350,5350,1748,32.7,995,18.6,1139,21.3,928,17.3,540,10.1
8101,67809,67809,21455,31.6,14395,21.2,16453,24.3,6835,10.1,8671,12.8
8103,2935,2935,872,29.7,492,16.8,613,20.9,629,21.4,329,11.2
8105,4481,4481,1151,25.7,933,20.8,945,21.1,937,20.9,515,11.5
8107,14631,14631,5124,35.0,3464,23.7,3245,22.2,1592,10.9,1206,8.2
8109,2510,2510,650,25.9,368,14.7,414,16.5,737,29.4,341,13.6
8111,310,310,93,30.0,82,26.5,80,25.8,31,10.0,24,7.7
8113,5075,5075,2012,39.6,1101,21.7,1032,20.3,446,8.8,484,9.5
8115,970,970,357,36.8,164,16.9,189,19.5,141,14.5,119,12.3
8117,19827,19827,5886,29.7,6139,31.0,3684,18.6,2047,10.3,2071,10.4
8119,11679,11679,4465,38.2,2412,20.7,2426,20.8,1415,12.1,961,8.2
8121,2297,2297,893,38.9,333,14.5,389,16.9,360,15.7,322,14.0
8123,146177,146177,48460,33.2,24008,16.4,31835,21.8,19256,13.2,22618,15.5
8125,5078,5078,1494,29.4,771,15.2,932,18.4,1112,21.9,769,15.1
9001,475513,475513,216037,45.4,84867,17.8,102998,21.7,34582,7.3,37029,7.8
9003,447893,447893,195810,43.7,73997,16.5,98896,22.1,27427,6.1,51763,11.6
9005,97390,97390,40303,41.4,16044,16.5,20553,21.1,9329,9.6,11161,11.5
9007,89022,89022,40692,45.7,13404,15.1,20020,22.5,7160,8.0,7746,8.7
9009,427791,427791,179998,42.1,74708,17.5,93672,21.9,30816,7.2,48597,11.4
9011,133036,133036,53550,40.3,29201,21.9,25756,19.4,10427,7.8,14102,10.6
9013,80396,80396,35758,44.5,13483,16.8,16348,20.3,6725,8.4,8082,10.1
9015,59404,59404,19987,33.6,11831,19.9,13174,22.2,6048,10.2,8364,14.1
10001,79233,79233,26444,33.4,16526,20.9,16918,21.4,7524,9.5,11821,14.9
10003,274190,274190,120737,44.0,45321,16.5,60418,22.0,20115,7.3,27599,10.1
10005,97523,97523,32758,33.6,17996,18.5,22379,22.9,11188,11.5,13202,13.5
11001,369194,369194,230061,62.3,55237,15.0,58084,15.7,9825,2.7,15987,4.3
12001,123777,123777,58077,46.9,24602,19.9,26050,21.0,6459,5.2,8589,6.9
12003,10762,10762,3210,29.8,2037,18.9,2859,26.6,1035,9.6,1621,15.1
12005,81102,81102,26126,32.2,17516,21.6,19145,23.6,8483,10.5,9832,12.1
12007,9324,9324,2902,31.1,2032,21.8,2198,23.6,1048,11.2,1144,12.3
12009,245287,245287,96509,39.3,45848,18.7,56889,23.2,20976,8.6,25065,10.2
12011,949870,949870,340088,35.8,188756,19.9,246143,25.9,81108,8.5,93775,9.9
12013,4799,4799,1138,23.7,1319,27.5,890,18.5,1070,22.3,382,8.0
12015,60875,60875,18044,29.6,13090,21.5,16500,27.1,7226,11.9,6015,9.9
12017,45771,45771,13509,29.5,10099,22.1,10916,23.8,5003,10.9,6244,13.6
12019,93396,93396,31708,34.0,16980,18.2,23335,25.0,9796,10.5,11577,12.4
12021,154513,154513,47802,30.9,37253,24.1,34949,22.6,21643,14.0,12866,8.3
12023,25965,25965,7928,30.5,5116,19.7,6399,24.6,3266,12.6,3256,12.5
12027,13309,13309,2080,15.6,2853,21.4,1976,14.8,4430,33.3,1970,14.8
