countyFIPS,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
50023,627.0,627.0,133.0,21.2,33.0,5.3,9.0,1.4,44.0,7.0,47.0,7.5,133.0,133.0,91.0,68.4,109.0,82.0
50025,824.0,824.0,385.0,46.7,62.0,7.5,126.0,15.3,102.0,12.4,95.0,11.5,385.0,385.0,232.0,60.3,304.0,79.0
50027,784.0,784.0,300.0,38.3,73.0,9.3,129.0,16.5,45.0,5.7,53.0,6.8,300.0,300.0,178.0,59.3,190.0,63.3
51001,824.0,824.0,366.0,44.4,113.0,13.7,70.0,8.5,22.0,2.7,161.0,19.5,366.0,366.0,307.0,83.9,148.0,40.4
51003,1995.0,1995.0,884.0,44.3,192.0,9.6,116.0,5.8,217.0,10.9,359.0,18.0,884.0,884.0,624.0,70.6,587.0,66.4
51005,440.0,440.0,225.0,51.1,18.0,4.1,22.0,5.0,16.0,3.6,169.0,38.4,225.0,225.0,108.0,48.0,159.0,70.7
51007,309.0,309.0,108.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,35.0,108.0,108.0,59.0,54.6,108.0,100.0
51009,800.0,800.0,415.0,51.9,9.0,1.1,117.0,14.6,45.0,5.6,244.0,30.5,415.0,415.0,183.0,44.1,346.0,83.4
51011,378.0,378.0,268.0,70.9,57.0,15.1,130.0,34.4,0.0,0.0,81.0,21.4,268.0,268.0,179.0,66.8,196.0,73.1
51013,1925.0,1925.0,340.0,17.7,152.0,7.9,56.0,2.9,56.0,2.9,76.0,3.9,340.0,340.0,239.0,70.3,126.0,37.1
51015,1878.0,1878.0,1104.0,58.8,123.0,6.5,355.0,18.9,223.0,11.9,403.0,21.5,1104.0,1104.0,668.0,60.5,963.0,87.2
51017,119.0,119.0,119.0,100.0,0.0,0.0,34.0,28.6,0.0,0.0,85.0,71.4,119.0,119.0,62.0,52.1,119.0,100.0
51019,1709.0,1709.0,742.0,43.4,31.0,1.8,180.0,10.5,249.0,14.6,282.0,16.5,742.0,742.0,476.0,64.2,605.0,81.5
51021,149.0,149.0,83.0,55.7,39.0,26.2,44.0,29.5,0.0,0.0,0.0,0.0,83.0,83.0,50.0,60.2,70.0,84.3
51023,570.0,570.0,286.0,50.2,32.0,5.6,126.0,22.1,3.0,0.5,125.0,21.9,286.0,286.0,185.0,64.7,239.0,83.6
51025,501.0,501.0,186.0,37.1,14.0,2.8,26.0,5.2,20.0,4.0,126.0,25.1,186.0,186.0,119.0,64.0,159.0,85.5
51027,599.0,599.0,246.0,41.1,23.0,3.8,58.0,9.7,24.0,4.0,141.0,23.5,246.0,246.0,150.0,61.0,163.0,66.3
51029,301.0,301.0,150.0,49.8,44.0,14.6,19.0,6.3,11.0,3.7,76.0,25.2,150.0,150.0,103.0,68.7,105.0,70.0
51031,1143.0,1143.0,584.0,51.1,39.0,3.4,120.0,10.5,58.0,5.1,367.0,32.1,584.0,584.0,390.0,66.8,372.0,63.7
51033,946.0,946.0,400.0,42.3,22.0,2.3,121.0,12.8,91.0,9.6,166.0,17.5,400.0,400.0,296.0,74.0,240.0,60.0
51035,801.0,801.0,347.0,43.3,147.0,18.4,0.0,0.0,82.0,10.2,118.0,14.7,347.0,347.0,191.0,55.0,236.0,68.0
51036,173.0,173.0,49.0,28.3,13.0,7.5,6.0,3.5,6.0,3.5,24.0,13.9,49.0,49.0,34.0,69.4,25.0,51.0
51037,271.0,271.0,76.0,28.0,15.0,5.5,4.0,1.5,50.0,18.5,7.0,2.6,76.0,76.0,34.0,44.7,42.0,55.3
51041,7635.0,7635.0,2595.0,34.0,443.0,5.8,464.0,6.1,843.0,11.0,845.0,11.1,2595.0,2595.0,1745.0,67.2,1607.0,61.9
51043,400.0,400.0,106.0,26.5,59.0,14.8,13.0,3.3,7.0,1.8,27.0,6.8,106.0,106.0,42.0,39.6,84.0,79.2
51045,123.0,123.0,52.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,52.0,42.3,52.0,52.0,52.0,100.0,0.0,0.0
51047,1730.0,1730.0,603.0,34.9,164.0,9.5,149.0,8.6,111.0,6.4,179.0,10.3,603.0,603.0,388.0,64.3,412.0,68.3
51049,207.0,207.0,43.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,43.0,20.8,43.0,43.0,20.0,46.5,43.0,100.0
51051,343.0,343.0,154.0,44.9,20.0,5.8,16.0,4.7,64.0,18.7,54.0,15.7,154.0,154.0,93.0,60.4,127.0,82.5
51053,1094.0,1094.0,575.0,52.6,106.0,9.7,107.0,9.8,23.0,2.1,339.0,31.0,575.0,575.0,349.0,60.7,505.0,87.8
51057,223.0,223.0,149.0,66.8,99.0,44.4,22.0,9.9,14.0,6.3,14.0,6.3,149.0,149.0,92.0,61.7,138.0,92.6
51059,23582.0,23582.0,4422.0,18.8,753.0,3.2,951.0,4.0,848.0,3.6,1870.0,7.9,4422.0,4422.0,2841.0,64.2,3220.0,72.8
51061,2285.0,2285.0,597.0,26.1,44.0,1.9,67.0,2.9,62.0,2.7,424.0,18.6,597.0,597.0,304.0,50.9,512.0,85.8
51063,241.0,241.0,154.0,63.9,27.0,11.2,27.0,11.2,0.0,0.0,100.0,41.5,154.0,154.0,90.0,58.4,120.0,77.9
51065,489.0,489.0,187.0,38.2,0.0,0.0,62.0,12.7,0.0,0.0,125.0,25.6,187.0,187.0,136.0,72.7,130.0,69.5
51067,1173.0,1173.0,555.0,47.3,7.0,0.6,323.0,27.5,124.0,10.6,101.0,8.6,555.0,555.0,324.0,58.4,392.0,70.6
51069,1932.0,1932.0,563.0,29.1,71.0,3.7,107.0,5.5,121.0,6.3,264.0,13.7,563.0,563.0,322.0,57.2,447.0,79.4
51071,414.0,414.0,192.0,46.4,16.0,3.9,30.0,7.2,46.0,11.1,100.0,24.2,192.0,192.0,119.0,62.0,163.0,84.9
51073,808.0,808.0,346.0,42.8,164.0,20.3,42.0,5.2,48.0,5.9,92.0,11.4,346.0,346.0,204.0,59.0,250.0,72.3
51075,670.0,670.0,445.0,66.4,26.0,3.9,55.0,8.2,18.0,2.7,346.0,51.6,445.0,445.0,228.0,51.2,423.0,95.1
51077,400.0,400.0,240.0,60.0,9.0,2.3,26.0,6.5,32.0,8.0,173.0,43.3,240.0,240.0,132.0,55.0,182.0,75.8
51079,458.0,458.0,152.0,33.2,32.0,7.0,3.0,0.7,41.0,9.0,76.0,16.6,152.0,152.0,100.0,65.8,120.0,78.9
51081,161.0,161.0,67.0,41.6,0.0,0.0,10.0,6.2,9.0,5.6,48.0,29.8,67.0,67.0,39.0,58.2,46.0,68.7
51083,814.0,814.0,303.0,37.2,37.0,4.5,81.0,10.0,14.0,1.7,171.0,21.0,303.0,303.0,158.0,52.1,264.0,87.1
51085,1797.0,1797.0,714.0,39.7,202.0,11.2,21.0,1.2,195.0,10.9,296.0,16.5,714.0,714.0,380.0,53.2,662.0,92.7
51087,6770.0,6770.0,1747.0,25.8,396.0,5.8,426.0,6.3,257.0,3.8,668.0,9.9,1747.0,1747.0,1234.0,70.6,968.0,55.4
51089,1349.0,1349.0,685.0,50.8,119.0,8.8,189.0,14.0,182.0,13.5,195.0,14.5,685.0,685.0,337.0,49.2,614.0,89.6
51091,42.0,42.0,42.0,100.0,0.0,0.0,20.0,47.6,10.0,23.8,12.0,28.6,42.0,42.0,32.0,76.2,22.0,52.4
51093,717.0,717.0,263.0,36.7,33.0,4.6,62.0,8.6,44.0,6.1,124.0,17.3,263.0,263.0,180.0,68.4,156.0,59.3
51095,1257.0,1257.0,415.0,33.0,80.0,6.4,117.0,9.3,49.0,3.9,169.0,13.4,415.0,415.0,206.0,49.6,362.0,87.2
51097,209.0,209.0,42.0,20.1,0.0,0.0,24.0,11.5,7.0,3.3,11.0,5.3,42.0,42.0,24.0,57.1,31.0,73.8
51099,841.0,841.0,422.0,50.2,23.0,2.7,94.0,11.2,32.0,3.8,273.0,32.5,422.0,422.0,222.0,52.6,277.0,65.6
51101,267.0,267.0,27.0,10.1,0.0,0.0,3.0,1.1,3.0,1.1,21.0,7.9,27.0,27.0,5.0,18.5,27.0,100.0
51103,175.0,175.0,116.0,66.3,0.0,0.0,8.0,4.6,2.0,1.1,106.0,60.6,116.0,116.0,76.0,65.5,106.0,91.4
51105,905.0,905.0,465.0,51.4,57.0,6.3,90.0,9.9,73.0,8.1,245.0,27.1,465.0,465.0,280.0,60.2,346.0,74.4
51107,8716.0,8716.0,1632.0,18.7,450.0,5.2,441.0,5.1,239.0,2.7,502.0,5.8,1632.0,1632.0,1017.0,62.3,1049.0,64.3
51109,948.0,948.0,461.0,48.6,108.0,11.4,52.0,5.5,19.0,2.0,282.0,29.7,461.0,461.0,326.0,70.7,332.0,72.0
51111,181.0,181.0,83.0,45.9,39.0,21.5,33.0,18.2,0.0,0.0,11.0,6.1,83.0,83.0,79.0,95.2,13.0,15.7
51113,252.0,252.0,215.0,85.3,51.0,20.2,28.0,11.1,0.0,0.0,136.0,54.0,215.0,215.0,131.0,60.9,203.0,94.4
51115,93.0,93.0,47.0,50.5,28.0,30.1,0.0,0.0,0.0,0.0,19.0,20.4,47.0,47.0,11.0,23.4,47.0,100.0
51117,1127.0,1127.0,385.0,34.2,52.0,4.6,117.0,10.4,22.0,2.0,194.0,17.2,385.0,385.0,264.0,68.6,268.0,69.6
51119,226.0,226.0,81.0,35.8,0.0,0.0,19.0,8.4,0.0,0.0,62.0,27.4,81.0,81.0,51.0,63.0,62.0,76.5
51121,1262.0,1262.0,533.0,42.2,190.0,15.1,106.0,8.4,28.0,2.2,209.0,16.6,533.0,533.0,329.0,61.7,323.0,60.6
51125,326.0,326.0,111.0,34.0,11.0,3.4,17.0,5.2,0.0,0.0,83.0,25.5,111.0,111.0,85.0,76.6,63.0,56.8
51127,346.0,346.0,270.0,78.0,55.0,15.9,150.0,43.4,11.0,3.2,54.0,15.6,270.0,270.0,158.0,58.5,221.0,81.9
51131,188.0,188.0,67.0,35.6,5.0,2.7,0.0,0.0,20.0,10.6,42.0,22.3,67.0,67.0,46.0,68.7,49.0,73.1
51133,348.0,348.0,133.0,38.2,0.0,0.0,0.0,0.0,30.0,8.6,103.0,29.6,133.0,133.0,72.0,54.1,116.0,87.2
51135,415.0,415.0,169.0,40.7,19.0,4.6,49.0,11.8,45.0,10.8,56.0,13.5,169.0,169.0,104.0,61.5,125.0,74.0
51137,1037.0,1037.0,436.0,42.0,43.0,4.1,126.0,12.2,36.0,3.5,231.0,22.3,436.0,436.0,312.0,71.6,258.0,59.2
51139,596.0,596.0,353.0,59.2,70.0,11.7,28.0,4.7,56.0,9.4,199.0,33.4,353.0,353.0,242.0,68.6,287.0,81.3
51141,447.0,447.0,103.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,23.0,103.0,103.0,53.0,51.5,56.0,54.4
51143,1820.0,1820.0,994.0,54.6,93.0,5.1,276.0,15.2,146.0,8.0,479.0,26.3,994.0,994.0,668.0,67.2,758.0,76.3
51145,725.0,725.0,282.0,38.9,41.0,5.7,46.0,6.3,126.0,17.4,69.0,9.5,282.0,282.0,165.0,58.5,213.0,75.5
51147,734.0,734.0,157.0,21.4,16.0,2.2,32.0,4.4,0.0,0.0,109.0,14.9,157.0,157.0,136.0,86.6,38.0,24.2
51149,1009.0,1009.0,199.0,19.7,89.0,8.8,4.0,0.4,16.0,1.6,90.0,8.9,199.0,199.0,148.0,74.4,159.0,79.9
51153,14378.0,14378.0,3028.0,21.1,570.0,4.0,430.0,3.0,472.0,3.3,1556.0,10.8,3028.0,3028.0,1689.0,55.8,2528.0,83.5
51155,734.0,734.0,412.0,56.1,10.0,1.4,47.0,6.4,70.0,9.5,285.0,38.8,412.0,412.0,198.0,48.1,286.0,69.4
51157,124.0,124.0,34.0,27.4,23.0,18.5,0.0,0.0,11.0,8.9,0.0,0.0,34.0,34.0,11.0,32.4,23.0,67.6
51159,109.0,109.0,46.0,42.2,0.0,0.0,0.0,0.0,16.0,14.7,30.0,27.5,46.0,46.0,46.0,100.0,42.0,91.3
51161,2159.0,2159.0,832.0,38.5,85.0,3.9,132.0,6.1,108.0,5.0,507.0,23.5,832.0,832.0,483.0,58.1,626.0,75.2
51163,715.0,715.0,419.0,58.6,40.0,5.6,83.0,11.6,59.0,8.3,237.0,33.1,419.0,419.0,239.0,57.0,343.0,81.9
51165,1289.0,1289.0,572.0,44.4,119.0,9.2,149.0,11.6,39.0,3.0,265.0,20.6,572.0,572.0,303.0,53.0,431.0,75.3
51167,560.0,560.0,409.0,73.0,163.0,29.1,0.0,0.0,24.0,4.3,222.0,39.6,409.0,409.0,193.0,47.2,383.0,93.6
51169,652.0,652.0,468.0,71.8,82.0,12.6,118.0,18.1,88.0,13.5,180.0,27.6,468.0,468.0,264.0,56.4,370.0,79.1
51171,802.0,802.0,317.0,39.5,42.0,5.2,106.0,13.2,73.0,9.1,96.0,12.0,317.0,317.0,184.0,58.0,220.0,69.4
51173,1152.0,1152.0,619.0,53.7,88.0,7.6,141.0,12.2,87.0,7.6,303.0,26.3,619.0,619.0,385.0,62.2,524.0,84.7
51175,410.0,410.0,241.0,58.8,87.0,21.2,0.0,0.0,0.0,0.0,154.0,37.6,241.0,241.0,163.0,67.6,207.0,85.9
51177,4160.0,4160.0,1204.0,28.9,120.0,2.9,423.0,10.2,144.0,3.5,517.0,12.4,1204.0,1204.0,646.0,53.7,981.0,81.5
51179,3912.0,3912.0,1254.0,32.1,192.0,4.9,195.0,5.0,152.0,3.9,715.0,18.3,1254.0,1254.0,729.0,58.1,1015.0,80.9
51181,322.0,322.0,200.0,62.1,65.0,20.2,13.0,4.0,44.0,13.7,78.0,24.2,200.0,200.0,88.0,44.0,171.0,85.5
51183,191.0,191.0,82.0,42.9,2.0,1.0,20.0,10.5,15.0,7.9,45.0,23.6,82.0,82.0,70.0,85.4,45.0,54.9
51185,1346.0,1346.0,755.0,56.1,239.0,17.8,110.0,8.2,120.0,8.9,286.0,21.2,755.0,755.0,496.0,65.7,498.0,66.0
51187,1291.0,1291.0,393.0,30.4,76.0,5.9,125.0,9.7,45.0,3.5,147.0,11.4,393.0,393.0,249.0,63.4,337.0,85.8
51191,1442.0,1442.0,844.0,58.5,92.0,6.4,157.0,10.9,118.0,8.2,477.0,33.1,844.0,844.0,502.0,59.5,674.0,79.9
51193,723.0,723.0,342.0,47.3,107.0,14.8,19.0,2.6,17.0,2.4,199.0,27.5,342.0,342.0,154.0,45.0,267.0,78.1
51195,997.0,997.0,627.0,62.9,2.0,0.2,81.0,8.1,104.0,10.4,440.0,44.1,627.0,627.0,432.0,68.9,468.0,74.6
51197,648.0,648.0,263.0,40.6,45.0,6.9,16.0,2.5,88.0,13.6,114.0,17.6,263.0,263.0,89.0,33.8,186.0,70.7
51199,1112.0,1112.0,365.0,32.8,121.0,10.9,64.0,5.8,8.0,0.7,172.0,15.5,365.0,365.0,226.0,61.9,269.0,73.7
51510,2122.0,2122.0,608.0,28.7,168.0,7.9,65.0,3.1,65.0,3.1,310.0,14.6,608.0,608.0,396.0,65.1,245.0,40.3
51520,486.0,486.0,341.0,70.2,92.0,18.9,37.0,7.6,50.0,10.3,162.0,33.3,341.0,341.0,253.0,74.2,243.0,71.3
51530,163.0,163.0,140.0,85.9,56.0,34.4,30.0,18.4,0.0,0.0,54.0,33.1,140.0,140.0,76.0,54.3,106.0,75.7
51540,496.0,496.0,304.0,61.3,0.0,0.0,47.0,9.5,100.0,20.2,157.0,31.7,304.0,304.0,261.0,85.9,105.0,34.5
51550,6249.0,6249.0,2431.0,38.9,342.0,5.5,247.0,4.0,397.0,6.4,1445.0,23.1,2431.0,2431.0,1589.0,65.4,1570.0,64.6
51570,573.0,573.0,126.0,22.0,10.0,1.7,53.0,9.2,36.0,6.3,27.0,4.7,126.0,126.0,73.0,57.9,107.0,84.9
51580,169.0,169.0,51.0,30.2,19.0,11.2,0.0,0.0,0.0,0.0,32.0,18.9,51.0,51.0,46.0,90.2,24.0,47.1
51590,850.0,850.0,526.0,61.9,89.0,10.5,90.0,10.6,85.0,10.0,262.0,30.8,526.0,526.0,302.0,57.4,456.0,86.7
51595,150.0,150.0,94.0,62.7,1.0,0.7,39.0,26.0,14.0,9.3,40.0,26.7,94.0,94.0,68.0,72.3,34.0,36.2
51600,362.0,362.0,96.0,26.5,6.0,1.7,39.0,10.8,0.0,0.0,51.0,14.1,96.0,96.0,46.0,47.9,77.0,80.2
51610,92.0,92.0,38.0,41.3,0.0,0.0,7.0,7.6,31.0,33.7,0.0,0.0,38.0,38.0,28.0,73.7,31.0,81.6
51620,245.0,245.0,163.0,66.5,39.0,15.9,0.0,0.0,39.0,15.9,85.0,34.7,163.0,163.0,110.0,67.5,127.0,77.9
51630,351.0,351.0,59.0,16.8,0.0,0.0,44.0,12.5,0.0,0.0,15.0,4.3,59.0,59.0,41.0,69.5,38.0,64.4
51640,76.0,76.0,51.0,67.1,0.0,0.0,23.0,30.3,0.0,0.0,28.0,36.8,51.0,51.0,32.0,62.7,36.0,70.6
51650,3124.0,3124.0,1334.0,42.7,281.0,9.0,464.0,14.9,137.0,4.4,452.0,14.5,1334.0,1334.0,924.0,69.3,723.0,54.2
51660,644.0,644.0,163.0,25.3,40.0,6.2,67.0,10.4,0.0,0.0,56.0,8.7,163.0,163.0,83.0,50.9,107.0,65.6
51670,591.0,591.0,277.0,46.9,66.0,11.2,145.0,24.5,0.0,0.0,66.0,11.2,277.0,277.0,175.0,63.2,182.0,65.7
51678,38.0,38.0,38.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,100.0,38.0,38.0,18.0,47.4,38.0,100.0
51680,945.0,945.0,266.0,28.1,31.0,3.3,64.0,6.8,12.0,1.3,159.0,16.8,266.0,266.0,220.0,82.7,131.0,49.2
51683,1298.0,1298.0,213.0,16.4,27.0,2.1,28.0,2.2,87.0,6.7,71.0,5.5,213.0,213.0,129.0,60.6,135.0,63.4
51685,759.0,759.0,298.0,39.3,16.0,2.1,156.0,20.6,18.0,2.4,108.0,14.2,298.0,298.0,199.0,66.8,250.0,83.9
51690,331.0,331.0,141.0,42.6,17.0,5.1,0.0,0.0,19.0,5.7,105.0,31.7,141.0,141.0,108.0,76.6,115.0,81.6
51700,3621.0,3621.0,1526.0,42.1,259.0,7.2,233.0,6.4,278.0,7.7,756.0,20.9,1526.0,1526.0,1101.0,72.1,835.0,54.7
51710,5081.0,5081.0,2054.0,40.4,297.0,5.8,411.0,8.1,359.0,7.1,987.0,19.4,2054.0,2054.0,1439.0,70.1,1236.0,60.2
51720,94.0,94.0,48.0,51.1,26.0,27.7,0.0,0.0,0.0,0.0,22.0,23.4,48.0,48.0,24.0,50.0,48.0,100.0
51730,734.0,734.0,360.0,49.0,94.0,12.8,50.0,6.8,50.0,6.8,166.0,22.6,360.0,360.0,237.0,65.8,182.0,50.6
51735,209.0,209.0,37.0,17.7,0.0,0.0,0.0,0.0,15.0,7.2,22.0,10.5,37.0,37.0,29.0,78.4,15.0,40.5
51740,2403.0,2403.0,1062.0,44.2,268.0,11.2,199.0,8.3,156.0,6.5,439.0,18.3,1062.0,1062.0,708.0,66.7,594.0,55.9
51750,360.0,360.0,228.0,63.3,0.0,0.0,84.0,23.3,93.0,25.8,51.0,14.2,228.0,228.0,143.0,62.7,110.0,48.2
51760,3820.0,3820.0,1431.0,37.5,236.0,6.2,202.0,5.3,160.0,4.2,833.0,21.8,1431.0,1431.0,1101.0,76.9,529.0,37.0
51770,2499.0,2499.0,1181.0,47.3,321.0,12.8,141.0,5.6,151.0,6.0,568.0,22.7,1181.0,1181.0,744.0,63.0,663.0,56.1
51775,509.0,509.0,206.0,40.5,31.0,6.1,52.0,10.2,29.0,5.7,94.0,18.5,206.0,206.0,148.0,71.8,100.0,48.5
51790,504.0,504.0,208.0,41.3,0.0,0.0,61.0,12.1,95.0,18.8,52.0,10.3,208.0,208.0,134.0,64.4,168.0,80.8
51800,2737.0,2737.0,1177.0,43.0,221.0,8.1,287.0,10.5,168.0,6.1,501.0,18.3,1177.0,1177.0,656.0,55.7,851.0,72.3
51810,10894.0,10894.0,4222.0,38.8,824.0,7.6,981.0,9.0,527.0,4.8,1890.0,17.3,4222.0,4222.0,2505.0,59.3,2839.0,67.2
51820,803.0,803.0,297.0,37.0,41.0,5.1,191.0,23.8,0.0,0.0,65.0,8.1,297.0,297.0,174.0,58.6,167.0,56.2
51830,62.0,62.0,28.0,45.2,0.0,0.0,15.0,24.2,0.0,0.0,13.0,21.0,28.0,28.0,21.0,75.0,13.0,46.4
51840,649.0,649.0,168.0,25.9,32.0,4.9,31.0,4.8,14.0,2.2,91.0,14.0,168.0,168.0,93.0,55.4,146.0,86.9
53001,726.0,726.0,254.0,35.0,67.0,9.2,78.0,10.7,21.0,2.9,88.0,12.1,254.0,254.0,180.0,70.9,155.0,61.0
53003,342.0,342.0,115.0,33.6,26.0,7.6,23.0,6.7,23.0,6.7,43.0,12.6,115.0,115.0,51.0,44.3,91.0,79.1
53005,3127.0,3127.0,1070.0,34.2,384.0,12.3,313.0,10.0,183.0,5.9,190.0,6.1,1070.0,1070.0,691.0,64.6,738.0,69.0
53007,1324.0,1324.0,241.0,18.2,0.0,0.0,27.0,2.0,60.0,4.5,154.0,11.6,241.0,241.0,163.0,67.6,128.0,53.1
53009,979.0,979.0,443.0,45.3,101.0,10.3,77.0,7.9,129.0,13.2,136.0,13.9,443.0,443.0,326.0,73.6,232.0,52.4
53011,9583.0,9583.0,2930.0,30.6,556.0,5.8,884.0,9.2,646.0,6.7,844.0,8.8,2930.0,2930.0,1774.0,60.5,2059.0,70.3
53013,45.0,45.0,16.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,16.0,35.6,16.0,16.0,7.0,43.8,16.0,100.0
53015,2671.0,2671.0,1432.0,53.6,172.0,6.4,548.0,20.5,69.0,2.6,643.0,24.1,1432.0,1432.0,839.0,58.6,948.0,66.2
53017,842.0,842.0,473.0,56.2,142.0,16.9,70.0,8.3,93.0,11.0,168.0,20.0,473.0,473.0,263.0,55.6,316.0,66.8
53019,244.0,244.0,141.0,57.8,83.0,34.0,30.0,12.3,0.0,0.0,28.0,11.5,141.0,141.0,88.0,62.4,113.0,80.1
53021,2170.0,2170.0,710.0,32.7,156.0,7.2,311.0,14.3,70.0,3.2,173.0,8.0,710.0,710.0,399.0,56.2,561.0,79.0
53023,13.0,13.0,5.0,38.5,0.0,0.0,0.0,0.0,5.0,38.5,0.0,0.0,5.0,5.0,0.0,0.0,5.0,100.0
53025,2222.0,2222.0,661.0,29.7,257.0,11.6,127.0,5.7,49.0,2.2,228.0,10.3,661.0,661.0,435.0,65.8,483.0,73.1
53027,1458.0,1458.0,730.0,50.1,90.0,6.2,108.0,7.4,57.0,3.9,475.0,32.6,730.0,730.0,411.0,56.3,593.0,81.2
53029,1237.0,1237.0,567.0,45.8,46.0,3.7,170.0,13.7,143.0,11.6,208.0,16.8,567.0,567.0,335.0,59.1,444.0,78.3
53031,401.0,401.0,136.0,33.9,20.0,5.0,26.0,6.5,36.0,9.0,54.0,13.5,136.0,136.0,110.0,80.9,44.0,32.4
53033,34449.0,34449.0,8043.0,23.3,2432.0,7.1,1480.0,4.3,1361.0,4.0,2770.0,8.0,8043.0,8043.0,5161.0,64.2,5576.0,69.3
53035,4445.0,4445.0,1560.0,35.1,114.0,2.6,261.0,5.9,456.0,10.3,729.0,16.4,1560.0,1560.0,978.0,62.7,1120.0,71.8
53037,523.0,523.0,285.0,54.5,145.0,27.7,23.0,4.4,18.0,3.4,99.0,18.9,285.0,285.0,164.0,57.5,188.0,66.0
53039,325.0,325.0,130.0,40.0,2.0,0.6,7.0,2.2,24.0,7.4,97.0,29.8,130.0,130.0,66.0,50.8,118.0,90.8
53041,2103.0,2103.0,889.0,42.3,149.0,7.1,441.0,21.0,82.0,3.9,217.0,10.3,889.0,889.0,491.0,55.2,690.0,77.6
53043,169.0,169.0,89.0,52.7,10.0,5.9,30.0,17.8,4.0,2.4,45.0,26.6,89.0,89.0,49.0,55.1,72.0,80.9
53045,1677.0,1677.0,662.0,39.5,137.0,8.2,188.0,11.2,105.0,6.3,232.0,13.8,662.0,662.0,427.0,64.5,467.0,70.5
53047,744.0,744.0,378.0,50.8,36.0,4.8,53.0,7.1,77.0,10.3,212.0,28.5,378.0,378.0,224.0,59.3,261.0,69.0
53049,514.0,514.0,114.0,22.2,46.0,8.9,4.0,0.8,1.0,0.2,63.0,12.3,114.0,114.0,74.0,64.9,88.0,77.2
53051,303.0,303.0,163.0,53.8,20.0,6.6,79.0,26.1,22.0,7.3,42.0,13.9,163.0,163.0,87.0,53.4,141.0,86.5
53053,17337.0,17337.0,5773.0,33.3,1145.0,6.6,1410.0,8.1,859.0,5.0,2359.0,13.6,5773.0,5773.0,3515.0,60.9,3964.0,68.7
53055,140.0,140.0,47.0,33.6,12.0,8.6,2.0,1.4,0.0,0.0,33.0,23.6,47.0,47.0,26.0,55.3,41.0,87.2
53057,3049.0,3049.0,1238.0,40.6,359.0,11.8,196.0,6.4,192.0,6.3,491.0,16.1,1238.0,1238.0,705.0,56.9,930.0,75.1
53059,193.0,193.0,69.0,35.8,17.0,8.8,14.0,7.3,10.0,5.2,28.0,14.5,69.0,69.0,24.0,34.8,24.0,34.8
53061,16573.0,16573.0,4213.0,25.4,1080.0,6.5,905.0,5.5,600.0,3.6,1628.0,9.8,4213.0,4213.0,2471.0,58.7,2972.0,70.5
53063,8090.0,8090.0,3277.0,40.5,668.0,8.3,851.0,10.5,523.0,6.5,1235.0,15.3,3277.0,3277.0,2106.0,64.3,2214.0,67.6
53065,937.0,937.0,503.0,53.7,130.0,13.9,26.0,2.8,90.0,9.6,257.0,27.4,503.0,503.0,331.0,65.8,299.0,59.4
53067,4642.0,4642.0,1550.0,33.4,237.0,5.1,518.0,11.2,157.0,3.4,638.0,13.7,1550.0,1550.0,1035.0,66.8,1033.0,66.6
