countyFIPS,Estimate!!HOUSEHOLDS BY TYPE!!Total households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years",Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size
2198,2356.0,2356.0,1515.0,64.3,595.0,25.3,1060.0,45.0,369.0,15.7,191.0,8.1,83.0,3.5,264.0,11.2,143.0,6.1,841.0,35.7,711.0,30.2,302.0,12.8,730.0,31.0,726.0,30.8,2.7,(X),3.36,(X)
2220,3561.0,3561.0,2129.0,59.8,847.0,23.8,1549.0,43.5,512.0,14.4,212.0,6.0,112.0,3.1,368.0,10.3,223.0,6.3,1432.0,40.2,1165.0,32.7,385.0,10.8,1021.0,28.7,970.0,27.2,2.37,(X),2.99,(X)
2230,400.0,400.0,201.0,50.3,84.0,21.0,159.0,39.8,56.0,14.0,22.0,5.5,17.0,4.3,20.0,5.0,11.0,2.8,199.0,49.8,137.0,34.3,34.0,8.5,94.0,23.5,87.0,21.8,2.28,(X),2.77,(X)
2240,2163.0,2163.0,1476.0,68.2,652.0,30.1,1216.0,56.2,525.0,24.3,98.0,4.5,48.0,2.2,162.0,7.5,79.0,3.7,687.0,31.8,575.0,26.6,200.0,9.2,719.0,33.2,679.0,31.4,3.03,(X),3.72,(X)
2261,3093.0,3093.0,1867.0,60.4,789.0,25.5,1554.0,50.2,606.0,19.6,111.0,3.6,48.0,1.6,202.0,6.5,135.0,4.4,1226.0,39.6,1012.0,32.7,186.0,6.0,822.0,26.6,705.0,22.8,2.93,(X),3.72,(X)
2275,1074.0,1074.0,650.0,60.5,215.0,20.0,512.0,47.7,130.0,12.1,50.0,4.7,33.0,3.1,88.0,8.2,52.0,4.8,424.0,39.5,327.0,30.4,145.0,13.5,253.0,23.6,382.0,35.6,2.26,(X),2.81,(X)
2282,232.0,232.0,136.0,58.6,66.0,28.4,98.0,42.2,40.0,17.2,17.0,7.3,10.0,4.3,21.0,9.1,16.0,6.9,96.0,41.4,86.0,37.1,28.0,12.1,71.0,30.6,64.0,27.6,2.69,(X),3.58,(X)
2290,1906.0,1906.0,1151.0,60.4,526.0,27.6,604.0,31.7,235.0,12.3,204.0,10.7,117.0,6.1,343.0,18.0,174.0,9.1,755.0,39.6,633.0,33.2,219.0,11.5,675.0,35.4,536.0,28.1,2.68,(X),3.46,(X)
4001,20395.0,20395.0,13759.0,67.5,4656.0,22.8,8096.0,39.7,2433.0,11.9,1493.0,7.3,554.0,2.7,4170.0,20.4,1669.0,8.2,6636.0,32.5,5984.0,29.3,2446.0,12.0,6509.0,31.9,7183.0,35.2,3.44,(X),4.43,(X)
4003,49250.0,49250.0,32319.0,65.6,12129.0,24.6,24337.0,49.4,7949.0,16.1,2289.0,4.6,1021.0,2.1,5693.0,11.6,3159.0,6.4,16931.0,34.4,14586.0,29.6,7234.0,14.7,14243.0,28.9,19305.0,39.2,2.38,(X),2.94,(X)
4005,47276.0,47276.0,29278.0,61.9,10709.0,22.7,20881.0,44.2,7177.0,15.2,2587.0,5.5,1077.0,2.3,5810.0,12.3,2455.0,5.2,17998.0,38.1,11830.0,25.0,3667.0,7.8,13139.0,27.8,11654.0,24.7,2.68,(X),3.29,(X)
4007,21708.0,21708.0,13715.0,63.2,4180.0,19.3,9990.0,46.0,2436.0,11.2,1130.0,5.2,519.0,2.4,2595.0,12.0,1225.0,5.6,7993.0,36.8,6767.0,31.2,3696.0,17.0,5314.0,24.5,10223.0,47.1,2.42,(X),3.01,(X)
4009,10782.0,10782.0,7604.0,70.5,3545.0,32.9,5558.0,51.5,2390.0,22.2,536.0,5.0,268.0,2.5,1510.0,14.0,887.0,8.2,3178.0,29.5,2709.0,25.1,1178.0,10.9,4201.0,39.0,3370.0,31.3,3.12,(X),3.75,(X)
4011,3225.0,3225.0,2379.0,73.8,1041.0,32.3,1670.0,51.8,689.0,21.4,369.0,11.4,189.0,5.9,340.0,10.5,163.0,5.1,846.0,26.2,746.0,23.1,292.0,9.1,1219.0,37.8,833.0,25.8,2.92,(X),3.42,(X)
4012,8912.0,8912.0,5303.0,59.5,1304.0,14.6,4010.0,45.0,670.0,7.5,434.0,4.9,217.0,2.4,859.0,9.6,417.0,4.7,3609.0,40.5,2937.0,33.0,1727.0,19.4,1637.0,18.4,4945.0,55.5,2.3,(X),2.87,(X)
4013,1520767.0,1520767.0,996345.0,65.5,443004.0,29.1,722647.0,47.5,296874.0,19.5,86353.0,5.7,43341.0,2.8,187345.0,12.3,102789.0,6.8,524422.0,34.5,407270.0,26.8,146495.0,9.6,497651.0,32.7,420977.0,27.7,2.76,(X),3.39,(X)
4015,85485.0,85485.0,54107.0,63.3,15142.0,17.7,40709.0,47.6,8598.0,10.1,4381.0,5.1,2194.0,2.6,9017.0,10.5,4350.0,5.1,31378.0,36.7,24932.0,29.2,13325.0,15.6,18411.0,21.5,40415.0,47.3,2.37,(X),2.88,(X)
4017,34407.0,34407.0,23917.0,69.5,8952.0,26.0,15945.0,46.3,5293.0,15.4,1926.0,5.6,720.0,2.1,6046.0,17.6,2939.0,8.5,10490.0,30.5,8930.0,26.0,3963.0,11.5,11820.0,34.4,12717.0,37.0,3.08,(X),3.76,(X)
4019,400907.0,400907.0,246861.0,61.6,97019.0,24.2,174763.0,43.6,59517.0,14.8,20808.0,5.2,9471.0,2.4,51290.0,12.8,28031.0,7.0,154046.0,38.4,121700.0,30.4,48284.0,12.0,110478.0,27.6,132747.0,33.1,2.47,(X),3.1,(X)
4021,137286.0,137286.0,95847.0,69.8,36132.0,26.3,73557.0,53.6,24731.0,18.0,7273.0,5.3,3559.0,2.6,15017.0,10.9,7842.0,5.7,41439.0,30.2,34725.0,25.3,15625.0,11.4,42588.0,31.0,52479.0,38.2,2.86,(X),3.44,(X)
4023,15430.0,15430.0,11626.0,75.3,5263.0,34.1,8003.0,51.9,3287.0,21.3,1081.0,7.0,542.0,3.5,2542.0,16.5,1434.0,9.3,3804.0,24.7,3303.0,21.4,1678.0,10.9,6113.0,39.6,5509.0,35.7,2.99,(X),3.52,(X)
4025,96007.0,96007.0,60712.0,63.2,16306.0,17.0,49386.0,51.4,11239.0,11.7,3428.0,3.6,1530.0,1.6,7898.0,8.2,3537.0,3.7,35295.0,36.8,28697.0,29.9,16352.0,17.0,19121.0,19.9,45857.0,47.8,2.29,(X),2.79,(X)
4027,72463.0,72463.0,54354.0,75.0,24361.0,33.6,40581.0,56.0,16811.0,23.2,4166.0,5.7,2126.0,2.9,9607.0,13.3,5424.0,7.5,18109.0,25.0,14486.0,20.0,7513.0,10.4,28416.0,39.2,25322.0,34.9,2.79,(X),3.25,(X)
5001,7682.0,7682.0,4727.0,61.5,1857.0,24.2,3331.0,43.4,1029.0,13.4,353.0,4.6,201.0,2.6,1043.0,13.6,627.0,8.2,2955.0,38.5,2521.0,32.8,1035.0,13.5,2252.0,29.3,2392.0,31.1,2.33,(X),2.96,(X)
5003,7915.0,7915.0,5432.0,68.6,1976.0,25.0,4107.0,51.9,1319.0,16.7,284.0,3.6,71.0,0.9,1041.0,13.2,586.0,7.4,2483.0,31.4,2235.0,28.2,1071.0,13.5,2413.0,30.5,2826.0,35.7,2.57,(X),3.18,(X)
5005,18370.0,18370.0,12104.0,65.9,3466.0,18.9,9955.0,54.2,2494.0,13.6,592.0,3.2,222.0,1.2,1557.0,8.5,750.0,4.1,6266.0,34.1,5463.0,29.7,3102.0,16.9,4023.0,21.9,8724.0,47.5,2.22,(X),2.68,(X)
5007,94333.0,94333.0,68778.0,72.9,33529.0,35.5,55774.0,59.1,26147.0,27.7,3537.0,3.7,1986.0,2.1,9467.0,10.0,5396.0,5.7,25555.0,27.1,20426.0,21.7,7653.0,8.1,36335.0,38.5,22941.0,24.3,2.72,(X),3.19,(X)
5009,14870.0,14870.0,10351.0,69.6,3890.0,26.2,8141.0,54.7,2749.0,18.5,783.0,5.3,462.0,3.1,1427.0,9.6,679.0,4.6,4519.0,30.4,3988.0,26.8,2038.0,13.7,4527.0,30.4,5093.0,34.3,2.47,(X),2.97,(X)
5011,4537.0,4537.0,2909.0,64.1,1175.0,25.9,2110.0,46.5,688.0,15.2,157.0,3.5,134.0,3.0,642.0,14.2,353.0,7.8,1628.0,35.9,1394.0,30.7,542.0,11.9,1373.0,30.3,1327.0,29.2,2.37,(X),2.96,(X)
5013,1936.0,1936.0,1364.0,70.5,379.0,19.6,1001.0,51.7,238.0,12.3,152.0,7.9,52.0,2.7,211.0,10.9,89.0,4.6,572.0,29.5,556.0,28.7,261.0,13.5,457.0,23.6,764.0,39.5,2.61,(X),3.16,(X)
5015,11161.0,11161.0,7337.0,65.7,2502.0,22.4,6106.0,54.7,1962.0,17.6,355.0,3.2,156.0,1.4,876.0,7.8,384.0,3.4,3824.0,34.3,3326.0,29.8,1569.0,14.1,2936.0,26.3,4299.0,38.5,2.47,(X),3.11,(X)
5017,4308.0,4308.0,2836.0,65.8,1113.0,25.8,1696.0,39.4,516.0,12.0,273.0,6.3,110.0,2.6,867.0,20.1,487.0,11.3,1472.0,34.2,1401.0,32.5,667.0,15.5,1387.0,32.2,1542.0,35.8,2.35,(X),2.96,(X)
5019,8505.0,8505.0,5359.0,63.0,2143.0,25.2,3909.0,46.0,1232.0,14.5,291.0,3.4,158.0,1.9,1159.0,13.6,753.0,8.9,3146.0,37.0,2609.0,30.7,1123.0,13.2,2397.0,28.2,2576.0,30.3,2.31,(X),2.87,(X)
5021,6441.0,6441.0,4099.0,63.6,1686.0,26.2,2962.0,46.0,921.0,14.3,373.0,5.8,253.0,3.9,764.0,11.9,512.0,7.9,2342.0,36.4,2056.0,31.9,1114.0,17.3,1944.0,30.2,2379.0,36.9,2.32,(X),2.89,(X)
5023,10731.0,10731.0,7266.0,67.7,2405.0,22.4,5834.0,54.4,1671.0,15.6,463.0,4.3,230.0,2.1,969.0,9.0,504.0,4.7,3465.0,32.3,3037.0,28.3,1556.0,14.5,2796.0,26.1,4370.0,40.7,2.32,(X),2.8,(X)
5025,3292.0,3292.0,2294.0,69.7,898.0,27.3,1772.0,53.8,581.0,17.6,87.0,2.6,35.0,1.1,435.0,13.2,282.0,8.6,998.0,30.3,953.0,28.9,391.0,11.9,1037.0,31.5,1071.0,32.5,2.47,(X),3.01,(X)
5027,8962.0,8962.0,5759.0,64.3,2324.0,25.9,3943.0,44.0,1365.0,15.2,346.0,3.9,218.0,2.4,1470.0,16.4,741.0,8.3,3203.0,35.7,2750.0,30.7,1446.0,16.1,2820.0,31.5,2892.0,32.3,2.47,(X),3.07,(X)
5029,8475.0,8475.0,5649.0,66.7,2026.0,23.9,4077.0,48.1,1282.0,15.1,411.0,4.8,211.0,2.5,1161.0,13.7,533.0,6.3,2826.0,33.3,2548.0,30.1,1265.0,14.9,2226.0,26.3,2843.0,33.5,2.44,(X),3.02,(X)
5031,40800.0,40800.0,26481.0,64.9,12685.0,31.1,17997.0,44.1,7368.0,18.1,2250.0,5.5,1397.0,3.4,6234.0,15.3,3920.0,9.6,14319.0,35.1,11528.0,28.3,4012.0,9.8,14367.0,35.2,9987.0,24.5,2.5,(X),3.04,(X)
5033,23701.0,23701.0,17328.0,73.1,6628.0,28.0,13356.0,56.4,4553.0,19.2,1086.0,4.6,507.0,2.1,2886.0,12.2,1568.0,6.6,6373.0,26.9,5585.0,23.6,2404.0,10.1,7897.0,33.3,7062.0,29.8,2.61,(X),3.08,(X)
5035,18756.0,18756.0,12027.0,64.1,5480.0,29.2,7045.0,37.6,2689.0,14.3,833.0,4.4,286.0,1.5,4149.0,22.1,2505.0,13.4,6729.0,35.9,5527.0,29.5,2068.0,11.0,6459.0,34.4,4864.0,25.9,2.58,(X),3.24,(X)
5037,6694.0,6694.0,4679.0,69.9,1939.0,29.0,3284.0,49.1,1218.0,18.2,310.0,4.6,159.0,2.4,1085.0,16.2,562.0,8.4,2015.0,30.1,1665.0,24.9,784.0,11.7,2333.0,34.9,2239.0,33.4,2.51,(X),3.0,(X)
5039,3033.0,3033.0,1913.0,63.1,660.0,21.8,1255.0,41.4,350.0,11.5,126.0,4.2,67.0,2.2,532.0,17.5,243.0,8.0,1120.0,36.9,1059.0,34.9,518.0,17.1,774.0,25.5,1150.0,37.9,2.22,(X),2.78,(X)
5041,5111.0,5111.0,3339.0,65.3,1320.0,25.8,2135.0,41.8,751.0,14.7,261.0,5.1,74.0,1.4,943.0,18.5,495.0,9.7,1772.0,34.7,1596.0,31.2,595.0,11.6,1731.0,33.9,1546.0,30.2,2.31,(X),2.87,(X)
5043,7018.0,7018.0,4474.0,63.8,1811.0,25.8,3415.0,48.7,1222.0,17.4,200.0,2.8,61.0,0.9,859.0,12.2,528.0,7.5,2544.0,36.2,1930.0,27.5,771.0,11.0,2015.0,28.7,2150.0,30.6,2.49,(X),3.06,(X)
5045,44095.0,44095.0,28494.0,64.6,12679.0,28.8,21867.0,49.6,9301.0,21.1,1669.0,3.8,717.0,1.6,4958.0,11.2,2661.0,6.0,15601.0,35.4,12022.0,27.3,3667.0,8.3,14143.0,32.1,9943.0,22.5,2.67,(X),3.26,(X)
5047,6800.0,6800.0,4699.0,69.1,1799.0,26.5,3729.0,54.8,1443.0,21.2,370.0,5.4,154.0,2.3,600.0,8.8,202.0,3.0,2101.0,30.9,1866.0,27.4,858.0,12.6,1983.0,29.2,2277.0,33.5,2.56,(X),3.14,(X)
5049,5000.0,5000.0,3520.0,70.4,986.0,19.7,2724.0,54.5,668.0,13.4,143.0,2.9,55.0,1.1,653.0,13.1,263.0,5.3,1480.0,29.6,1239.0,24.8,736.0,14.7,1279.0,25.6,2216.0,44.3,2.39,(X),2.81,(X)
5051,39894.0,39894.0,25362.0,63.6,8920.0,22.4,18471.0,46.3,5021.0,12.6,1621.0,4.1,901.0,2.3,5270.0,13.2,2998.0,7.5,14532.0,36.4,12122.0,30.4,6168.0,15.5,10341.0,25.9,15296.0,38.3,2.41,(X),2.99,(X)
5053,6780.0,6780.0,5094.0,75.1,1864.0,27.5,3863.0,57.0,1302.0,19.2,341.0,5.0,216.0,3.2,890.0,13.1,346.0,5.1,1686.0,24.9,1520.0,22.4,611.0,9.0,2258.0,33.3,2156.0,31.8,2.64,(X),3.05,(X)
5055,16879.0,16879.0,12104.0,71.7,4992.0,29.6,9051.0,53.6,3414.0,20.2,836.0,5.0,511.0,3.0,2217.0,13.1,1067.0,6.3,4775.0,28.3,3865.0,22.9,1703.0,10.1,5956.0,35.3,4770.0,28.3,2.6,(X),3.04,(X)
5057,7971.0,7971.0,5543.0,69.5,2386.0,29.9,3863.0,48.5,1293.0,16.2,432.0,5.4,271.0,3.4,1248.0,15.7,822.0,10.3,2428.0,30.5,2188.0,27.4,884.0,11.1,2808.0,35.2,2560.0,32.1,2.72,(X),3.32,(X)
5059,12377.0,12377.0,8874.0,71.7,3117.0,25.2,6895.0,55.7,2042.0,16.5,486.0,3.9,279.0,2.3,1493.0,12.1,796.0,6.4,3503.0,28.3,3038.0,24.5,1335.0,10.8,3863.0,31.2,3946.0,31.9,2.54,(X),2.99,(X)
5061,5096.0,5096.0,3393.0,66.6,1463.0,28.7,2453.0,48.1,852.0,16.7,191.0,3.7,89.0,1.7,749.0,14.7,522.0,10.2,1703.0,33.4,1605.0,31.5,745.0,14.6,1587.0,31.1,1608.0,31.6,2.59,(X),3.29,(X)
5063,14268.0,14268.0,9977.0,69.9,4150.0,29.1,7517.0,52.7,2765.0,19.4,883.0,6.2,662.0,4.6,1577.0,11.1,723.0,5.1,4291.0,30.1,3731.0,26.1,1581.0,11.1,4955.0,34.7,4313.0,30.2,2.54,(X),3.02,(X)
5065,5049.0,5049.0,3398.0,67.3,1030.0,20.4,2850.0,56.4,847.0,16.8,209.0,4.1,43.0,0.9,339.0,6.7,140.0,2.8,1651.0,32.7,1493.0,29.6,742.0,14.7,1154.0,22.9,2141.0,42.4,2.5,(X),3.11,(X)
5067,6095.0,6095.0,3622.0,59.4,1325.0,21.7,2437.0,40.0,811.0,13.3,280.0,4.6,147.0,2.4,905.0,14.8,367.0,6.0,2473.0,40.6,2219.0,36.4,1011.0,16.6,1698.0,27.9,2176.0,35.7,2.33,(X),3.08,(X)
5069,26977.0,26977.0,16316.0,60.5,6038.0,22.4,10194.0,37.8,3034.0,11.2,1228.0,4.6,371.0,1.4,4894.0,18.1,2633.0,9.8,10661.0,39.5,9507.0,35.2,3456.0,12.8,7420.0,27.5,8207.0,30.4,2.39,(X),3.14,(X)
5071,9800.0,9800.0,6821.0,69.6,2822.0,28.8,5190.0,53.0,1954.0,19.9,420.0,4.3,210.0,2.1,1211.0,12.4,658.0,6.7,2979.0,30.4,2625.0,26.8,1206.0,12.3,3224.0,32.9,3006.0,30.7,2.6,(X),3.17,(X)
5073,2859.0,2859.0,1816.0,63.5,570.0,19.9,1272.0,44.5,310.0,10.8,110.0,3.8,35.0,1.2,434.0,15.2,225.0,7.9,1043.0,36.5,947.0,33.1,407.0,14.2,682.0,23.9,1102.0,38.5,2.37,(X),2.98,(X)
5075,6531.0,6531.0,4463.0,68.3,1719.0,26.3,3388.0,51.9,1225.0,18.8,390.0,6.0,182.0,2.8,685.0,10.5,312.0,4.8,2068.0,31.7,1795.0,27.5,896.0,13.7,2056.0,31.5,2150.0,32.9,2.47,(X),2.97,(X)
5077,3352.0,3352.0,2111.0,63.0,728.0,21.7,1416.0,42.2,424.0,12.6,102.0,3.0,13.0,0.4,593.0,17.7,291.0,8.7,1241.0,37.0,1108.0,33.1,415.0,12.4,847.0,25.3,1130.0,33.7,2.31,(X),2.97,(X)
5079,3795.0,3795.0,2806.0,73.9,1074.0,28.3,2160.0,56.9,782.0,20.6,133.0,3.5,88.0,2.3,513.0,13.5,204.0,5.4,989.0,26.1,871.0,23.0,388.0,10.2,1241.0,32.7,1339.0,35.3,2.34,(X),2.71,(X)
5081,5440.0,5440.0,3290.0,60.5,1262.0,23.2,2392.0,44.0,813.0,14.9,127.0,2.3,46.0,0.8,771.0,14.2,403.0,7.4,2150.0,39.5,1922.0,35.3,811.0,14.9,1552.0,28.5,1741.0,32.0,2.25,(X),2.92,(X)
5083,8464.0,8464.0,6137.0,72.5,2460.0,29.1,4490.0,53.0,1561.0,18.4,458.0,5.4,262.0,3.1,1189.0,14.0,637.0,7.5,2327.0,27.5,1973.0,23.3,1036.0,12.2,2983.0,35.2,2948.0,34.8,2.5,(X),2.9,(X)
5085,26868.0,26868.0,20173.0,75.1,9195.0,34.2,15202.0,56.6,6499.0,24.2,1647.0,6.1,891.0,3.3,3324.0,12.4,1805.0,6.7,6695.0,24.9,5793.0,21.6,2277.0,8.5,10526.0,39.2,6534.0,24.3,2.66,(X),3.08,(X)
5087,6195.0,6195.0,4501.0,72.7,1475.0,23.8,3599.0,58.1,1097.0,17.7,276.0,4.5,92.0,1.5,626.0,10.1,286.0,4.6,1694.0,27.3,1483.0,23.9,703.0,11.3,1833.0,29.6,2097.0,33.8,2.58,(X),3.05,(X)
5089,6669.0,6669.0,4427.0,66.4,1137.0,17.0,3614.0,54.2,757.0,11.4,189.0,2.8,72.0,1.1,624.0,9.4,308.0,4.6,2242.0,33.6,1978.0,29.7,1014.0,15.2,1342.0,20.1,2919.0,43.8,2.44,(X),3.0,(X)
5091,16748.0,16748.0,11163.0,66.7,4721.0,28.2,7480.0,44.7,2614.0,15.6,712.0,4.3,378.0,2.3,2971.0,17.7,1729.0,10.3,5585.0,33.3,4681.0,27.9,1803.0,10.8,5415.0,32.3,4821.0,28.8,2.53,(X),3.11,(X)
5093,16888.0,16888.0,11153.0,66.0,4558.0,27.0,6724.0,39.8,2050.0,12.1,990.0,5.9,386.0,2.3,3439.0,20.4,2122.0,12.6,5735.0,34.0,4740.0,28.1,1982.0,11.7,5724.0,33.9,4598.0,27.2,2.49,(X),3.04,(X)
5095,3326.0,3326.0,1975.0,59.4,612.0,18.4,1198.0,36.0,200.0,6.0,128.0,3.8,35.0,1.1,649.0,19.5,377.0,11.3,1351.0,40.6,1235.0,37.1,564.0,17.0,746.0,22.4,1217.0,36.6,2.16,(X),2.75,(X)
5097,3761.0,3761.0,2648.0,70.4,707.0,18.8,2098.0,55.8,510.0,13.6,229.0,6.1,56.0,1.5,321.0,8.5,141.0,3.7,1113.0,29.6,1031.0,27.4,623.0,16.6,868.0,23.1,1636.0,43.5,2.35,(X),2.81,(X)
5099,3303.0,3303.0,2174.0,65.8,741.0,22.4,1380.0,41.8,346.0,10.5,166.0,5.0,76.0,2.3,628.0,19.0,319.0,9.7,1129.0,34.2,1020.0,30.9,407.0,12.3,998.0,30.2,1194.0,36.1,2.5,(X),3.18,(X)
5101,2899.0,2899.0,1934.0,66.7,559.0,19.3,1677.0,57.8,441.0,15.2,81.0,2.8,33.0,1.1,176.0,6.1,85.0,2.9,965.0,33.3,865.0,29.8,451.0,15.6,619.0,21.4,1224.0,42.2,2.68,(X),3.42,(X)
5103,10055.0,10055.0,6319.0,62.8,2471.0,24.6,4175.0,41.5,1308.0,13.0,391.0,3.9,163.0,1.6,1753.0,17.4,1000.0,9.9,3736.0,37.2,3443.0,34.2,1337.0,13.3,2929.0,29.1,3192.0,31.7,2.36,(X),3.06,(X)
5105,3708.0,3708.0,2745.0,74.0,835.0,22.5,2139.0,57.7,609.0,16.4,253.0,6.8,97.0,2.6,353.0,9.5,129.0,3.5,963.0,26.0,819.0,22.1,400.0,10.8,1027.0,27.7,1342.0,36.2,2.74,(X),3.22,(X)
5107,7498.0,7498.0,4706.0,62.8,1983.0,26.4,2593.0,34.6,852.0,11.4,302.0,4.0,173.0,2.3,1811.0,24.2,958.0,12.8,2792.0,37.2,2548.0,34.0,968.0,12.9,2336.0,31.2,2453.0,32.7,2.51,(X),3.26,(X)
5109,4299.0,4299.0,2938.0,68.3,1224.0,28.5,2282.0,53.1,858.0,20.0,263.0,6.1,136.0,3.2,393.0,9.1,230.0,5.4,1361.0,31.7,1234.0,28.7,610.0,14.2,1336.0,31.1,1476.0,34.3,2.47,(X),3.05,(X)
5111,9437.0,9437.0,6811.0,72.2,2491.0,26.4,4564.0,48.4,1360.0,14.4,669.0,7.1,276.0,2.9,1578.0,16.7,855.0,9.1,2626.0,27.8,2351.0,24.9,899.0,9.5,3237.0,34.3,2836.0,30.1,2.51,(X),2.91,(X)
5113,8204.0,8204.0,5516.0,67.2,1955.0,23.8,4261.0,51.9,1286.0,15.7,308.0,3.8,139.0,1.7,947.0,11.5,530.0,6.5,2688.0,32.8,2265.0,27.6,1029.0,12.5,2275.0,27.7,3104.0,37.8,2.44,(X),2.96,(X)
5115,22628.0,22628.0,14892.0,65.8,6335.0,28.0,11425.0,50.5,4174.0,18.4,1112.0,4.9,665.0,2.9,2355.0,10.4,1496.0,6.6,7736.0,34.2,6344.0,28.0,2633.0,11.6,7072.0,31.3,6455.0,28.5,2.66,(X),3.26,(X)
5117,3826.0,3826.0,2489.0,65.1,866.0,22.6,1825.0,47.7,581.0,15.2,207.0,5.4,74.0,1.9,457.0,11.9,211.0,5.5,1337.0,34.9,1244.0,32.5,677.0,17.7,1009.0,26.4,1421.0,37.1,2.12,(X),2.63,(X)
5119,157083.0,157083.0,95287.0,60.7,41103.0,26.2,62706.0,39.9,22652.0,14.4,6847.0,4.4,3367.0,2.1,25734.0,16.4,15084.0,9.6,61796.0,39.3,52936.0,33.7,17283.0,11.0,46331.0,29.5,40222.0,25.6,2.46,(X),3.17,(X)
5121,7455.0,7455.0,5033.0,67.5,2104.0,28.2,3573.0,47.9,1271.0,17.0,510.0,6.8,393.0,5.3,950.0,12.7,440.0,5.9,2422.0,32.5,2268.0,30.4,1048.0,14.1,2430.0,32.6,2496.0,33.5,2.31,(X),2.79,(X)
5123,9319.0,9319.0,5726.0,61.4,2047.0,22.0,3400.0,36.5,901.0,9.7,410.0,4.4,156.0,1.7,1916.0,20.6,990.0,10.6,3593.0,38.6,3254.0,34.9,1228.0,13.2,2652.0,28.5,3005.0,32.2,2.45,(X),3.21,(X)
5125,43604.0,43604.0,31386.0,72.0,13122.0,30.1,24448.0,56.1,9302.0,21.3,1783.0,4.1,1054.0,2.4,5155.0,11.8,2766.0,6.3,12218.0,28.0,10503.0,24.1,4399.0,10.1,14809.0,34.0,13447.0,30.8,2.68,(X),3.16,(X)
5127,3855.0,3855.0,2539.0,65.9,865.0,22.4,2019.0,52.4,607.0,15.7,187.0,4.9,100.0,2.6,333.0,8.6,158.0,4.1,1316.0,34.1,1168.0,30.3,462.0,12.0,1032.0,26.8,1353.0,35.1,2.69,(X),3.42,(X)
5129,3271.0,3271.0,2178.0,66.6,726.0,22.2,1839.0,56.2,579.0,17.7,80.0,2.4,40.0,1.2,259.0,7.9,107.0,3.3,1093.0,33.4,951.0,29.1,461.0,14.1,784.0,24.0,1261.0,38.6,2.39,(X),2.92,(X)
