countyFIPS,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force
48483,4200,4200,2651,63.1,2648,63.0,2534,60.3,114,2.7,3,0.1,1549,36.9,2648,2648,(X),4.3,2106,2106,1116,53.0,1116,53.0,1074,51.0,423,423,238,56.3,898,898,612,68.2
48485,105242,105242,64395,61.2,58292,55.4,55188,52.4,3104,2.9,6103,5.8,40847,38.8,58292,58292,(X),5.3,50453,50453,28540,56.6,27879,55.3,26224,52.0,9825,9825,6191,63.0,18058,18058,12503,69.2
48487,10361,10361,6671,64.4,6655,64.2,6395,61.7,260,2.5,16,0.2,3690,35.6,6655,6655,(X),3.9,5257,5257,3150,59.9,3134,59.6,3030,57.6,727,727,674,92.7,1838,1838,1424,77.5
48489,16939,16939,8251,48.7,8251,48.7,6975,41.2,1276,7.5,0,0.0,8688,51.3,8251,8251,(X),15.5,7732,7732,3556,46.0,3556,46.0,3101,40.1,1514,1514,949,62.7,3329,3329,2173,65.3
48491,403616,403616,279485,69.2,278826,69.1,266094,65.9,12732,3.2,659,0.2,124131,30.8,278826,278826,(X),4.6,207643,207643,129796,62.5,129680,62.5,124156,59.8,41286,41286,26150,63.3,93138,93138,67625,72.6
48493,37907,37907,22787,60.1,22661,59.8,21274,56.1,1387,3.7,126,0.3,15120,39.9,22661,22661,(X),6.1,19012,19012,9922,52.2,9836,51.7,9380,49.3,3172,3172,2021,63.7,8089,8089,5527,68.3
48495,5767,5767,3421,59.3,3421,59.3,3273,56.8,148,2.6,0,0.0,2346,40.7,3421,3421,(X),4.3,2861,2861,1244,43.5,1244,43.5,1216,42.5,825,825,352,42.7,1428,1428,810,56.7
48497,50484,50484,30669,60.7,30663,60.7,29107,57.7,1556,3.1,6,0.0,19815,39.3,30663,30663,(X),5.1,25263,25263,13425,53.1,13425,53.1,12536,49.6,4957,4957,3043,61.4,10329,10329,7087,68.6
48499,36277,36277,16929,46.7,16929,46.7,15878,43.8,1051,2.9,0,0.0,19348,53.3,16929,16929,(X),6.2,18360,18360,7925,43.2,7925,43.2,7543,41.1,2334,2334,1169,50.1,5612,5612,3534,63.0
48501,5975,5975,4004,67.0,4004,67.0,3762,63.0,242,4.1,0,0.0,1971,33.0,4004,4004,(X),6.0,2993,2993,1535,51.3,1535,51.3,1391,46.5,961,961,474,49.3,1824,1824,1047,57.4
48503,14211,14211,8315,58.5,8300,58.4,8045,56.6,255,1.8,15,0.1,5896,41.5,8300,8300,(X),3.1,7304,7304,3461,47.4,3461,47.4,3335,45.7,1290,1290,868,67.3,2684,2684,1696,63.2
48505,10012,10012,5657,56.5,5657,56.5,5036,50.3,621,6.2,0,0.0,4355,43.5,5657,5657,(X),11.0,5110,5110,2427,47.5,2427,47.5,2086,40.8,1575,1575,893,56.7,3042,3042,1634,53.7
48507,9010,9010,5013,55.6,5013,55.6,4592,51.0,421,4.7,0,0.0,3997,44.4,5013,5013,(X),8.4,4419,4419,2330,52.7,2330,52.7,2216,50.1,1014,1014,511,50.4,2184,2184,1437,65.8
49001,4592,4592,2845,62.0,2845,62.0,2726,59.4,119,2.6,0,0.0,1747,38.0,2845,2845,(X),4.2,2227,2227,1144,51.4,1144,51.4,1060,47.6,633,633,293,46.3,1390,1390,922,66.3
49003,37796,37796,24038,63.6,24030,63.6,23020,60.9,1010,2.7,8,0.0,13758,36.4,24030,24030,(X),4.2,18861,18861,10084,53.5,10084,53.5,9540,50.6,5654,5654,2791,49.4,11093,11093,6571,59.2
49005,88602,88602,60826,68.7,60738,68.6,59014,66.6,1724,1.9,88,0.1,27776,31.3,60738,60738,(X),2.8,44429,44429,27027,60.8,27027,60.8,26164,58.9,12804,12804,6287,49.1,23950,23950,14234,59.4
49007,15533,15533,9392,60.5,9387,60.4,8868,57.1,519,3.3,5,0.0,6141,39.5,9387,9387,(X),5.5,7892,7892,4253,53.9,4253,53.9,4072,51.6,1568,1568,902,57.5,3538,3538,2354,66.5
49009,495,495,260,52.5,260,52.5,257,51.9,3,0.6,0,0.0,235,47.5,260,260,(X),1.2,171,171,99,57.9,99,57.9,99,57.9,25,25,5,20.0,97,97,46,47.4
49011,240826,240826,166300,69.1,164488,68.3,159157,66.1,5331,2.2,1812,0.8,74526,30.9,164488,164488,(X),3.2,120730,120730,71884,59.5,71599,59.3,69268,57.4,35531,35531,17443,49.1,73922,73922,45113,61.0
49013,13976,13976,8690,62.2,8690,62.2,8117,58.1,573,4.1,0,0.0,5286,37.8,8690,8690,(X),6.6,6830,6830,3584,52.5,3584,52.5,3357,49.2,2320,2320,1072,46.2,4162,4162,2595,62.3
49015,7431,7431,4211,56.7,4211,56.7,4035,54.3,176,2.4,0,0.0,3220,43.3,4211,4211,(X),4.2,3674,3674,1935,52.7,1935,52.7,1884,51.3,852,852,421,49.4,2216,2216,1323,59.7
49017,3968,3968,2301,58.0,2301,58.0,2211,55.7,90,2.3,0,0.0,1667,42.0,2301,2301,(X),3.9,1921,1921,1030,53.6,1030,53.6,999,52.0,369,369,179,48.5,788,788,390,49.5
49019,7889,7889,5372,68.1,5372,68.1,5078,64.4,294,3.7,0,0.0,2517,31.9,5372,5372,(X),5.5,3891,3891,2493,64.1,2493,64.1,2375,61.0,625,625,452,72.3,1261,1261,976,77.4
49021,37089,37089,22661,61.1,22649,61.1,21504,58.0,1145,3.1,12,0.0,14428,38.9,22649,22649,(X),5.1,18722,18722,10201,54.5,10201,54.5,9861,52.7,4829,4829,2175,45.0,9093,9093,5125,56.4
49023,7622,7622,5000,65.6,5000,65.6,4843,63.5,157,2.1,0,0.0,2622,34.4,5000,5000,(X),3.1,3780,3780,2197,58.1,2197,58.1,2124,56.2,1198,1198,628,52.4,2526,2526,1838,72.8
49025,5887,5887,3363,57.1,3363,57.1,3265,55.5,98,1.7,0,0.0,2524,42.9,3363,3363,(X),2.9,2974,2974,1673,56.3,1673,56.3,1640,55.1,518,518,365,70.5,1185,1185,899,75.9
49027,9196,9196,5725,62.3,5723,62.2,5539,60.2,184,2.0,2,0.0,3471,37.7,5723,5723,(X),3.2,4466,4466,2413,54.0,2413,54.0,2301,51.5,1159,1159,528,45.6,2725,2725,1863,68.4
49029,7798,7798,4945,63.4,4945,63.4,4809,61.7,136,1.7,0,0.0,2853,36.6,4945,4945,(X),2.8,3921,3921,2078,53.0,2078,53.0,1979,50.5,1198,1198,604,50.4,2809,2809,1283,45.7
49031,1515,1515,634,41.8,634,41.8,612,40.4,22,1.5,0,0.0,881,58.2,634,634,(X),3.5,710,710,342,48.2,342,48.2,337,47.5,99,99,44,44.4,290,290,170,58.6
49033,1610,1610,766,47.6,766,47.6,766,47.6,0,0.0,0,0.0,844,52.4,766,766,(X),0.0,846,846,390,46.1,390,46.1,390,46.1,213,213,67,31.5,607,607,408,67.2
49035,841676,841676,600122,71.3,599324,71.2,576623,68.5,22701,2.7,798,0.1,241554,28.7,599324,599324,(X),3.8,422087,422087,270060,64.0,269942,64.0,260169,61.6,101892,101892,59049,58.0,197585,197585,132579,67.1
49037,10982,10982,5983,54.5,5983,54.5,5488,50.0,495,4.5,0,0.0,4999,45.5,5983,5983,(X),8.3,5554,5554,2850,51.3,2850,51.3,2620,47.2,1395,1395,734,52.6,3163,3163,2245,71.0
49039,22730,22730,12159,53.5,12118,53.3,11243,49.5,875,3.8,41,0.2,10571,46.5,12118,12118,(X),7.2,10727,10727,5655,52.7,5655,52.7,5167,48.2,2252,2252,1125,50.0,4902,4902,3127,63.8
49041,15465,15465,9365,60.6,9355,60.5,8838,57.1,517,3.3,10,0.1,6100,39.4,9355,9355,(X),5.5,7668,7668,4108,53.6,4108,53.6,3851,50.2,1693,1693,893,52.7,4420,4420,2850,64.5
49043,31408,31408,22681,72.2,22650,72.1,22237,70.8,413,1.3,31,0.1,8727,27.8,22650,22650,(X),1.8,15455,15455,10127,65.5,10127,65.5,9943,64.3,2449,2449,1639,66.9,7689,7689,5523,71.8
49045,45846,45846,31324,68.3,31239,68.1,29272,63.8,1967,4.3,85,0.2,14522,31.7,31239,31239,(X),6.3,22941,22941,13642,59.5,13624,59.4,12834,55.9,6355,6355,3068,48.3,14936,14936,9752,65.3
49047,25385,25385,16230,63.9,16207,63.8,15090,59.4,1117,4.4,23,0.1,9155,36.1,16207,16207,(X),6.9,12541,12541,7010,55.9,7010,55.9,6540,52.1,3969,3969,2196,55.3,7627,7627,4505,59.1
49049,408939,408939,280406,68.6,279962,68.5,269203,65.8,10759,2.6,444,0.1,128533,31.4,279962,279962,(X),3.8,204040,204040,118612,58.1,118605,58.1,113791,55.8,68034,68034,28000,41.2,128792,128792,65922,51.2
49051,21866,21866,15379,70.3,15363,70.3,15195,69.5,168,0.8,16,0.1,6487,29.7,15363,15363,(X),1.1,10772,10772,6914,64.2,6914,64.2,6846,63.6,2828,2828,1729,61.1,6738,6738,4587,68.1
49053,121955,121955,68091,55.8,68050,55.8,65077,53.4,2973,2.4,41,0.0,53864,44.2,68050,68050,(X),4.4,62451,62451,30675,49.1,30646,49.1,29194,46.7,13503,13503,6739,49.9,28678,28678,17363,60.5
49055,2113,2113,1262,59.7,1262,59.7,1248,59.1,14,0.7,0,0.0,851,40.3,1262,1262,(X),1.1,1012,1012,565,55.8,565,55.8,563,55.6,156,156,100,64.1,509,509,390,76.6
49057,184063,184063,124607,67.7,124083,67.4,118705,64.5,5378,2.9,524,0.3,59456,32.3,124083,124083,(X),4.3,91883,91883,55923,60.9,55853,60.8,53630,58.4,22852,22852,14417,63.1,46257,46257,32873,71.1
50001,31312,31312,20943,66.9,20930,66.8,20040,64.0,890,2.8,13,0.0,10369,33.1,20930,20930,(X),4.3,16032,16032,10110,63.1,10110,63.1,9809,61.2,1844,1844,1377,74.7,4373,4373,3617,82.7
50003,29847,29847,18315,61.4,18315,61.4,17534,58.7,781,2.6,0,0.0,11532,38.6,18315,18315,(X),4.3,15580,15580,9101,58.4,9101,58.4,8783,56.4,1941,1941,1674,86.2,4609,4609,3633,78.8
50005,25178,25178,15189,60.3,15188,60.3,14620,58.1,568,2.3,1,0.0,9989,39.7,15188,15188,(X),3.7,12731,12731,7386,58.0,7386,58.0,7218,56.7,1712,1712,1122,65.5,3876,3876,2888,74.5
50007,136335,136335,94800,69.5,94512,69.3,90996,66.7,3516,2.6,288,0.2,41535,30.5,94512,94512,(X),3.7,70246,70246,46196,65.8,46176,65.7,44529,63.4,9084,9084,6427,70.8,19107,19107,14677,76.8
50009,5231,5231,2897,55.4,2897,55.4,2767,52.9,130,2.5,0,0.0,2334,44.6,2897,2897,(X),4.5,2597,2597,1399,53.9,1399,53.9,1332,51.3,319,319,220,69.0,729,729,547,75.0
50011,39347,39347,27238,69.2,27140,69.0,25988,66.0,1152,2.9,98,0.2,12109,30.8,27140,27140,(X),4.2,20021,20021,13228,66.1,13223,66.0,12626,63.1,3365,3365,2598,77.2,7364,7364,6250,84.9
50013,5891,5891,3878,65.8,3874,65.8,3691,62.7,183,3.1,4,0.1,2013,34.2,3874,3874,(X),4.7,2949,2949,1909,64.7,1909,64.7,1842,62.5,344,344,222,64.5,789,789,616,78.1
50015,20700,20700,14187,68.5,14185,68.5,13602,65.7,583,2.8,2,0.0,6513,31.5,14185,14185,(X),4.1,10349,10349,6673,64.5,6673,64.5,6461,62.4,1571,1571,1049,66.8,3456,3456,2529,73.2
50017,24124,24124,16130,66.9,16130,66.9,15404,63.9,726,3.0,0,0.0,7994,33.1,16130,16130,(X),4.5,12304,12304,7675,62.4,7675,62.4,7374,59.9,1659,1659,1196,72.1,3438,3438,2743,79.8
50019,22269,22269,12797,57.5,12783,57.4,12213,54.8,570,2.6,14,0.1,9472,42.5,12783,12783,(X),4.5,11174,11174,6291,56.3,6291,56.3,6073,54.3,1519,1519,1105,72.7,3511,3511,2620,74.6
50021,50137,50137,31406,62.6,31367,62.6,30183,60.2,1184,2.4,39,0.1,18731,37.4,31367,31367,(X),3.8,25670,25670,15567,60.6,15567,60.6,15044,58.6,2987,2987,2146,71.8,7099,7099,5397,76.0
50023,48546,48546,32562,67.1,32498,66.9,31374,64.6,1124,2.3,64,0.1,15984,32.9,32498,32498,(X),3.5,24723,24723,16146,65.3,16140,65.3,15748,63.7,3147,3147,2312,73.5,7534,7534,5760,76.5
50025,36339,36339,23164,63.7,23164,63.7,21908,60.3,1256,3.5,0,0.0,13175,36.3,23164,23164,(X),5.4,18855,18855,11762,62.4,11762,62.4,11173,59.3,2250,2250,1604,71.3,4938,4938,3983,80.7
50027,46467,46467,29662,63.8,29637,63.8,28422,61.2,1215,2.6,25,0.1,16805,36.2,29637,29637,(X),4.1,24016,24016,14914,62.1,14914,62.1,14270,59.4,2985,2985,1781,59.7,6862,6862,5256,76.6
51001,26638,26638,14503,54.4,14422,54.1,13817,51.9,605,2.3,81,0.3,12135,45.6,14422,14422,(X),4.2,13960,13960,6749,48.3,6732,48.2,6423,46.0,1983,1983,1190,60.0,4264,4264,3139,73.6
51003,87026,87026,53848,61.9,53539,61.5,52003,59.8,1536,1.8,309,0.4,33178,38.1,53539,53539,(X),2.9,45996,45996,26791,58.2,26744,58.1,26038,56.6,6639,6639,4558,68.7,14348,14348,10520,73.3
51005,12824,12824,6421,50.1,6412,50.0,6054,47.2,358,2.8,9,0.1,6403,49.9,6412,6412,(X),5.6,6630,6630,2978,44.9,2978,44.9,2790,42.1,798,798,428,53.6,1853,1853,1037,56.0
51007,10402,10402,6419,61.7,6419,61.7,6241,60.0,178,1.7,0,0.0,3983,38.3,6419,6419,(X),2.8,5269,5269,2994,56.8,2994,56.8,2900,55.0,812,812,583,71.8,1869,1869,1239,66.3
51009,26359,26359,15461,58.7,15455,58.6,14513,55.1,942,3.6,6,0.0,10898,41.3,15455,15455,(X),6.1,13896,13896,7762,55.9,7762,55.9,7307,52.6,1915,1915,1366,71.3,3903,3903,3006,77.0
51011,12591,12591,7250,57.6,7238,57.5,6963,55.3,275,2.2,12,0.1,5341,42.4,7238,7238,(X),3.8,6526,6526,3568,54.7,3568,54.7,3453,52.9,981,981,719,73.3,2217,2217,1570,70.8
51013,194843,194843,153292,78.7,150026,77.0,145621,74.7,4405,2.3,3266,1.7,41551,21.3,150026,150026,(X),2.9,98094,98094,72036,73.4,71452,72.8,69543,70.9,15884,15884,11498,72.4,23950,23950,17530,73.2
51015,61981,61981,36653,59.1,36494,58.9,35166,56.7,1328,2.1,159,0.3,25328,40.9,36494,36494,(X),3.6,30545,30545,17199,56.3,17199,56.3,16500,54.0,3974,3974,2600,65.4,9646,9646,6905,71.6
51017,3751,3751,2293,61.1,2293,61.1,2092,55.8,201,5.4,0,0.0,1458,38.9,2293,2293,(X),8.8,1867,1867,1148,61.5,1148,61.5,1018,54.5,194,194,153,78.9,456,456,333,73.0
51019,64309,64309,38623,60.1,38617,60.0,37064,57.6,1553,2.4,6,0.0,25686,39.9,38617,38617,(X),4.0,32800,32800,17921,54.6,17921,54.6,17365,52.9,4291,4291,2887,67.3,10571,10571,8009,75.8
51021,5560,5560,2751,49.5,2751,49.5,2555,46.0,196,3.5,0,0.0,2809,50.5,2751,2751,(X),7.1,2509,2509,1285,51.2,1285,51.2,1207,48.1,324,324,235,72.5,682,682,563,82.6
51023,27518,27518,16506,60.0,16496,59.9,15847,57.6,649,2.4,10,0.0,11012,40.0,16496,16496,(X),3.9,14055,14055,7624,54.2,7624,54.2,7398,52.6,1553,1553,946,60.9,4663,4663,3333,71.5
51025,14188,14188,6916,48.7,6916,48.7,6422,45.3,494,3.5,0,0.0,7272,51.3,6916,6916,(X),7.1,6605,6605,3485,52.8,3485,52.8,3344,50.6,936,936,787,84.1,1685,1685,1243,73.8
51027,18606,18606,6946,37.3,6946,37.3,6383,34.3,563,3.0,0,0.0,11660,62.7,6946,6946,(X),8.1,9242,9242,3009,32.6,3009,32.6,2853,30.9,917,917,516,56.3,2523,2523,1249,49.5
51029,14167,14167,7177,50.7,7163,50.6,6671,47.1,492,3.5,14,0.1,6990,49.3,7163,7163,(X),6.9,6290,6290,3470,55.2,3456,54.9,3216,51.1,816,816,546,66.9,2034,2034,1565,76.9
51031,45515,45515,27981,61.5,27964,61.4,26938,59.2,1026,2.3,17,0.0,17534,38.5,27964,27964,(X),3.7,23667,23667,13319,56.3,13319,56.3,12858,54.3,3246,3246,2139,65.9,7109,7109,5100,71.7
51033,23925,23925,16242,67.9,14481,60.5,13695,57.2,786,3.3,1761,7.4,7683,32.1,14481,14481,(X),5.4,12062,12062,7699,63.8,7476,62.0,7239,60.0,2827,2827,2051,72.6,3840,3840,2980,77.6
51035,24690,24690,13441,54.4,13421,54.4,12952,52.5,469,1.9,20,0.1,11249,45.6,13421,13421,(X),3.5,12452,12452,5936,47.7,5936,47.7,5671,45.5,1639,1639,1080,65.9,3461,3461,2731,78.9
51036,6031,6031,3511,58.2,3491,57.9,3318,55.0,173,2.9,20,0.3,2520,41.8,3491,3491,(X),5.0,3094,3094,1674,54.1,1660,53.7,1613,52.1,281,281,219,77.9,706,706,522,73.9
51037,9838,9838,5340,54.3,5338,54.3,5031,51.1,307,3.1,2,0.0,4498,45.7,5338,5338,(X),5.8,5050,5050,2684,53.1,2684,53.1,2483,49.2,739,739,628,85.0,1675,1675,1117,66.7
51041,267979,267979,183465,68.5,182469,68.1,173467,64.7,9002,3.4,996,0.4,84514,31.5,182469,182469,(X),4.9,141143,141143,89902,63.7,89760,63.6,85230,60.4,24087,24087,17030,70.7,53764,53764,40360,75.1
51043,11814,11814,7463,63.2,7463,63.2,7182,60.8,281,2.4,0,0.0,4351,36.8,7463,7463,(X),3.8,5878,5878,3419,58.2,3419,58.2,3297,56.1,808,808,429,53.1,1926,1926,1487,77.2
51045,4302,4302,2239,52.0,2239,52.0,2207,51.3,32,0.7,0,0.0,2063,48.0,2239,2239,(X),1.4,2277,2277,1041,45.7,1041,45.7,1031,45.3,245,245,179,73.1,619,619,438,70.8
51047,39180,39180,25615,65.4,25527,65.2,24163,61.7,1364,3.5,88,0.2,13565,34.6,25527,25527,(X),5.3,19600,19600,12348,63.0,12348,63.0,11797,60.2,3548,3548,2546,71.8,8246,8246,6199,75.2
51049,8139,8139,5015,61.6,5005,61.5,4656,57.2,349,4.3,10,0.1,3124,38.4,5005,5005,(X),7.0,4222,4222,2409,57.1,2409,57.1,2248,53.2,587,587,344,58.6,1232,1232,731,59.3
51051,12373,12373,4717,38.1,4698,38.0,4433,35.8,265,2.1,19,0.2,7656,61.9,4698,4698,(X),5.6,6122,6122,2182,35.6,2182,35.6,2090,34.1,821,821,423,51.5,1878,1878,831,44.2
51053,23159,23159,14653,63.3,14619,63.1,13594,58.7,1025,4.4,34,0.1,8506,36.7,14619,14619,(X),7.0,11982,11982,7190,60.0,7190,60.0,6684,55.8,1753,1753,956,54.5,3608,3608,2630,72.9
51057,9027,9027,5532,61.3,5511,61.1,5231,57.9,280,3.1,21,0.2,3495,38.7,5511,5511,(X),5.1,4945,4945,2966,60.0,2966,60.0,2813,56.9,667,667,570,85.5,1418,1418,1219,86.0
51059,902918,902918,648649,71.8,638310,70.7,611628,67.7,26682,3.0,10339,1.1,254269,28.2,638310,638310,(X),4.2,459360,459360,299836,65.3,297898,64.9,285161,62.1,87105,87105,57849,66.4,176340,176340,126555,71.8
51061,54822,54822,36905,67.3,36820,67.2,35568,64.9,1252,2.3,85,0.2,17917,32.7,36820,36820,(X),3.4,27970,27970,17182,61.4,17164,61.4,16680,59.6,4700,4700,3165,67.3,11161,11161,7776,69.7
51063,12931,12931,7357,56.9,7340,56.8,7163,55.4,177,1.4,17,0.1,5574,43.1,7340,7340,(X),2.4,6497,6497,3366,51.8,3366,51.8,3337,51.4,685,685,519,75.8,2228,2228,1490,66.9
51065,21630,21630,12999,60.1,12924,59.8,12252,56.6,672,3.1,75,0.3,8631,39.9,12924,12924,(X),5.2,12007,12007,6591,54.9,6516,54.3,6250,52.1,1335,1335,1031,77.2,3618,3618,2845,78.6
51067,46758,46758,26515,56.7,26485,56.6,25156,53.8,1329,2.8,30,0.1,20243,43.3,26485,26485,(X),5.0,24066,24066,12614,52.4,12596,52.3,12002,49.9,3165,3165,2038,64.4,6827,6827,4527,66.3
51069,67840,67840,44641,65.8,44522,65.6,42883,63.2,1639,2.4,119,0.2,23199,34.2,44522,44522,(X),3.7,34419,34419,20996,61.0,20996,61.0,20392,59.2,6001,6001,3790,63.2,12865,12865,9708,75.5
51071,13698,13698,7751,56.6,7750,56.6,7392,54.0,358,2.6,1,0.0,5947,43.4,7750,7750,(X),4.6,6959,6959,3542,50.9,3542,50.9,3379,48.6,864,864,337,39.0,2125,2125,1546,72.8
51073,30749,30749,18501,60.2,18144,59.0,17623,57.3,521,1.7,357,1.2,12248,39.8,18144,18144,(X),2.9,15587,15587,8262,53.0,8234,52.8,8006,51.4,2248,2248,1441,64.1,4973,4973,3573,71.8
51075,18850,18850,11087,58.8,11073,58.7,10715,56.8,358,1.9,14,0.1,7763,41.2,11073,11073,(X),3.2,9680,9680,5287,54.6,5287,54.6,5169,53.4,1003,1003,606,60.4,2870,2870,1952,68.0
51077,13407,13407,6908,51.5,6904,51.5,6457,48.2,447,3.3,4,0.0,6499,48.5,6904,6904,(X),6.5,6576,6576,3322,50.5,3322,50.5,3177,48.3,781,781,530,67.9,1678,1678,1166,69.5
51079,15221,15221,10416,68.4,10342,67.9,9820,64.5,522,3.4,74,0.5,4805,31.6,10342,10342,(X),5.0,7875,7875,5167,65.6,5167,65.6,4879,62.0,1213,1213,839,69.2,3277,3277,2394,73.1
51081,9925,9925,4222,42.5,4222,42.5,3943,39.7,279,2.8,0,0.0,5703,57.5,4222,4222,(X),6.6,3507,3507,1977,56.4,1977,56.4,1869,53.3,563,563,502,89.2,1185,1185,978,82.5
51083,28516,28516,15373,53.9,15352,53.8,14700,51.6,652,2.3,21,0.1,13143,46.1,15352,15352,(X),4.2,15091,15091,7555,50.1,7555,50.1,7289,48.3,1837,1837,1187,64.6,4940,4940,3585,72.6
51085,84111,84111,56754,67.5,56681,67.4,54987,65.4,1694,2.0,73,0.1,27357,32.5,56681,56681,(X),3.0,43514,43514,27686,63.6,27666,63.6,26920,61.9,6193,6193,4246,68.6,16315,16315,12637,77.5
51087,259041,259041,180816,69.8,180541,69.7,171012,66.0,9529,3.7,275,0.1,78225,30.2,180541,180541,(X),5.3,139102,139102,90943,65.4,90865,65.3,86120,61.9,22927,22927,16801,73.3,49089,49089,38137,77.7
51089,42689,42689,21890,51.3,21890,51.3,20064,47.0,1826,4.3,0,0.0,20799,48.7,21890,21890,(X),8.3,22334,22334,10574,47.3,10574,47.3,9777,43.8,2957,2957,2095,70.8,6565,6565,4391,66.9
51091,1943,1943,898,46.2,898,46.2,893,46.0,5,0.3,0,0.0,1045,53.8,898,898,(X),0.6,975,975,426,43.7,426,43.7,426,43.7,89,89,56,62.9,150,150,75,50.0
51093,29672,29672,19149,64.5,18918,63.8,17425,58.7,1493,5.0,231,0.8,10523,35.5,18918,18918,(X),7.9,15365,15365,8966,58.4,8926,58.1,8246,53.7,2282,2282,1689,74.0,5009,5009,3579,71.5
51095,60977,60977,35514,58.2,34852,57.2,33444,54.8,1408,2.3,662,1.1,25463,41.8,34852,34852,(X),4.0,31924,31924,17063,53.4,16890,52.9,16095,50.4,4225,4225,2593,61.4,10377,10377,7820,75.4
51097,5878,5878,3275,55.7,3275,55.7,3081,52.4,194,3.3,0,0.0,2603,44.3,3275,3275,(X),5.9,2969,2969,1407,47.4,1407,47.4,1228,41.4,362,362,116,32.0,892,892,729,81.7
51099,20090,20090,13808,68.7,13399,66.7,12863,64.0,536,2.7,409,2.0,6282,31.3,13399,13399,(X),4.0,9998,9998,6117,61.2,6060,60.6,5805,58.1,1953,1953,1091,55.9,4363,4363,3331,76.3
51101,13130,13130,8545,65.1,8545,65.1,8292,63.2,253,1.9,0,0.0,4585,34.9,8545,8545,(X),3.0,6754,6754,4096,60.6,4096,60.6,4039,59.8,1200,1200,929,77.4,2478,2478,1792,72.3
51103,9399,9399,4492,47.8,4492,47.8,4338,46.2,154,1.6,0,0.0,4907,52.2,4492,4492,(X),3.4,5069,5069,2100,41.4,2100,41.4,2046,40.4,530,530,304,57.4,943,943,736,78.0
51105,20152,20152,8365,41.5,8335,41.4,7474,37.1,861,4.3,30,0.1,11787,58.5,8335,8335,(X),10.3,9630,9630,3903,40.5,3903,40.5,3580,37.2,1286,1286,892,69.4,2910,2910,1444,49.6
51107,286061,286061,216855,75.8,215393,75.3,207877,72.7,7516,2.6,1462,0.5,69206,24.2,215393,215393,(X),3.5,145549,145549,99864,68.6,99698,68.5,95975,65.9,33809,33809,22317,66.0,74270,74270,54544,73.4
51109,28813,28813,17577,61.0,17577,61.0,16475,57.2,1102,3.8,0,0.0,11236,39.0,17577,17577,(X),6.3,14633,14633,8085,55.3,8085,55.3,7605,52.0,2225,2225,1662,74.7,4504,4504,3037,67.4
