countyFIPS,Estimate!!RELATIONSHIP!!Population in households,Percent Estimate!!RELATIONSHIP!!Population in households,Estimate!!RELATIONSHIP!!Population in households!!Householder,Percent Estimate!!RELATIONSHIP!!Population in households!!Householder,Estimate!!RELATIONSHIP!!Population in households!!Spouse,Percent Estimate!!RELATIONSHIP!!Population in households!!Spouse,Estimate!!RELATIONSHIP!!Population in households!!Child,Percent Estimate!!RELATIONSHIP!!Population in households!!Child,Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Percent Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,Percent Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner,Percent Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner
8049,14772.0,14772.0,5823.0,39.4,2968.0,20.1,3237.0,21.9,984.0,6.7,1760.0,11.9,427.0,2.9
8051,15641.0,15641.0,6643.0,42.5,2798.0,17.9,3386.0,21.6,524.0,3.4,2290.0,14.6,490.0,3.1
8053,875.0,875.0,387.0,44.2,264.0,30.2,157.0,17.9,32.0,3.7,35.0,4.0,2.0,0.2
8055,6400.0,6400.0,3282.0,51.3,1485.0,23.2,1058.0,16.5,337.0,5.3,238.0,3.7,149.0,2.3
8057,1286.0,1286.0,575.0,44.7,330.0,25.7,299.0,23.3,32.0,2.5,50.0,3.9,38.0,3.0
8059,561648.0,561648.0,230153.0,41.0,117783.0,21.0,148683.0,26.5,26042.0,4.6,38987.0,6.9,14476.0,2.6
8061,1419.0,1419.0,593.0,41.8,283.0,19.9,418.0,29.5,86.0,6.1,39.0,2.7,26.0,1.8
8063,6994.0,6994.0,2977.0,42.6,1663.0,23.8,1962.0,28.1,100.0,1.4,292.0,4.2,228.0,3.3
8065,7441.0,7441.0,3353.0,45.1,1538.0,20.7,1601.0,21.5,214.0,2.9,735.0,9.9,327.0,4.4
8067,53213.0,53213.0,21793.0,41.0,11010.0,20.7,13224.0,24.9,2269.0,4.3,4917.0,9.2,1066.0,2.0
8069,328569.0,328569.0,133527.0,40.6,67363.0,20.5,80867.0,24.6,12745.0,3.9,34067.0,10.4,10628.0,3.2
8071,13357.0,13357.0,6477.0,48.5,3001.0,22.5,2549.0,19.1,527.0,3.9,803.0,6.0,459.0,3.4
8073,3545.0,3545.0,1520.0,42.9,764.0,21.6,1069.0,30.2,106.0,3.0,86.0,2.4,58.0,1.6
8075,20640.0,20640.0,8183.0,39.6,3855.0,18.7,6302.0,30.5,971.0,4.7,1329.0,6.4,405.0,2.0
8077,146505.0,146505.0,61033.0,41.7,28722.0,19.6,38882.0,26.5,7323.0,5.0,10545.0,7.2,2528.0,1.7
8079,803.0,803.0,375.0,46.7,242.0,30.1,111.0,13.8,0.0,0.0,75.0,9.3,18.0,2.2
8081,12908.0,12908.0,5210.0,40.4,2659.0,20.6,3854.0,29.9,556.0,4.3,629.0,4.9,347.0,2.7
8083,25644.0,25644.0,10615.0,41.4,5323.0,20.8,6958.0,27.1,1328.0,5.2,1420.0,5.5,506.0,2.0
8085,40751.0,40751.0,17125.0,42.0,9252.0,22.7,10324.0,25.3,2386.0,5.9,1664.0,4.1,711.0,1.7
8087,27856.0,27856.0,10785.0,38.7,5576.0,20.0,8162.0,29.3,1850.0,6.6,1483.0,5.3,581.0,2.1
8089,17846.0,17846.0,7691.0,43.1,3461.0,19.4,5017.0,28.1,1017.0,5.7,660.0,3.7,357.0,2.0
8091,4722.0,4722.0,2194.0,46.5,1128.0,23.9,870.0,18.4,132.0,2.8,398.0,8.4,136.0,2.9
8093,17266.0,17266.0,7119.0,41.2,4226.0,24.5,4095.0,23.7,744.0,4.3,1082.0,6.3,376.0,2.2
8095,4239.0,4239.0,1668.0,39.3,903.0,21.3,1315.0,31.0,216.0,5.1,137.0,3.2,54.0,1.3
8097,17780.0,17780.0,7018.0,39.5,2651.0,14.9,3936.0,22.1,730.0,4.1,3445.0,19.4,409.0,2.3
8099,11673.0,11673.0,4963.0,42.5,2338.0,20.0,3375.0,28.9,474.0,4.1,523.0,4.5,355.0,3.0
8101,160322.0,160322.0,63762.0,39.8,28248.0,17.6,46667.0,29.1,11788.0,7.4,9857.0,6.1,3899.0,2.4
8103,6113.0,6113.0,2403.0,39.3,1337.0,21.9,1805.0,29.5,339.0,5.5,229.0,3.7,86.0,1.4
8105,11147.0,11147.0,4504.0,40.4,2236.0,20.1,3253.0,29.2,624.0,5.6,530.0,4.8,161.0,1.4
8107,24472.0,24472.0,9552.0,39.0,5139.0,21.0,5719.0,23.4,697.0,2.8,3365.0,13.8,473.0,1.9
8109,6451.0,6451.0,2645.0,41.0,1248.0,19.3,1888.0,29.3,407.0,6.3,263.0,4.1,98.0,1.5
8111,544.0,544.0,266.0,48.9,113.0,20.8,78.0,14.3,27.0,5.0,60.0,11.0,19.0,3.5
8113,7942.0,7942.0,3441.0,43.3,1531.0,19.3,1680.0,21.2,230.0,2.9,1060.0,13.3,106.0,1.3
8115,2307.0,2307.0,1017.0,44.1,492.0,21.3,589.0,25.5,89.0,3.9,120.0,5.2,64.0,2.8
8117,30030.0,30030.0,9707.0,32.3,4693.0,15.6,5954.0,19.8,1659.0,5.5,8017.0,26.7,575.0,1.9
8119,23979.0,23979.0,10183.0,42.5,5888.0,24.6,5405.0,22.5,1287.0,5.4,1216.0,5.1,532.0,2.2
8121,4545.0,4545.0,2030.0,44.7,1118.0,24.6,1076.0,23.7,101.0,2.2,220.0,4.8,155.0,3.4
8123,288639.0,288639.0,102101.0,35.4,59400.0,20.6,91533.0,31.7,19099.0,6.6,16506.0,5.7,4849.0,1.7
8125,9949.0,9949.0,4051.0,40.7,2233.0,22.4,2967.0,29.8,265.0,2.7,433.0,4.4,196.0,2.0
9001,926223.0,926223.0,340491.0,36.8,181856.0,19.6,297435.0,32.1,57801.0,6.2,48640.0,5.3,17363.0,1.9
9003,869055.0,869055.0,349064.0,40.2,159494.0,18.4,263460.0,30.3,50811.0,5.8,46226.0,5.3,21090.0,2.4
9005,179958.0,179958.0,73987.0,41.1,39091.0,21.7,49610.0,27.6,7888.0,4.4,9382.0,5.2,4846.0,2.7
9007,157368.0,157368.0,66892.0,42.5,34220.0,21.7,41199.0,26.2,6334.0,4.0,8723.0,5.5,4550.0,2.9
9009,830620.0,830620.0,329857.0,39.7,144380.0,17.4,254915.0,30.7,54428.0,6.6,47040.0,5.7,19782.0,2.4
9011,256542.0,256542.0,107402.0,41.9,50846.0,19.8,71008.0,27.7,12949.0,5.0,14337.0,5.6,7090.0,2.8
9013,135732.0,135732.0,55232.0,40.7,28921.0,21.3,37164.0,27.4,4722.0,3.5,9693.0,7.1,3967.0,2.9
9015,111164.0,111164.0,44449.0,40.0,21314.0,19.2,31245.0,28.1,7285.0,6.6,6871.0,6.2,3511.0,3.2
10001,169534.0,169534.0,64545.0,38.1,31349.0,18.5,50616.0,29.9,13175.0,7.8,9849.0,5.8,4563.0,2.7
10003,538269.0,538269.0,203855.0,37.9,94830.0,17.6,164944.0,30.6,40594.0,7.5,34046.0,6.3,13097.0,2.4
10005,216641.0,216641.0,89365.0,41.3,47884.0,22.1,54043.0,24.9,13809.0,6.4,11540.0,5.3,5991.0,2.8
11001,644878.0,644878.0,281322.0,43.6,71690.0,11.1,153954.0,23.9,55006.0,8.5,82906.0,12.9,18539.0,2.9
12001,246739.0,246739.0,97048.0,39.3,36876.0,14.9,65694.0,26.6,15982.0,6.5,31139.0,12.6,5952.0,2.4
12003,25174.0,25174.0,8625.0,34.3,4953.0,19.7,7757.0,30.8,2568.0,10.2,1271.0,5.0,669.0,2.7
12005,180247.0,180247.0,70199.0,38.9,33111.0,18.4,51809.0,28.7,14057.0,7.8,11071.0,6.1,4114.0,2.3
12007,23400.0,23400.0,8993.0,38.4,4156.0,17.8,6581.0,28.1,2071.0,8.9,1599.0,6.8,725.0,3.1
12009,570632.0,570632.0,228888.0,40.1,110780.0,19.4,155467.0,27.2,39731.0,7.0,35766.0,6.3,13445.0,2.4
12011,1891871.0,1891871.0,682088.0,36.1,295506.0,15.6,583838.0,30.9,203672.0,10.8,126767.0,6.7,47495.0,2.5
12013,12417.0,12417.0,4556.0,36.7,2124.0,17.1,3941.0,31.7,1319.0,10.6,477.0,3.8,265.0,2.1
12015,173284.0,173284.0,76150.0,43.9,40897.0,23.6,35179.0,20.3,11034.0,6.4,10024.0,5.8,3653.0,2.1
12017,140513.0,140513.0,62762.0,44.7,30451.0,21.7,29177.0,20.8,10363.0,7.4,7760.0,5.5,3708.0,2.6
12019,205924.0,205924.0,73398.0,35.6,42636.0,20.7,64541.0,31.3,15802.0,7.7,9547.0,4.6,3940.0,1.9
12021,359738.0,359738.0,140942.0,39.2,77876.0,21.6,85348.0,23.7,31041.0,8.6,24531.0,6.8,8323.0,2.3
12023,64249.0,64249.0,24985.0,38.9,11359.0,17.7,18054.0,28.1,5498.0,8.6,4353.0,6.8,1735.0,2.7
12027,32880.0,32880.0,11996.0,36.5,6080.0,18.5,9583.0,29.1,3392.0,10.3,1829.0,5.6,580.0,1.8
12029,14874.0,14874.0,6520.0,43.8,3158.0,21.2,3164.0,21.3,1049.0,7.1,983.0,6.6,643.0,4.3
12031,904027.0,904027.0,354387.0,39.2,146472.0,16.2,270305.0,29.9,69512.0,7.7,63351.0,7.0,23067.0,2.6
12033,293526.0,293526.0,118740.0,40.5,48829.0,16.6,82950.0,28.3,23502.0,8.0,19505.0,6.6,6761.0,2.3
12035,106619.0,106619.0,40629.0,38.1,22610.0,21.2,25864.0,24.3,9838.0,9.2,7678.0,7.2,2034.0,1.9
12037,10081.0,10081.0,4297.0,42.6,2068.0,20.5,2304.0,22.9,1018.0,10.1,394.0,3.9,208.0,2.1
12039,42153.0,42153.0,17080.0,40.5,6813.0,16.2,12830.0,30.4,3596.0,8.5,1834.0,4.4,974.0,2.3
12041,16271.0,16271.0,6511.0,40.0,3324.0,20.4,4411.0,27.1,1056.0,6.5,969.0,6.0,452.0,2.8
12043,12004.0,12004.0,4433.0,36.9,2350.0,19.6,3662.0,30.5,920.0,7.7,639.0,5.3,263.0,2.2
12045,13654.0,13654.0,5359.0,39.2,2705.0,19.8,3549.0,26.0,1319.0,9.7,722.0,5.3,200.0,1.5
12047,10953.0,10953.0,4485.0,40.9,2135.0,19.5,3014.0,27.5,872.0,8.0,447.0,4.1,272.0,2.5
12049,25039.0,25039.0,7772.0,31.0,3973.0,15.9,9150.0,36.5,3053.0,12.2,1091.0,4.4,430.0,1.7
12051,38170.0,38170.0,12027.0,31.5,5300.0,13.9,13051.0,34.2,5119.0,13.4,2673.0,7.0,1002.0,2.6
12053,180582.0,180582.0,73541.0,40.7,37584.0,20.8,45500.0,25.2,13050.0,7.2,10907.0,6.0,5046.0,2.8
12055,100274.0,100274.0,41026.0,40.9,21370.0,21.3,24423.0,24.4,7991.0,8.0,5464.0,5.4,1869.0,1.9
12057,1357819.0,1357819.0,516478.0,38.0,227402.0,16.7,400601.0,29.5,112900.0,8.3,100438.0,7.4,38357.0,2.8
12059,17602.0,17602.0,7016.0,39.9,3309.0,18.8,4466.0,25.4,1878.0,10.7,933.0,5.3,358.0,2.0
12061,149413.0,149413.0,57403.0,38.4,29903.0,20.0,37873.0,25.3,14966.0,10.0,9268.0,6.2,2498.0,1.7
12063,40548.0,40548.0,16894.0,41.7,7754.0,19.1,11162.0,27.5,2819.0,7.0,1919.0,4.7,950.0,2.3
12065,11788.0,11788.0,5771.0,49.0,2911.0,24.7,2365.0,20.1,449.0,3.8,292.0,2.5,217.0,1.8
12067,7188.0,7188.0,2095.0,29.1,1186.0,16.5,2253.0,31.3,1182.0,16.4,472.0,6.6,114.0,1.6
12069,331548.0,331548.0,130190.0,39.3,69108.0,20.8,89498.0,27.0,26369.0,8.0,16383.0,4.9,8514.0,2.6
12071,708374.0,708374.0,271861.0,38.4,139110.0,19.6,184580.0,26.1,63660.0,9.0,49163.0,6.9,18920.0,2.7
12073,274084.0,274084.0,112918.0,41.2,42633.0,15.6,69758.0,25.5,14112.0,5.1,34663.0,12.6,7326.0,2.7
12075,39563.0,39563.0,16433.0,41.5,7456.0,18.8,10543.0,26.6,2489.0,6.3,2642.0,6.7,992.0,2.5
12077,6909.0,6909.0,2381.0,34.5,1100.0,15.9,2257.0,32.7,896.0,13.0,275.0,4.0,112.0,1.6
12079,16378.0,16378.0,6682.0,40.8,2933.0,17.9,4851.0,29.6,1239.0,7.6,673.0,4.1,246.0,1.5
12081,369545.0,369545.0,143652.0,38.9,74633.0,20.2,97732.0,26.4,28696.0,7.8,24832.0,6.7,9529.0,2.6
12083,338698.0,338698.0,136514.0,40.3,66121.0,19.5,90713.0,26.8,25315.0,7.5,20035.0,5.9,8054.0,2.4
12085,153673.0,153673.0,63865.0,41.6,31510.0,20.5,38820.0,25.3,10746.0,7.0,8732.0,5.7,3532.0,2.3
12086,2668307.0,2668307.0,870051.0,32.6,376134.0,14.1,861512.0,32.3,393433.0,14.7,167177.0,6.3,56245.0,2.1
12087,74137.0,74137.0,30982.0,41.8,14429.0,19.5,16057.0,21.7,4229.0,5.7,8440.0,11.4,2892.0,3.9
12089,79776.0,79776.0,31241.0,39.2,17972.0,22.5,22106.0,27.7,4937.0,6.2,3520.0,4.4,1857.0,2.3
12091,194936.0,194936.0,77403.0,39.7,38903.0,20.0,55213.0,28.3,11103.0,5.7,12314.0,6.3,4880.0,2.5
12093,37507.0,37507.0,13759.0,36.7,6752.0,18.0,10712.0,28.6,3993.0,10.6,2291.0,6.1,880.0,2.3
12095,1289093.0,1289093.0,458613.0,35.6,205271.0,15.9,400308.0,31.1,118057.0,9.2,106844.0,8.3,34596.0,2.7
12097,336711.0,336711.0,99158.0,29.4,50954.0,15.1,119308.0,35.4,45048.0,13.4,22243.0,6.6,6698.0,2.0
12099,1425793.0,1425793.0,548216.0,38.4,252853.0,17.7,396827.0,27.8,128596.0,9.0,99301.0,7.0,33833.0,2.4
12101,503015.0,503015.0,199227.0,39.6,98771.0,19.6,137276.0,27.3,36430.0,7.2,31311.0,6.2,14219.0,2.8
12103,940268.0,940268.0,407720.0,43.4,167200.0,17.8,229987.0,24.5,65674.0,7.0,69687.0,7.4,29549.0,3.1
12105,655969.0,655969.0,231260.0,35.3,116195.0,17.7,198802.0,30.3,68213.0,10.4,41499.0,6.3,15366.0,2.3
12107,71286.0,71286.0,28264.0,39.6,12345.0,17.3,19437.0,27.3,6483.0,9.1,4757.0,6.7,2155.0,3.0
12109,233087.0,233087.0,86268.0,37.0,52018.0,22.3,68422.0,29.4,12970.0,5.6,13409.0,5.8,3870.0,1.7
12111,302619.0,302619.0,112872.0,37.3,57563.0,19.0,89512.0,29.6,24452.0,8.1,18220.0,6.0,6864.0,2.3
12113,164176.0,164176.0,61345.0,37.4,35973.0,21.9,48374.0,29.5,9878.0,6.0,8606.0,5.2,3654.0,2.2
12115,406434.0,406434.0,180551.0,44.4,89603.0,22.0,85667.0,21.1,23879.0,5.9,26734.0,6.6,10848.0,2.7
12117,451022.0,451022.0,167304.0,37.1,85071.0,18.9,136232.0,30.2,32767.0,7.3,29648.0,6.6,10101.0,2.2
12119,111601.0,111601.0,54636.0,49.0,33350.0,29.9,13343.0,12.0,6318.0,5.7,3954.0,3.5,2075.0,1.9
12121,42342.0,42342.0,15083.0,35.6,7611.0,18.0,12948.0,30.6,4245.0,10.0,2455.0,5.8,913.0,2.2
12123,18193.0,18193.0,7356.0,40.4,3887.0,21.4,4549.0,25.0,1512.0,8.3,889.0,4.9,348.0,1.9
12125,9724.0,9724.0,3892.0,40.0,1912.0,19.7,3042.0,31.3,528.0,5.4,350.0,3.6,152.0,1.6
12127,518008.0,518008.0,212985.0,41.1,96257.0,18.6,132064.0,25.5,39507.0,7.6,37195.0,7.2,14802.0,2.9
12129,28374.0,28374.0,11068.0,39.0,6092.0,21.5,8360.0,29.5,1531.0,5.4,1323.0,4.7,836.0,2.9
12131,63911.0,63911.0,26432.0,41.4,14066.0,22.0,16356.0,25.6,3402.0,5.3,3655.0,5.7,1492.0,2.3
12133,21787.0,21787.0,8484.0,38.9,4054.0,18.6,6060.0,27.8,2139.0,9.8,1050.0,4.8,436.0,2.0
13001,17926.0,17926.0,6682.0,37.3,3610.0,20.1,5530.0,30.8,1338.0,7.5,766.0,4.3,411.0,2.3
13003,8228.0,8228.0,2785.0,33.8,1369.0,16.6,2914.0,35.4,770.0,9.4,390.0,4.7,148.0,1.8
13005,10517.0,10517.0,3966.0,37.7,2039.0,19.4,3327.0,31.6,676.0,6.4,509.0,4.8,294.0,2.8
13007,3186.0,3186.0,1385.0,43.5,606.0,19.0,799.0,25.1,322.0,10.1,74.0,2.3,27.0,0.8
13009,40988.0,40988.0,16122.0,39.3,6308.0,15.4,11278.0,27.5,3699.0,9.0,3581.0,8.7,775.0,1.9
13011,18510.0,18510.0,6603.0,35.7,3965.0,21.4,5793.0,31.3,1647.0,8.9,502.0,2.7,290.0,1.6
13013,76653.0,76653.0,25319.0,33.0,14268.0,18.6,25700.0,33.5,7625.0,9.9,3741.0,4.9,1521.0,2.0
13015,102716.0,102716.0,37351.0,36.4,19951.0,19.4,31629.0,30.8,8277.0,8.1,5508.0,5.4,2197.0,2.1
13017,16829.0,16829.0,6569.0,39.0,2649.0,15.7,5244.0,31.2,1414.0,8.4,953.0,5.7,204.0,1.2
13019,18843.0,18843.0,7322.0,38.9,3528.0,18.7,5561.0,29.5,1576.0,8.4,856.0,4.5,483.0,2.6
13021,147114.0,147114.0,58010.0,39.4,20494.0,13.9,47911.0,32.6,13112.0,8.9,7587.0,5.2,2571.0,1.7
13023,11306.0,11306.0,4168.0,36.9,1997.0,17.7,3726.0,33.0,1108.0,9.8,307.0,2.7,152.0,1.3
13025,18488.0,18488.0,6564.0,35.5,3536.0,19.1,5774.0,31.2,1558.0,8.4,1056.0,5.7,426.0,2.3
13027,15516.0,15516.0,6350.0,40.9,3001.0,19.3,4371.0,28.2,1348.0,8.7,446.0,2.9,236.0,1.5
13029,35798.0,35798.0,12636.0,35.3,7517.0,21.0,12495.0,34.9,1866.0,5.2,1284.0,3.6,591.0,1.7
13031,66642.0,66642.0,26955.0,40.4,11014.0,16.5,17923.0,26.9,3610.0,5.4,7140.0,10.7,1734.0,2.6
13033,22338.0,22338.0,8184.0,36.6,3951.0,17.7,7050.0,31.6,2106.0,9.4,1047.0,4.7,478.0,2.1
13035,20962.0,20962.0,8157.0,38.9,4032.0,19.2,6032.0,28.8,1808.0,8.6,933.0,4.5,764.0,3.6
13037,4533.0,4533.0,1853.0,40.9,642.0,14.2,1321.0,29.1,432.0,9.5,285.0,6.3,174.0,3.8
13039,50936.0,50936.0,19327.0,37.9,10550.0,20.7,15854.0,31.1,2562.0,5.0,2643.0,5.2,988.0,1.9
13043,10566.0,10566.0,3965.0,37.5,1771.0,16.8,3238.0,30.6,1089.0,10.3,503.0,4.8,220.0,2.1
13045,112543.0,112543.0,41150.0,36.6,20979.0,18.6,34577.0,30.7,8650.0,7.7,7187.0,6.4,2908.0,2.6
13047,65730.0,65730.0,24636.0,37.5,14126.0,21.5,19153.0,29.1,4570.0,7.0,3245.0,4.9,1154.0,1.8
13049,11797.0,11797.0,3559.0,30.2,2057.0,17.4,3947.0,33.5,1564.0,13.3,670.0,5.7,157.0,1.3
13051,274733.0,274733.0,108151.0,39.4,44156.0,16.1,79781.0,29.0,21316.0,7.8,21329.0,7.8,7155.0,2.6
13053,7204.0,7204.0,2550.0,35.4,1469.0,20.4,2493.0,34.6,198.0,2.7,494.0,6.9,122.0,1.7
13055,23091.0,23091.0,9098.0,39.4,4339.0,18.8,6155.0,26.7,1981.0,8.6,1518.0,6.6,497.0,2.2
13057,240338.0,240338.0,85825.0,35.7,53457.0,22.2,76266.0,31.7,14386.0,6.0,10404.0,4.3,4106.0,1.7
13059,113739.0,113739.0,47224.0,41.5,15580.0,13.7,26741.0,23.5,6633.0,5.8,17561.0,15.4,3575.0,3.1
13061,2946.0,2946.0,1202.0,40.8,394.0,13.4,853.0,29.0,364.0,12.4,133.0,4.5,118.0,4.0
13063,273751.0,273751.0,92845.0,33.9,30852.0,11.3,99528.0,36.4,34758.0,12.7,15768.0,5.8,6011.0,2.2
13065,6269.0,6269.0,2502.0,39.9,1014.0,16.2,1884.0,30.1,603.0,9.6,266.0,4.2,110.0,1.8
13067,735043.0,735043.0,277222.0,37.7,141481.0,19.2,223945.0,30.5,47496.0,6.5,44899.0,6.1,14737.0,2.0
13069,39002.0,39002.0,14298.0,36.7,6530.0,16.7,13184.0,33.8,3444.0,8.8,1546.0,4.0,779.0,2.0
13071,44847.0,44847.0,15374.0,34.3,7170.0,16.0,14732.0,32.8,4525.0,10.1,3046.0,6.8,801.0,1.8
13073,146810.0,146810.0,46840.0,31.9,29205.0,19.9,53600.0,36.5,11417.0,7.8,5748.0,3.9,1617.0,1.1
13075,17023.0,17023.0,6233.0,36.6,3111.0,18.3,5681.0,33.4,1103.0,6.5,895.0,5.3,371.0,2.2
13077,140011.0,140011.0,51308.0,36.6,29312.0,20.9,44020.0,31.4,9220.0,6.6,6151.0,4.4,2550.0,1.8
13079,12170.0,12170.0,4637.0,38.1,2396.0,19.7,3608.0,29.6,1095.0,9.0,434.0,3.6,180.0,1.5
13081,22430.0,22430.0,8329.0,37.1,3611.0,16.1,6877.0,30.7,2650.0,11.8,963.0,4.3,349.0,1.6
13083,14887.0,14887.0,6070.0,40.8,3662.0,24.6,3831.0,25.7,785.0,5.3,539.0,3.6,149.0,1.0
13085,23687.0,23687.0,8711.0,36.8,5441.0,23.0,6397.0,27.0,2109.0,8.9,1029.0,4.3,384.0,1.6
13087,25638.0,25638.0,10153.0,39.6,4303.0,16.8,8029.0,31.3,2203.0,8.6,950.0,3.7,490.0,1.9
13089,730169.0,730169.0,277757.0,38.0,101203.0,13.9,221305.0,30.3,71956.0,9.9,57948.0,7.9,17602.0,2.4
13091,18855.0,18855.0,7694.0,40.8,3633.0,19.3,5379.0,28.5,1418.0,7.5,731.0,3.9,288.0,1.5
13093,12588.0,12588.0,4861.0,38.6,2087.0,16.6,4007.0,31.8,1206.0,9.6,427.0,3.4,220.0,1.7
13095,86858.0,86858.0,34780.0,40.0,10699.0,12.3,28395.0,32.7,7562.0,8.7,5422.0,6.2,2056.0,2.4
13097,140509.0,140509.0,48968.0,34.9,23831.0,17.0,49129.0,35.0,11712.0,8.3,6869.0,4.9,3006.0,2.1
13099,10205.0,10205.0,4082.0,40.0,1577.0,15.5,3260.0,31.9,957.0,9.4,329.0,3.2,207.0,2.0
13101,3994.0,3994.0,1559.0,39.0,822.0,20.6,1060.0,26.5,432.0,10.8,121.0,3.0,59.0,1.5
13103,58365.0,58365.0,20489.0,35.1,11887.0,20.4,19561.0,33.5,3784.0,6.5,2644.0,4.5,1110.0,1.9
13105,18973.0,18973.0,7491.0,39.5,3350.0,17.7,5449.0,28.7,1966.0,10.4,717.0,3.8,383.0,2.0
13107,21652.0,21652.0,8392.0,38.8,3579.0,16.5,7192.0,33.2,1628.0,7.5,861.0,4.0,357.0,1.6
13109,10204.0,10204.0,4006.0,39.3,1636.0,16.0,2950.0,28.9,1117.0,10.9,495.0,4.9,326.0,3.2
13111,24741.0,24741.0,10461.0,42.3,5698.0,23.0,5536.0,22.4,1833.0,7.4,1213.0,4.9,492.0,2.0
13113,110801.0,110801.0,39753.0,35.9,25676.0,23.2,36798.0,33.2,5918.0,5.3,2656.0,2.4,941.0,0.8
13115,92691.0,92691.0,35633.0,38.4,17662.0,19.1,27435.0,29.6,7655.0,8.3,4306.0,4.6,1756.0,1.9
13117,219227.0,219227.0,73675.0,33.6,52280.0,23.8,76542.0,34.9,10106.0,4.6,6624.0,3.0,2862.0,1.3
13119,21911.0,21911.0,8305.0,37.9,4437.0,20.3,6327.0,28.9,1889.0,8.6,953.0,4.3,413.0,1.9
13121,987135.0,987135.0,400016.0,40.5,144881.0,14.7,294906.0,29.9,74236.0,7.5,73096.0,7.4,23449.0,2.4
13123,29683.0,29683.0,11645.0,39.2,6770.0,22.8,7552.0,25.4,2315.0,7.8,1401.0,4.7,461.0,1.6
13125,2926.0,2926.0,1105.0,37.8,531.0,18.1,1026.0,35.1,180.0,6.2,84.0,2.9,29.0,1.0
13127,82509.0,82509.0,33777.0,40.9,15504.0,18.8,22725.0,27.5,6227.0,7.5,4276.0,5.2,2065.0,2.5
13129,56217.0,56217.0,20294.0,36.1,11375.0,20.2,17854.0,31.8,3908.0,7.0,2786.0,5.0,1106.0,2.0
13131,24755.0,24755.0,9037.0,36.5,4493.0,18.1,7653.0,30.9,1861.0,7.5,1711.0,6.9,487.0,2.0
13133,16780.0,16780.0,7004.0,41.7,3578.0,21.3,4032.0,24.0,1541.0,9.2,625.0,3.7,267.0,1.6
13135,897305.0,897305.0,288724.0,32.2,162589.0,18.1,322177.0,35.9,82786.0,9.2,41029.0,4.6,14216.0,1.6
13137,41719.0,41719.0,15195.0,36.4,8594.0,20.6,13314.0,31.9,2805.0,6.7,1811.0,4.3,692.0,1.7
13139,194136.0,194136.0,63931.0,32.9,36179.0,18.6,64574.0,33.3,19162.0,9.9,10290.0,5.3,3648.0,1.9
13141,5905.0,5905.0,2991.0,50.7,982.0,16.6,1296.0,21.9,500.0,8.5,136.0,2.3,99.0,1.7
13143,28595.0,28595.0,11128.0,38.9,5682.0,19.9,8183.0,28.6,2145.0,7.5,1457.0,5.1,891.0,3.1
13145,33029.0,33029.0,12158.0,36.8,8076.0,24.5,9876.0,29.9,2122.0,6.4,797.0,2.4,378.0,1.1
13147,24753.0,24753.0,10019.0,40.5,5154.0,20.8,6371.0,25.7,2255.0,9.1,954.0,3.9,556.0,2.2
13149,11529.0,11529.0,4489.0,38.9,2323.0,20.1,3247.0,28.2,1014.0,8.8,456.0,4.0,206.0,1.8
13151,220265.0,220265.0,73826.0,33.5,40706.0,18.5,77241.0,35.1,20628.0,9.4,7864.0,3.6,3227.0,1.5
13153,150049.0,150049.0,56146.0,37.4,28778.0,19.2,47808.0,31.9,9566.0,6.4,7751.0,5.2,3142.0,2.1
13155,9102.0,9102.0,3291.0,36.2,1459.0,16.0,3009.0,33.1,994.0,10.9,349.0,3.8,143.0,1.6
13157,65004.0,65004.0,22034.0,33.9,13245.0,20.4,21128.0,32.5,5712.0,8.8,2885.0,4.4,1157.0,1.8
13159,13695.0,13695.0,5087.0,37.1,2832.0,20.7,3884.0,28.4,1223.0,8.9,669.0,4.9,157.0,1.1
13161,14862.0,14862.0,5270.0,35.5,2826.0,19.0,4520.0,30.4,1737.0,11.7,509.0,3.4,309.0,2.1
13163,15234.0,15234.0,5609.0,36.8,2352.0,15.4,5080.0,33.3,1716.0,11.3,477.0,3.1,192.0,1.3
13165,8752.0,8752.0,3409.0,39.0,1484.0,17.0,2762.0,31.6,649.0,7.4,448.0,5.1,198.0,2.3
13167,9483.0,9483.0,3361.0,35.4,1516.0,16.0,3017.0,31.8,1158.0,12.2,431.0,4.5,188.0,2.0
13169,28274.0,28274.0,10510.0,37.2,5745.0,20.3,8465.0,29.9,2586.0,9.1,968.0,3.4,371.0,1.3
13171,17279.0,17279.0,6368.0,36.9,2864.0,16.6,5430.0,31.4,1967.0,11.4,650.0,3.8,126.0,0.7
13173,10059.0,10059.0,3724.0,37.0,1945.0,19.3,3406.0,33.9,747.0,7.4,237.0,2.4,79.0,0.8
13175,46379.0,46379.0,17183.0,37.0,7522.0,16.2,15063.0,32.5,4197.0,9.0,2414.0,5.2,909.0,2.0
13177,28314.0,28314.0,10354.0,36.6,6276.0,22.2,9131.0,32.2,1671.0,5.9,882.0,3.1,392.0,1.4
