countyFIPS,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than very well"""""
42015,57650.0,57650.0,56185.0,97.5,1465.0,2.5,403.0,0.7,459.0,0.8,101.0,0.2,628.0,1.1,197.0,0.3,276.0,0.5,82.0,0.1,102.0,0.2,23.0,0.0
42017,595981.0,595981.0,525068.0,88.1,70913.0,11.9,23808.0,4.0,20287.0,3.4,7217.0,1.2,35227.0,5.9,11124.0,1.9,12381.0,2.1,4698.0,0.8,3018.0,0.5,769.0,0.1
42019,176960.0,176960.0,171097.0,96.7,5863.0,3.3,1566.0,0.9,1617.0,0.9,549.0,0.3,2829.0,1.6,550.0,0.3,1263.0,0.7,463.0,0.3,154.0,0.1,4.0,0.0
42021,127797.0,127797.0,124258.0,97.2,3539.0,2.8,762.0,0.6,1495.0,1.2,363.0,0.3,1327.0,1.0,242.0,0.2,392.0,0.3,139.0,0.1,325.0,0.3,18.0,0.0
42023,4486.0,4486.0,4352.0,97.0,134.0,3.0,18.0,0.4,105.0,2.3,18.0,0.4,15.0,0.3,0.0,0.0,12.0,0.3,0.0,0.0,2.0,0.0,0.0,0.0
42025,60976.0,60976.0,58314.0,95.6,2662.0,4.4,857.0,1.4,1368.0,2.2,382.0,0.6,1009.0,1.7,314.0,0.5,237.0,0.4,159.0,0.3,48.0,0.1,2.0,0.0
42027,155000.0,155000.0,136973.0,88.4,18027.0,11.6,6086.0,3.9,3095.0,2.0,586.0,0.4,6575.0,4.2,1828.0,1.2,7279.0,4.7,3416.0,2.2,1078.0,0.7,256.0,0.2
42029,488080.0,488080.0,427527.0,87.6,60553.0,12.4,21335.0,4.4,26376.0,5.4,12568.0,2.6,20166.0,4.1,4643.0,1.0,12141.0,2.5,3635.0,0.7,1870.0,0.4,489.0,0.1
42031,36867.0,36867.0,35291.0,95.7,1576.0,4.3,437.0,1.2,209.0,0.6,70.0,0.2,1119.0,3.0,279.0,0.8,236.0,0.6,88.0,0.2,12.0,0.0,0.0,0.0
42033,76542.0,76542.0,73288.0,95.7,3254.0,4.3,1399.0,1.8,1436.0,1.9,770.0,1.0,1234.0,1.6,319.0,0.4,295.0,0.4,172.0,0.2,289.0,0.4,138.0,0.2
42035,36989.0,36989.0,34711.0,93.8,2278.0,6.2,627.0,1.7,349.0,0.9,86.0,0.2,1666.0,4.5,443.0,1.2,208.0,0.6,92.0,0.2,55.0,0.1,6.0,0.0
42037,63200.0,63200.0,61254.0,96.9,1946.0,3.1,623.0,1.0,835.0,1.3,318.0,0.5,630.0,1.0,111.0,0.2,343.0,0.5,140.0,0.2,138.0,0.2,54.0,0.1
42039,81501.0,81501.0,76957.0,94.4,4544.0,5.6,1247.0,1.5,592.0,0.7,100.0,0.1,3505.0,4.3,1068.0,1.3,396.0,0.5,73.0,0.1,51.0,0.1,6.0,0.0
42041,234212.0,234212.0,211872.0,90.5,22340.0,9.5,7621.0,3.3,5652.0,2.4,1700.0,0.7,9481.0,4.0,2867.0,1.2,5300.0,2.3,2135.0,0.9,1907.0,0.8,919.0,0.4
42043,257333.0,257333.0,227164.0,88.3,30169.0,11.7,12775.0,5.0,13474.0,5.2,6083.0,2.4,9501.0,3.7,3440.0,1.3,4947.0,1.9,2492.0,1.0,2247.0,0.9,760.0,0.3
42045,529781.0,529781.0,466768.0,88.1,63013.0,11.9,22609.0,4.3,14042.0,2.7,4648.0,0.9,23772.0,4.5,7496.0,1.4,17067.0,3.2,7814.0,1.5,8132.0,1.5,2651.0,0.5
42047,29010.0,29010.0,28637.0,98.7,373.0,1.3,123.0,0.4,54.0,0.2,17.0,0.1,262.0,0.9,70.0,0.2,42.0,0.1,36.0,0.1,15.0,0.1,0.0,0.0
42049,260311.0,260311.0,241864.0,92.9,18447.0,7.1,7896.0,3.0,5864.0,2.3,2252.0,0.9,7493.0,2.9,3118.0,1.2,2354.0,0.9,1260.0,0.5,2736.0,1.1,1266.0,0.5
42051,125602.0,125602.0,121942.0,97.1,3660.0,2.9,1035.0,0.8,1310.0,1.0,420.0,0.3,1573.0,1.3,237.0,0.2,570.0,0.5,302.0,0.2,207.0,0.2,76.0,0.1
42053,7190.0,7190.0,6687.0,93.0,503.0,7.0,188.0,2.6,337.0,4.7,133.0,1.8,66.0,0.9,30.0,0.4,12.0,0.2,2.0,0.0,88.0,1.2,23.0,0.3
42055,144344.0,144344.0,134921.0,93.5,9423.0,6.5,3491.0,2.4,5418.0,3.8,2519.0,1.7,3048.0,2.1,668.0,0.5,808.0,0.6,259.0,0.2,149.0,0.1,45.0,0.0
42057,13783.0,13783.0,13598.0,98.7,185.0,1.3,34.0,0.2,72.0,0.5,10.0,0.1,81.0,0.6,0.0,0.0,29.0,0.2,21.0,0.2,3.0,0.0,3.0,0.0
42059,35205.0,35205.0,34204.0,97.2,1001.0,2.8,227.0,0.6,431.0,1.2,131.0,0.4,354.0,1.0,23.0,0.1,93.0,0.3,22.0,0.1,123.0,0.3,51.0,0.1
42061,43388.0,43388.0,41779.0,96.3,1609.0,3.7,511.0,1.2,678.0,1.6,223.0,0.5,596.0,1.4,153.0,0.4,246.0,0.6,119.0,0.3,89.0,0.2,16.0,0.0
42063,81694.0,81694.0,76343.0,93.4,5351.0,6.6,1989.0,2.4,689.0,0.8,202.0,0.2,3736.0,4.6,1429.0,1.7,778.0,1.0,351.0,0.4,148.0,0.2,7.0,0.0
42065,41598.0,41598.0,39648.0,95.3,1950.0,4.7,462.0,1.1,201.0,0.5,68.0,0.2,1648.0,4.0,361.0,0.9,58.0,0.1,31.0,0.1,43.0,0.1,2.0,0.0
42067,23162.0,23162.0,20978.0,90.6,2184.0,9.4,872.0,3.8,826.0,3.6,415.0,1.8,1210.0,5.2,426.0,1.8,26.0,0.1,26.0,0.1,122.0,0.5,5.0,0.0
42069,200251.0,200251.0,180936.0,90.4,19315.0,9.6,8512.0,4.3,9361.0,4.7,4009.0,2.0,7352.0,3.7,3241.0,1.6,2006.0,1.0,1058.0,0.5,596.0,0.3,204.0,0.1
42071,503129.0,503129.0,416919.0,82.9,86210.0,17.1,31570.0,6.3,34747.0,6.9,13243.0,2.6,40858.0,8.1,13056.0,2.6,6946.0,1.4,3832.0,0.8,3659.0,0.7,1439.0,0.3
42073,82934.0,82934.0,79423.0,95.8,3511.0,4.2,1247.0,1.5,930.0,1.1,222.0,0.3,2223.0,2.7,858.0,1.0,256.0,0.3,148.0,0.2,102.0,0.1,19.0,0.0
42075,130249.0,130249.0,113340.0,87.0,16909.0,13.0,6079.0,4.7,11505.0,8.8,4104.0,3.2,3560.0,2.7,1166.0,0.9,1148.0,0.9,599.0,0.5,696.0,0.5,210.0,0.2
42077,341159.0,341159.0,259933.0,76.2,81226.0,23.8,32923.0,9.7,57866.0,17.0,24331.0,7.1,10153.0,3.0,2454.0,0.7,6708.0,2.0,3529.0,1.0,6499.0,1.9,2609.0,0.8
42079,301754.0,301754.0,267059.0,88.5,34695.0,11.5,13599.0,4.5,25675.0,8.5,11197.0,3.7,6108.0,2.0,1365.0,0.5,2064.0,0.7,823.0,0.3,848.0,0.3,214.0,0.1
42081,108544.0,108544.0,104576.0,96.3,3968.0,3.7,1048.0,1.0,1419.0,1.3,404.0,0.4,1866.0,1.7,379.0,0.3,387.0,0.4,129.0,0.1,296.0,0.3,136.0,0.1
42083,39715.0,39715.0,38515.0,97.0,1200.0,3.0,215.0,0.5,717.0,1.8,114.0,0.3,280.0,0.7,45.0,0.1,156.0,0.4,56.0,0.1,47.0,0.1,0.0,0.0
42085,107181.0,107181.0,102540.0,95.7,4641.0,4.3,1494.0,1.4,762.0,0.7,303.0,0.3,3254.0,3.0,934.0,0.9,450.0,0.4,234.0,0.2,175.0,0.2,23.0,0.0
42087,43510.0,43510.0,39695.0,91.2,3815.0,8.8,1104.0,2.5,430.0,1.0,151.0,0.3,3293.0,7.6,939.0,2.2,48.0,0.1,14.0,0.0,44.0,0.1,0.0,0.0
42089,160196.0,160196.0,134879.0,84.2,25317.0,15.8,6839.0,4.3,14876.0,9.3,3611.0,2.3,7185.0,4.5,2140.0,1.3,2122.0,1.3,744.0,0.5,1134.0,0.7,344.0,0.2
42091,775538.0,775538.0,668939.0,86.3,106599.0,13.7,33878.0,4.4,27763.0,3.6,9556.0,1.2,38753.0,5.0,9106.0,1.2,33847.0,4.4,13864.0,1.8,6236.0,0.8,1352.0,0.2
42093,17278.0,17278.0,16186.0,93.7,1092.0,6.3,339.0,2.0,190.0,1.1,25.0,0.1,572.0,3.3,253.0,1.5,316.0,1.8,61.0,0.4,14.0,0.1,0.0,0.0
42095,286927.0,286927.0,249025.0,86.8,37902.0,13.2,14201.0,4.9,22554.0,7.9,9046.0,3.2,9678.0,3.4,2783.0,1.0,4095.0,1.4,1853.0,0.6,1575.0,0.5,519.0,0.2
42097,87572.0,87572.0,84120.0,96.1,3452.0,3.9,1224.0,1.4,1451.0,1.7,500.0,0.6,1676.0,1.9,590.0,0.7,198.0,0.2,59.0,0.1,127.0,0.1,75.0,0.1
42099,43279.0,43279.0,41014.0,94.8,2265.0,5.2,460.0,1.1,515.0,1.2,210.0,0.5,1587.0,3.7,179.0,0.4,121.0,0.3,71.0,0.2,42.0,0.1,0.0,0.0
42101,1467730.0,1467730.0,1129320.0,76.9,338410.0,23.1,155978.0,10.6,155185.0,10.6,65356.0,4.5,82064.0,5.6,37198.0,2.5,77254.0,5.3,45685.0,3.1,23907.0,1.6,7739.0,0.5
42103,53672.0,53672.0,47605.0,88.7,6067.0,11.3,1564.0,2.9,2933.0,5.5,714.0,1.3,2388.0,4.4,544.0,1.0,454.0,0.8,300.0,0.6,292.0,0.5,6.0,0.0
42105,16033.0,16033.0,15627.0,97.5,406.0,2.5,160.0,1.0,127.0,0.8,42.0,0.3,210.0,1.3,94.0,0.6,35.0,0.2,4.0,0.0,34.0,0.2,20.0,0.1
42107,136500.0,136500.0,129931.0,95.2,6569.0,4.8,1740.0,1.3,3619.0,2.7,1032.0,0.8,2226.0,1.6,422.0,0.3,403.0,0.3,173.0,0.1,321.0,0.2,113.0,0.1
42109,38340.0,38340.0,34643.0,90.4,3697.0,9.6,1039.0,2.7,763.0,2.0,167.0,0.4,2788.0,7.3,824.0,2.1,123.0,0.3,34.0,0.1,23.0,0.1,14.0,0.0
42111,71515.0,71515.0,68441.0,95.7,3074.0,4.3,1112.0,1.6,993.0,1.4,301.0,0.4,1789.0,2.5,740.0,1.0,104.0,0.1,28.0,0.0,188.0,0.3,43.0,0.1
42113,5975.0,5975.0,5817.0,97.4,158.0,2.6,34.0,0.6,75.0,1.3,32.0,0.5,32.0,0.5,2.0,0.0,20.0,0.3,0.0,0.0,31.0,0.5,0.0,0.0
42115,39472.0,39472.0,38450.0,97.4,1022.0,2.6,310.0,0.8,389.0,1.0,123.0,0.3,512.0,1.3,145.0,0.4,113.0,0.3,34.0,0.1,8.0,0.0,8.0,0.0
42117,39050.0,39050.0,38541.0,98.7,509.0,1.3,150.0,0.4,229.0,0.6,77.0,0.2,152.0,0.4,15.0,0.0,98.0,0.3,56.0,0.1,30.0,0.1,2.0,0.0
42119,43010.0,43010.0,38495.0,89.5,4515.0,10.5,1136.0,2.6,1757.0,4.1,321.0,0.7,1978.0,4.6,521.0,1.2,599.0,1.4,235.0,0.5,181.0,0.4,59.0,0.1
42121,49726.0,49726.0,48829.0,98.2,897.0,1.8,275.0,0.6,246.0,0.5,98.0,0.2,471.0,0.9,104.0,0.2,139.0,0.3,52.0,0.1,41.0,0.1,21.0,0.0
42123,38062.0,38062.0,36988.0,97.2,1074.0,2.8,335.0,0.9,300.0,0.8,45.0,0.1,665.0,1.7,248.0,0.7,96.0,0.3,42.0,0.1,13.0,0.0,0.0,0.0
42125,197027.0,197027.0,190897.0,96.9,6130.0,3.1,1593.0,0.8,1885.0,1.0,696.0,0.4,2675.0,1.4,495.0,0.3,1075.0,0.5,375.0,0.2,495.0,0.3,27.0,0.0
42127,49351.0,49351.0,47075.0,95.4,2276.0,4.6,585.0,1.2,1141.0,2.3,280.0,0.6,871.0,1.8,222.0,0.4,171.0,0.3,60.0,0.1,93.0,0.2,23.0,0.0
42129,338555.0,338555.0,329705.0,97.4,8850.0,2.6,2339.0,0.7,2544.0,0.8,832.0,0.2,4068.0,1.2,581.0,0.2,1880.0,0.6,761.0,0.2,358.0,0.1,165.0,0.0
42131,26219.0,26219.0,25702.0,98.0,517.0,2.0,131.0,0.5,295.0,1.1,101.0,0.4,180.0,0.7,12.0,0.0,40.0,0.2,18.0,0.1,2.0,0.0,0.0,0.0
42133,418500.0,418500.0,387072.0,92.5,31428.0,7.5,11388.0,2.7,19387.0,4.6,7212.0,1.7,7308.0,1.7,2062.0,0.5,3630.0,0.9,1786.0,0.4,1103.0,0.3,328.0,0.1
44001,46927.0,46927.0,41441.0,88.3,5486.0,11.7,1608.0,3.4,638.0,1.4,213.0,0.5,4301.0,9.2,1152.0,2.5,480.0,1.0,215.0,0.5,67.0,0.1,28.0,0.1
44003,155812.0,155812.0,142056.0,91.2,13756.0,8.8,3895.0,2.5,4136.0,2.7,1268.0,0.8,6511.0,4.2,1509.0,1.0,2526.0,1.6,972.0,0.6,583.0,0.4,146.0,0.1
44005,79478.0,79478.0,71697.0,90.2,7781.0,9.8,1896.0,2.4,2761.0,3.5,689.0,0.9,3659.0,4.6,696.0,0.9,1017.0,1.3,403.0,0.5,344.0,0.4,108.0,0.1
44007,598235.0,598235.0,411479.0,68.8,186756.0,31.2,76446.0,12.8,111281.0,18.6,49403.0,8.3,51198.0,8.6,17008.0,2.8,17556.0,2.9,8071.0,1.3,6721.0,1.1,1964.0,0.3
44009,121572.0,121572.0,114169.0,93.9,7403.0,6.1,2086.0,1.7,2193.0,1.8,705.0,0.6,3488.0,2.9,587.0,0.5,1484.0,1.2,772.0,0.6,238.0,0.2,22.0,0.0
45001,23352.0,23352.0,22677.0,97.1,675.0,2.9,192.0,0.8,231.0,1.0,88.0,0.4,404.0,1.7,104.0,0.4,8.0,0.0,0.0,0.0,32.0,0.1,0.0,0.0
45003,157291.0,157291.0,147072.0,93.5,10219.0,6.5,4158.0,2.6,7739.0,4.9,3255.0,2.1,1369.0,0.9,251.0,0.2,978.0,0.6,579.0,0.4,133.0,0.1,73.0,0.0
45005,8806.0,8806.0,8616.0,97.8,190.0,2.2,62.0,0.7,106.0,1.2,59.0,0.7,38.0,0.4,3.0,0.0,43.0,0.5,0.0,0.0,3.0,0.0,0.0,0.0
45007,184474.0,184474.0,177165.0,96.0,7309.0,4.0,2717.0,1.5,5018.0,2.7,1976.0,1.1,1558.0,0.8,393.0,0.2,513.0,0.3,221.0,0.1,220.0,0.1,127.0,0.1
45009,13900.0,13900.0,13495.0,97.1,405.0,2.9,89.0,0.6,223.0,1.6,89.0,0.6,130.0,0.9,0.0,0.0,23.0,0.2,0.0,0.0,29.0,0.2,0.0,0.0
45011,20185.0,20185.0,19709.0,97.6,476.0,2.4,211.0,1.0,464.0,2.3,211.0,1.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45013,172692.0,172692.0,152808.0,88.5,19884.0,11.5,7843.0,4.5,15284.0,8.9,6388.0,3.7,2339.0,1.4,619.0,0.4,1550.0,0.9,754.0,0.4,711.0,0.4,82.0,0.0
45015,195293.0,195293.0,179296.0,91.8,15997.0,8.2,6212.0,3.2,9575.0,4.9,4125.0,2.1,2948.0,1.5,1016.0,0.5,2958.0,1.5,946.0,0.5,516.0,0.3,125.0,0.1
45017,14005.0,14005.0,13362.0,95.4,643.0,4.6,128.0,0.9,508.0,3.6,127.0,0.9,96.0,0.7,1.0,0.0,39.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
45019,371032.0,371032.0,347133.0,93.6,23899.0,6.4,8518.0,2.3,13531.0,3.6,5987.0,1.6,5550.0,1.5,1052.0,0.3,3592.0,1.0,1314.0,0.4,1226.0,0.3,165.0,0.0
45021,53433.0,53433.0,51305.0,96.0,2128.0,4.0,1077.0,2.0,1576.0,2.9,860.0,1.6,359.0,0.7,92.0,0.2,185.0,0.3,125.0,0.2,8.0,0.0,0.0,0.0
45023,30408.0,30408.0,29517.0,97.1,891.0,2.9,301.0,1.0,763.0,2.5,288.0,0.9,91.0,0.3,0.0,0.0,28.0,0.1,4.0,0.0,9.0,0.0,9.0,0.0
45025,43409.0,43409.0,41665.0,96.0,1744.0,4.0,1136.0,2.6,1562.0,3.6,1131.0,2.6,121.0,0.3,0.0,0.0,52.0,0.1,5.0,0.0,9.0,0.0,0.0,0.0
45027,32352.0,32352.0,31283.0,96.7,1069.0,3.3,323.0,1.0,859.0,2.7,304.0,0.9,155.0,0.5,10.0,0.0,17.0,0.1,9.0,0.0,38.0,0.1,0.0,0.0
45029,35449.0,35449.0,34312.0,96.8,1137.0,3.2,553.0,1.6,1002.0,2.8,449.0,1.3,42.0,0.1,19.0,0.1,93.0,0.3,85.0,0.2,0.0,0.0,0.0,0.0
45031,63300.0,63300.0,61962.0,97.9,1338.0,2.1,623.0,1.0,878.0,1.4,473.0,0.7,299.0,0.5,96.0,0.2,110.0,0.2,54.0,0.1,51.0,0.1,0.0,0.0
45033,28750.0,28750.0,27637.0,96.1,1113.0,3.9,470.0,1.6,679.0,2.4,297.0,1.0,110.0,0.4,0.0,0.0,42.0,0.1,20.0,0.1,282.0,1.0,153.0,0.5
45035,145951.0,145951.0,137339.0,94.1,8612.0,5.9,2940.0,2.0,4798.0,3.3,1747.0,1.2,2103.0,1.4,439.0,0.3,1613.0,1.1,754.0,0.5,98.0,0.1,0.0,0.0
45037,25760.0,25760.0,24274.0,94.2,1486.0,5.8,837.0,3.2,1330.0,5.2,833.0,3.2,45.0,0.2,4.0,0.0,56.0,0.2,0.0,0.0,55.0,0.2,0.0,0.0
45039,21666.0,21666.0,21152.0,97.6,514.0,2.4,124.0,0.6,424.0,2.0,124.0,0.6,90.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45041,129922.0,129922.0,125131.0,96.3,4791.0,3.7,1758.0,1.4,2456.0,1.9,983.0,0.8,1283.0,1.0,378.0,0.3,853.0,0.7,306.0,0.2,199.0,0.2,91.0,0.1
45043,58714.0,58714.0,56733.0,96.6,1981.0,3.4,791.0,1.3,1293.0,2.2,659.0,1.1,398.0,0.7,41.0,0.1,267.0,0.5,91.0,0.2,23.0,0.0,0.0,0.0
45045,466752.0,466752.0,413217.0,88.5,53535.0,11.5,24009.0,5.1,36376.0,7.8,18017.0,3.9,8319.0,1.8,1987.0,0.4,7470.0,1.6,3636.0,0.8,1370.0,0.3,369.0,0.1
45047,65885.0,65885.0,62098.0,94.3,3787.0,5.7,1723.0,2.6,3001.0,4.6,1494.0,2.3,418.0,0.6,31.0,0.0,282.0,0.4,166.0,0.3,86.0,0.1,32.0,0.0
45049,18708.0,18708.0,17846.0,95.4,862.0,4.6,434.0,2.3,634.0,3.4,329.0,1.8,148.0,0.8,40.0,0.2,54.0,0.3,54.0,0.3,26.0,0.1,11.0,0.1
45051,305089.0,305089.0,282490.0,92.6,22599.0,7.4,8525.0,2.8,13910.0,4.6,6043.0,2.0,4579.0,1.5,936.0,0.3,2521.0,0.8,1307.0,0.4,1589.0,0.5,239.0,0.1
45053,26229.0,26229.0,22880.0,87.2,3349.0,12.8,1700.0,6.5,3084.0,11.8,1643.0,6.3,63.0,0.2,5.0,0.0,164.0,0.6,52.0,0.2,38.0,0.1,0.0,0.0
45055,60790.0,60790.0,58150.0,95.7,2640.0,4.3,874.0,1.4,2082.0,3.4,691.0,1.1,327.0,0.5,82.0,0.1,231.0,0.4,101.0,0.2,0.0,0.0,0.0,0.0
45057,84193.0,84193.0,78914.0,93.7,5279.0,6.3,1930.0,2.3,3900.0,4.6,1510.0,1.8,932.0,1.1,266.0,0.3,443.0,0.5,154.0,0.2,4.0,0.0,0.0,0.0
45059,62890.0,62890.0,60024.0,95.4,2866.0,4.6,1196.0,1.9,2235.0,3.6,1018.0,1.6,439.0,0.7,75.0,0.1,170.0,0.3,103.0,0.2,22.0,0.0,0.0,0.0
45061,16703.0,16703.0,16287.0,97.5,416.0,2.5,42.0,0.3,404.0,2.4,42.0,0.3,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45063,269321.0,269321.0,250203.0,92.9,19118.0,7.1,8359.0,3.1,12675.0,4.7,6068.0,2.3,3140.0,1.2,892.0,0.3,2745.0,1.0,1230.0,0.5,558.0,0.2,169.0,0.1
45065,9329.0,9329.0,9048.0,97.0,281.0,3.0,18.0,0.2,152.0,1.6,11.0,0.1,79.0,0.8,3.0,0.0,22.0,0.2,4.0,0.0,28.0,0.3,0.0,0.0
45067,29576.0,29576.0,28461.0,96.2,1115.0,3.8,536.0,1.8,826.0,2.8,464.0,1.6,135.0,0.5,24.0,0.1,154.0,0.5,48.0,0.2,0.0,0.0,0.0,0.0
45069,25709.0,25709.0,24785.0,96.4,924.0,3.6,434.0,1.7,692.0,2.7,374.0,1.5,83.0,0.3,21.0,0.1,17.0,0.1,0.0,0.0,132.0,0.5,39.0,0.2
45071,35748.0,35748.0,33023.0,92.4,2725.0,7.6,1231.0,3.4,2547.0,7.1,1191.0,3.3,142.0,0.4,15.0,0.0,25.0,0.1,25.0,0.1,11.0,0.0,0.0,0.0
45073,72673.0,72673.0,68526.0,94.3,4147.0,5.7,1673.0,2.3,3045.0,4.2,1273.0,1.8,521.0,0.7,55.0,0.1,200.0,0.3,61.0,0.1,381.0,0.5,284.0,0.4
45075,83452.0,83452.0,80563.0,96.5,2889.0,3.5,1020.0,1.2,1845.0,2.2,779.0,0.9,507.0,0.6,45.0,0.1,298.0,0.4,128.0,0.2,239.0,0.3,68.0,0.1
45077,116526.0,116526.0,111188.0,95.4,5338.0,4.6,1970.0,1.7,2471.0,2.1,916.0,0.8,1450.0,1.2,354.0,0.3,1243.0,1.1,686.0,0.6,174.0,0.1,14.0,0.0
45079,384410.0,384410.0,351775.0,91.5,32635.0,8.5,11018.0,2.9,14831.0,3.9,4984.0,1.3,7562.0,2.0,2037.0,0.5,7624.0,2.0,3330.0,0.9,2618.0,0.7,667.0,0.2
45081,19050.0,19050.0,16199.0,85.0,2851.0,15.0,1636.0,8.6,2670.0,14.0,1572.0,8.3,181.0,1.0,64.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45083,283872.0,283872.0,255147.0,89.9,28725.0,10.1,10798.0,3.8,16843.0,5.9,6441.0,2.3,7595.0,2.7,2310.0,0.8,3798.0,1.3,1945.0,0.7,489.0,0.2,102.0,0.0
45085,99941.0,99941.0,93673.0,93.7,6268.0,6.3,1548.0,1.5,3914.0,3.9,988.0,1.0,1114.0,1.1,103.0,0.1,996.0,1.0,378.0,0.4,244.0,0.2,79.0,0.1
45087,26099.0,26099.0,25863.0,99.1,236.0,0.9,159.0,0.6,149.0,0.6,98.0,0.4,19.0,0.1,9.0,0.0,16.0,0.1,0.0,0.0,52.0,0.2,52.0,0.2
45089,30141.0,30141.0,29187.0,96.8,954.0,3.2,311.0,1.0,677.0,2.2,285.0,0.9,90.0,0.3,0.0,0.0,99.0,0.3,26.0,0.1,88.0,0.3,0.0,0.0
45091,242605.0,242605.0,225224.0,92.8,17381.0,7.2,5600.0,2.3,10050.0,4.1,3259.0,1.3,4180.0,1.7,965.0,0.4,2632.0,1.1,1325.0,0.5,519.0,0.2,51.0,0.0
46003,2534.0,2534.0,2339.0,92.3,195.0,7.7,87.0,3.4,163.0,6.4,79.0,3.1,16.0,0.6,8.0,0.3,0.0,0.0,0.0,0.0,16.0,0.6,0.0,0.0
46005,16975.0,16975.0,14056.0,82.8,2919.0,17.2,2091.0,12.3,1393.0,8.2,933.0,5.5,179.0,1.1,15.0,0.1,1331.0,7.8,1143.0,6.7,16.0,0.1,0.0,0.0
46007,3167.0,3167.0,2902.0,91.6,265.0,8.4,31.0,1.0,14.0,0.4,0.0,0.0,15.0,0.5,0.0,0.0,10.0,0.3,10.0,0.3,226.0,7.1,21.0,0.7
46009,6630.0,6630.0,6207.0,93.6,423.0,6.4,78.0,1.2,146.0,2.2,18.0,0.3,128.0,1.9,15.0,0.2,30.0,0.5,30.0,0.5,119.0,1.8,15.0,0.2
46011,32112.0,32112.0,29929.0,93.2,2183.0,6.8,762.0,2.4,534.0,1.7,263.0,0.8,687.0,2.1,186.0,0.6,594.0,1.8,233.0,0.7,368.0,1.1,80.0,0.2
46013,36367.0,36367.0,33868.0,93.1,2499.0,6.9,1158.0,3.2,604.0,1.7,232.0,0.6,613.0,1.7,101.0,0.3,926.0,2.5,563.0,1.5,356.0,1.0,262.0,0.7
46015,4923.0,4923.0,4271.0,86.8,652.0,13.2,50.0,1.0,30.0,0.6,0.0,0.0,550.0,11.2,42.0,0.9,2.0,0.0,0.0,0.0,70.0,1.4,8.0,0.2
46017,1820.0,1820.0,1595.0,87.6,225.0,12.4,14.0,0.8,5.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.8,0.0,0.0,206.0,11.3,14.0,0.8
46019,9552.0,9552.0,9460.0,99.0,92.0,1.0,14.0,0.1,24.0,0.3,5.0,0.1,51.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.2,9.0,0.1
46021,1373.0,1373.0,1311.0,95.5,62.0,4.5,4.0,0.3,1.0,0.1,0.0,0.0,60.0,4.4,4.0,0.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
