countyFIPS,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
1025,24098.0,24098.0,4109.0,17.1,5389.0,5389.0,244.0,4.5,14239.0,14239.0,2024.0,14.2,4470.0,4470.0,1841.0,41.2
1027,13128.0,13128.0,2008.0,15.3,2819.0,2819.0,141.0,5.0,7840.0,7840.0,850.0,10.8,2469.0,2469.0,1017.0,41.2
1029,14760.0,14760.0,3331.0,22.6,3438.0,3438.0,172.0,5.0,8601.0,8601.0,1833.0,21.3,2721.0,2721.0,1326.0,48.7
1031,49581.0,49581.0,8788.0,17.7,12161.0,12161.0,763.0,6.3,29323.0,29323.0,4492.0,15.3,8097.0,8097.0,3533.0,43.6
1033,54038.0,54038.0,10086.0,18.7,11603.0,11603.0,479.0,4.1,32165.0,32165.0,5237.0,16.3,10270.0,10270.0,4370.0,42.6
1035,12469.0,12469.0,2847.0,22.8,2651.0,2651.0,128.0,4.8,7111.0,7111.0,1484.0,20.9,2707.0,2707.0,1235.0,45.6
1037,10465.0,10465.0,2364.0,22.6,1850.0,1850.0,157.0,8.5,6286.0,6286.0,1109.0,17.6,2329.0,2329.0,1098.0,47.1
1039,36786.0,36786.0,7703.0,20.9,8190.0,8190.0,675.0,8.2,21208.0,21208.0,3685.0,17.4,7388.0,7388.0,3343.0,45.2
1041,13656.0,13656.0,2888.0,21.1,3116.0,3116.0,133.0,4.3,8137.0,8137.0,1706.0,21.0,2403.0,2403.0,1049.0,43.7
1043,81446.0,81446.0,14310.0,17.6,18545.0,18545.0,747.0,4.0,48436.0,48436.0,7502.0,15.5,14465.0,14465.0,6061.0,41.9
1045,46406.0,46406.0,9906.0,21.3,11492.0,11492.0,774.0,6.7,27182.0,27182.0,5202.0,19.1,7732.0,7732.0,3930.0,50.8
1047,39749.0,39749.0,7061.0,17.8,9732.0,9732.0,374.0,3.8,23454.0,23454.0,4065.0,17.3,6563.0,6563.0,2622.0,40.0
1049,70443.0,70443.0,10931.0,15.5,17475.0,17475.0,561.0,3.2,41741.0,41741.0,5819.0,13.9,11227.0,11227.0,4551.0,40.5
1051,76330.0,76330.0,13646.0,17.9,18230.0,18230.0,728.0,4.0,46694.0,46694.0,7632.0,16.3,11406.0,11406.0,5286.0,46.3
1053,34533.0,34533.0,6505.0,18.8,8328.0,8328.0,308.0,3.7,19925.0,19925.0,3414.0,17.1,6280.0,6280.0,2783.0,44.3
1055,102146.0,102146.0,19976.0,19.6,22195.0,22195.0,1258.0,5.7,61666.0,61666.0,11161.0,18.1,18285.0,18285.0,7557.0,41.3
1057,16385.0,16385.0,4207.0,25.7,3562.0,3562.0,247.0,6.9,9523.0,9523.0,2387.0,25.1,3300.0,3300.0,1573.0,47.7
1059,31319.0,31319.0,4866.0,15.5,7806.0,7806.0,208.0,2.7,18539.0,18539.0,2615.0,14.1,4974.0,4974.0,2043.0,41.1
1061,26169.0,26169.0,5616.0,21.5,5856.0,5856.0,427.0,7.3,15326.0,15326.0,2858.0,18.6,4987.0,4987.0,2331.0,46.7
1063,8371.0,8371.0,2104.0,25.1,1862.0,1862.0,73.0,3.9,4836.0,4836.0,1139.0,23.6,1673.0,1673.0,892.0,53.3
1065,14649.0,14649.0,3088.0,21.1,3481.0,3481.0,175.0,5.0,8587.0,8587.0,1667.0,19.4,2581.0,2581.0,1246.0,48.3
1067,16821.0,16821.0,3145.0,18.7,3572.0,3572.0,137.0,3.8,9764.0,9764.0,1742.0,17.8,3485.0,3485.0,1266.0,36.3
1069,103510.0,103510.0,18385.0,17.8,24315.0,24315.0,916.0,3.8,61753.0,61753.0,10194.0,16.5,17442.0,17442.0,7275.0,41.7
1071,51593.0,51593.0,9712.0,18.8,11132.0,11132.0,412.0,3.7,30717.0,30717.0,5270.0,17.2,9744.0,9744.0,4030.0,41.4
1073,652744.0,652744.0,101363.0,15.5,151415.0,151415.0,7653.0,5.1,404939.0,404939.0,55767.0,13.8,96390.0,96390.0,37943.0,39.4
1075,13767.0,13767.0,3364.0,24.4,3065.0,3065.0,315.0,10.3,7852.0,7852.0,1592.0,20.3,2850.0,2850.0,1457.0,51.1
1077,91710.0,91710.0,13503.0,14.7,18492.0,18492.0,802.0,4.3,55849.0,55849.0,6374.0,11.4,17369.0,17369.0,6327.0,36.4
1079,32920.0,32920.0,6750.0,20.5,7232.0,7232.0,392.0,5.4,20003.0,20003.0,3708.0,18.5,5685.0,5685.0,2650.0,46.6
1081,157838.0,157838.0,20764.0,13.2,34191.0,34191.0,1195.0,3.5,106172.0,106172.0,12206.0,11.5,17475.0,17475.0,7363.0,42.1
1083,90107.0,90107.0,14690.0,16.3,21370.0,21370.0,1021.0,4.8,55334.0,55334.0,8145.0,14.7,13403.0,13403.0,5524.0,41.2
1085,10139.0,10139.0,2536.0,25.0,2330.0,2330.0,177.0,7.6,6030.0,6030.0,1482.0,24.6,1779.0,1779.0,877.0,49.3
1087,18828.0,18828.0,3253.0,17.3,3384.0,3384.0,88.0,2.6,11980.0,11980.0,1685.0,14.1,3464.0,3464.0,1480.0,42.7
1089,352428.0,352428.0,46042.0,13.1,79113.0,79113.0,3849.0,4.9,222917.0,222917.0,23479.0,10.5,50398.0,50398.0,18714.0,37.1
1091,19318.0,19318.0,4821.0,25.0,4468.0,4468.0,367.0,8.2,11319.0,11319.0,2577.0,22.8,3531.0,3531.0,1877.0,53.2
1093,29498.0,29498.0,7651.0,25.9,6316.0,6316.0,450.0,7.1,17222.0,17222.0,4007.0,23.3,5960.0,5960.0,3194.0,53.6
1095,94296.0,94296.0,14599.0,15.5,23649.0,23649.0,666.0,2.8,55211.0,55211.0,7708.0,14.0,15436.0,15436.0,6225.0,40.3
1097,408043.0,408043.0,57257.0,14.0,98236.0,98236.0,3669.0,3.7,247552.0,247552.0,29963.0,12.1,62255.0,62255.0,23625.0,37.9
1099,21279.0,21279.0,2928.0,13.8,4920.0,4920.0,215.0,4.4,12432.0,12432.0,1549.0,12.5,3927.0,3927.0,1164.0,29.6
1101,221976.0,221976.0,35915.0,16.2,53457.0,53457.0,3073.0,5.7,137260.0,137260.0,19947.0,14.5,31259.0,31259.0,12895.0,41.3
1103,117351.0,117351.0,19687.0,16.8,27345.0,27345.0,1490.0,5.4,70733.0,70733.0,9751.0,13.8,19273.0,19273.0,8446.0,43.8
1105,9327.0,9327.0,2349.0,25.2,2069.0,2069.0,82.0,4.0,5592.0,5592.0,1338.0,23.9,1666.0,1666.0,929.0,55.8
1107,18877.0,18877.0,4626.0,24.5,4002.0,4002.0,305.0,7.6,11210.0,11210.0,2270.0,20.2,3665.0,3665.0,2051.0,56.0
1109,33214.0,33214.0,5680.0,17.1,6534.0,6534.0,390.0,6.0,21932.0,21932.0,3300.0,15.0,4748.0,4748.0,1990.0,41.9
1111,22324.0,22324.0,3193.0,14.3,4914.0,4914.0,169.0,3.4,13054.0,13054.0,1481.0,11.3,4356.0,4356.0,1543.0,35.4
1113,56501.0,56501.0,10638.0,18.8,14354.0,14354.0,711.0,5.0,34550.0,34550.0,6153.0,17.8,7597.0,7597.0,3774.0,49.7
1115,85382.0,85382.0,14055.0,16.5,19984.0,19984.0,789.0,3.9,51707.0,51707.0,7294.0,14.1,13691.0,13691.0,5972.0,43.6
1117,209638.0,209638.0,23579.0,11.2,50566.0,50566.0,1768.0,3.5,129422.0,129422.0,11620.0,9.0,29650.0,29650.0,10191.0,34.4
1119,12846.0,12846.0,2797.0,21.8,2522.0,2522.0,175.0,6.9,8234.0,8234.0,1591.0,19.3,2090.0,2090.0,1031.0,49.3
1121,77590.0,77590.0,14937.0,19.3,17123.0,17123.0,905.0,5.3,47127.0,47127.0,8520.0,18.1,13340.0,13340.0,5512.0,41.3
1123,40110.0,40110.0,7624.0,19.0,8565.0,8565.0,266.0,3.1,23604.0,23604.0,3897.0,16.5,7941.0,7941.0,3461.0,43.6
1125,204693.0,204693.0,24594.0,12.0,43127.0,43127.0,1427.0,3.3,136531.0,136531.0,14337.0,10.5,25035.0,25035.0,8830.0,35.3
1127,63756.0,63756.0,15390.0,24.1,14337.0,14337.0,1234.0,8.6,37728.0,37728.0,8140.0,21.6,11691.0,11691.0,6016.0,51.5
1129,16520.0,16520.0,4053.0,24.5,3703.0,3703.0,323.0,8.7,9828.0,9828.0,2176.0,22.1,2989.0,2989.0,1554.0,52.0
1131,10533.0,10533.0,1939.0,18.4,2642.0,2642.0,154.0,5.8,5974.0,5974.0,1001.0,16.8,1917.0,1917.0,784.0,40.9
1133,23541.0,23541.0,5935.0,25.2,4992.0,4992.0,410.0,8.2,13734.0,13734.0,3256.0,23.7,4815.0,4815.0,2269.0,47.1
2013,3420.0,3420.0,291.0,8.5,488.0,488.0,16.0,3.3,2630.0,2630.0,145.0,5.5,302.0,302.0,130.0,43.0
2016,5549.0,5549.0,428.0,7.7,963.0,963.0,29.0,3.0,4252.0,4252.0,266.0,6.3,334.0,334.0,133.0,39.8
2020,284984.0,284984.0,31569.0,11.1,73012.0,73012.0,2596.0,3.6,183335.0,183335.0,18503.0,10.1,28637.0,28637.0,10470.0,36.6
2050,17768.0,17768.0,1892.0,10.6,6424.0,6424.0,103.0,1.6,10060.0,10060.0,1017.0,10.1,1284.0,1284.0,772.0,60.1
2060,875.0,875.0,124.0,14.2,194.0,194.0,9.0,4.6,596.0,596.0,71.0,11.9,85.0,85.0,44.0,51.8
2068,2189.0,2189.0,300.0,13.7,257.0,257.0,14.0,5.4,1770.0,1770.0,221.0,12.5,162.0,162.0,65.0,40.1
2070,4957.0,4957.0,620.0,12.5,1531.0,1531.0,46.0,3.0,3007.0,3007.0,337.0,11.2,419.0,419.0,237.0,56.6
2090,92697.0,92697.0,10490.0,11.3,24094.0,24094.0,811.0,3.4,59519.0,59519.0,6065.0,10.2,9084.0,9084.0,3614.0,39.8
2100,2512.0,2512.0,284.0,11.3,558.0,558.0,24.0,4.3,1341.0,1341.0,94.0,7.0,613.0,613.0,166.0,27.1
2105,2127.0,2127.0,329.0,15.5,330.0,330.0,18.0,5.5,1382.0,1382.0,149.0,10.8,415.0,415.0,162.0,39.0
2110,31651.0,31651.0,3741.0,11.8,6937.0,6937.0,307.0,4.4,20885.0,20885.0,2050.0,9.8,3829.0,3829.0,1384.0,36.1
2122,57071.0,57071.0,8307.0,14.6,13253.0,13253.0,647.0,4.9,34881.0,34881.0,4393.0,12.6,8937.0,8937.0,3267.0,36.6
2130,13510.0,13510.0,1972.0,14.6,3070.0,3070.0,139.0,4.5,8504.0,8504.0,1099.0,12.9,1936.0,1936.0,734.0,37.9
2150,13024.0,13024.0,1661.0,12.8,3570.0,3570.0,212.0,5.9,8227.0,8227.0,1008.0,12.3,1227.0,1227.0,441.0,35.9
2158,8189.0,8189.0,902.0,11.0,3320.0,3320.0,73.0,2.2,4413.0,4413.0,511.0,11.6,456.0,456.0,318.0,69.7
2164,1375.0,1375.0,191.0,13.9,373.0,373.0,6.0,1.6,893.0,893.0,110.0,12.3,109.0,109.0,75.0,68.8
2170,101435.0,101435.0,13360.0,13.2,28060.0,28060.0,1036.0,3.7,62429.0,62429.0,8110.0,13.0,10946.0,10946.0,4214.0,38.5
2180,9687.0,9687.0,967.0,10.0,3391.0,3391.0,60.0,1.8,5565.0,5565.0,539.0,9.7,731.0,731.0,368.0,50.3
2185,9735.0,9735.0,980.0,10.1,2532.0,2532.0,68.0,2.7,6576.0,6576.0,620.0,9.4,627.0,627.0,292.0,46.6
2188,7708.0,7708.0,779.0,10.1,2716.0,2716.0,49.0,1.8,4396.0,4396.0,350.0,8.0,596.0,596.0,380.0,63.8
2195,3245.0,3245.0,601.0,18.5,734.0,734.0,19.0,2.6,1810.0,1810.0,211.0,11.7,701.0,701.0,371.0,52.9
2198,6474.0,6474.0,1386.0,21.4,1538.0,1538.0,69.0,4.5,3976.0,3976.0,793.0,19.9,960.0,960.0,524.0,54.6
2220,8550.0,8550.0,1047.0,12.2,1913.0,1913.0,87.0,4.5,5406.0,5406.0,455.0,8.4,1231.0,1231.0,505.0,41.0
2230,1061.0,1061.0,117.0,11.0,185.0,185.0,0.0,0.0,756.0,756.0,70.0,9.3,120.0,120.0,47.0,39.2
2240,6748.0,6748.0,1152.0,17.1,1866.0,1866.0,102.0,5.5,3996.0,3996.0,659.0,16.5,886.0,886.0,391.0,44.1
2261,9028.0,9028.0,1101.0,12.2,2198.0,2198.0,117.0,5.3,5713.0,5713.0,565.0,9.9,1117.0,1117.0,419.0,37.5
2275,2463.0,2463.0,442.0,17.9,493.0,493.0,4.0,0.8,1436.0,1436.0,153.0,10.7,534.0,534.0,285.0,53.4
2282,689.0,689.0,60.0,8.7,187.0,187.0,2.0,1.1,417.0,417.0,32.0,7.7,85.0,85.0,26.0,30.6
2290,5385.0,5385.0,802.0,14.9,1498.0,1498.0,65.0,4.3,3157.0,3157.0,423.0,13.4,730.0,730.0,314.0,43.0
4001,70781.0,70781.0,10427.0,14.7,19810.0,19810.0,336.0,1.7,40606.0,40606.0,5213.0,12.8,10365.0,10365.0,4878.0,47.1
4003,116140.0,116140.0,19874.0,17.1,27715.0,27715.0,1469.0,5.3,62175.0,62175.0,8755.0,14.1,26250.0,26250.0,9650.0,36.8
4005,139384.0,139384.0,16525.0,11.9,29616.0,29616.0,1210.0,4.1,93636.0,93636.0,9647.0,10.3,16132.0,16132.0,5668.0,35.1
4007,52693.0,52693.0,11687.0,22.2,10838.0,10838.0,685.0,6.3,27320.0,27320.0,4765.0,17.4,14535.0,14535.0,6237.0,42.9
4009,34003.0,34003.0,4414.0,13.0,10317.0,10317.0,426.0,4.1,18797.0,18797.0,1979.0,10.5,4889.0,4889.0,2009.0,41.1
4011,9459.0,9459.0,1230.0,13.0,2639.0,2639.0,128.0,4.9,5665.0,5665.0,620.0,10.9,1155.0,1155.0,482.0,41.7
4012,20560.0,20560.0,4631.0,22.5,3413.0,3413.0,118.0,3.5,9300.0,9300.0,1664.0,17.9,7847.0,7847.0,2849.0,36.3
4013,4222760.0,4222760.0,469151.0,11.1,1041109.0,1041109.0,38089.0,3.7,2572682.0,2572682.0,229522.0,8.9,608969.0,608969.0,201540.0,33.1
4015,203056.0,203056.0,45731.0,22.5,36843.0,36843.0,1905.0,5.2,107290.0,107290.0,20752.0,19.3,58923.0,58923.0,23074.0,39.2
4017,106276.0,106276.0,19010.0,17.9,29627.0,29627.0,1494.0,5.0,58496.0,58496.0,9511.0,16.3,18153.0,18153.0,8005.0,44.1
4019,998748.0,998748.0,151924.0,15.2,217827.0,217827.0,11302.0,5.2,592968.0,592968.0,74072.0,12.5,187953.0,187953.0,66550.0,35.4
4021,393843.0,393843.0,59854.0,15.2,98010.0,98010.0,4664.0,4.8,215709.0,215709.0,28665.0,13.3,80124.0,80124.0,26525.0,33.1
4023,46251.0,46251.0,5750.0,12.4,12851.0,12851.0,279.0,2.2,25509.0,25509.0,2556.0,10.0,7891.0,7891.0,2915.0,36.9
4025,223086.0,223086.0,40778.0,18.3,37733.0,37733.0,1769.0,4.7,119035.0,119035.0,18294.0,15.4,66318.0,66318.0,20715.0,31.2
4027,201230.0,201230.0,24108.0,12.0,53271.0,53271.0,1786.0,3.4,110795.0,110795.0,9871.0,8.9,37164.0,37164.0,12451.0,33.5
5001,17883.0,17883.0,4363.0,24.4,4151.0,4151.0,546.0,13.2,10497.0,10497.0,2302.0,21.9,3235.0,3235.0,1515.0,46.8
5003,20383.0,20383.0,4704.0,23.1,4755.0,4755.0,259.0,5.4,11700.0,11700.0,2458.0,21.0,3928.0,3928.0,1987.0,50.6
5005,40837.0,40837.0,8659.0,21.2,7226.0,7226.0,340.0,4.7,21223.0,21223.0,3959.0,18.7,12388.0,12388.0,4360.0,35.2
5007,257463.0,257463.0,24442.0,9.5,69280.0,69280.0,1858.0,2.7,155075.0,155075.0,11668.0,7.5,33108.0,33108.0,10916.0,33.0
5009,36849.0,36849.0,6918.0,18.8,8455.0,8455.0,631.0,7.5,21166.0,21166.0,3242.0,15.3,7228.0,7228.0,3045.0,42.1
5011,10854.0,10854.0,2324.0,21.4,2598.0,2598.0,140.0,5.4,6326.0,6326.0,1397.0,22.1,1930.0,1930.0,787.0,40.8
5013,5146.0,5146.0,1265.0,24.6,1037.0,1037.0,81.0,7.8,3027.0,3027.0,643.0,21.2,1082.0,1082.0,541.0,50.0
5015,27668.0,27668.0,4356.0,15.7,6132.0,6132.0,280.0,4.6,15529.0,15529.0,1992.0,12.8,6007.0,6007.0,2084.0,34.7
5017,10148.0,10148.0,2472.0,24.4,2456.0,2456.0,177.0,7.2,5675.0,5675.0,1256.0,22.1,2017.0,2017.0,1039.0,51.5
5019,22038.0,22038.0,4319.0,19.6,4253.0,4253.0,444.0,10.4,14372.0,14372.0,2406.0,16.7,3413.0,3413.0,1469.0,43.0
5021,14933.0,14933.0,3504.0,23.5,3316.0,3316.0,181.0,5.5,8503.0,8503.0,1798.0,21.1,3114.0,3114.0,1525.0,49.0
5023,24902.0,24902.0,4440.0,17.8,4799.0,4799.0,144.0,3.0,13654.0,13654.0,1849.0,13.5,6449.0,6449.0,2447.0,37.9
5025,8125.0,8125.0,1661.0,20.4,1862.0,1862.0,144.0,7.7,4698.0,4698.0,786.0,16.7,1565.0,1565.0,731.0,46.7
5027,23463.0,23463.0,4335.0,18.5,4968.0,4968.0,179.0,3.6,14707.0,14707.0,2177.0,14.8,3788.0,3788.0,1979.0,52.2
5029,20793.0,20793.0,4842.0,23.3,4756.0,4756.0,295.0,6.2,12165.0,12165.0,2314.0,19.0,3872.0,3872.0,2233.0,57.7
5031,104700.0,104700.0,18273.0,17.5,26182.0,26182.0,2381.0,9.1,64958.0,64958.0,9626.0,14.8,13560.0,13560.0,6266.0,46.2
5033,61840.0,61840.0,12464.0,20.2,15477.0,15477.0,809.0,5.2,36652.0,36652.0,7110.0,19.4,9711.0,9711.0,4545.0,46.8
5035,48496.0,48496.0,8239.0,17.0,13447.0,13447.0,771.0,5.7,28804.0,28804.0,4829.0,16.8,6245.0,6245.0,2639.0,42.3
5037,16771.0,16771.0,3342.0,19.9,4083.0,4083.0,280.0,6.9,9768.0,9768.0,1746.0,17.9,2920.0,2920.0,1316.0,45.1
5039,6734.0,6734.0,1565.0,23.2,1256.0,1256.0,40.0,3.2,3965.0,3965.0,882.0,22.2,1513.0,1513.0,643.0,42.5
5041,11822.0,11822.0,2445.0,20.7,3054.0,3054.0,249.0,8.2,6664.0,6664.0,1233.0,18.5,2104.0,2104.0,963.0,45.8
5043,18080.0,18080.0,3683.0,20.4,3871.0,3871.0,195.0,5.0,11308.0,11308.0,2080.0,18.4,2901.0,2901.0,1408.0,48.5
5045,121117.0,121117.0,17728.0,14.6,28647.0,28647.0,1815.0,6.3,78322.0,78322.0,9776.0,12.5,14148.0,14148.0,6137.0,43.4
5047,17473.0,17473.0,3667.0,21.0,4144.0,4144.0,152.0,3.7,10169.0,10169.0,2035.0,20.0,3160.0,3160.0,1480.0,46.8
5049,11967.0,11967.0,2883.0,24.1,2487.0,2487.0,162.0,6.5,6538.0,6538.0,1371.0,21.0,2942.0,2942.0,1350.0,45.9
5051,97099.0,97099.0,19870.0,20.5,19911.0,19911.0,1488.0,7.5,55303.0,55303.0,10321.0,18.7,21885.0,21885.0,8061.0,36.8
5053,17913.0,17913.0,3536.0,19.7,4149.0,4149.0,377.0,9.1,10737.0,10737.0,1774.0,16.5,3027.0,3027.0,1385.0,45.8
5055,44125.0,44125.0,10162.0,23.0,10943.0,10943.0,1240.0,11.3,26432.0,26432.0,5547.0,21.0,6750.0,6750.0,3375.0,50.0
5057,21770.0,21770.0,3894.0,17.9,5715.0,5715.0,304.0,5.3,12324.0,12324.0,2050.0,16.6,3731.0,3731.0,1540.0,41.3
5059,31434.0,31434.0,7456.0,23.7,7007.0,7007.0,900.0,12.8,18547.0,18547.0,3967.0,21.4,5880.0,5880.0,2589.0,44.0
5061,13214.0,13214.0,2432.0,18.4,3451.0,3451.0,227.0,6.6,7553.0,7553.0,1034.0,13.7,2210.0,2210.0,1171.0,53.0
5063,36781.0,36781.0,7258.0,19.7,8863.0,8863.0,214.0,2.4,21816.0,21816.0,4149.0,19.0,6102.0,6102.0,2895.0,47.4
5065,12628.0,12628.0,3100.0,24.5,2461.0,2461.0,61.0,2.5,6925.0,6925.0,1485.0,21.4,3242.0,3242.0,1554.0,47.9
5067,14237.0,14237.0,3155.0,22.2,3473.0,3473.0,188.0,5.4,7980.0,7980.0,1549.0,19.4,2784.0,2784.0,1418.0,50.9
5069,65809.0,65809.0,11850.0,18.0,15716.0,15716.0,819.0,5.2,39101.0,39101.0,6364.0,16.3,10992.0,10992.0,4667.0,42.5
5071,26106.0,26106.0,5291.0,20.3,6386.0,6386.0,318.0,5.0,15606.0,15606.0,3173.0,20.3,4114.0,4114.0,1800.0,43.8
5073,6783.0,6783.0,1541.0,22.7,1330.0,1330.0,99.0,7.4,3917.0,3917.0,761.0,19.4,1536.0,1536.0,681.0,44.3
5075,16373.0,16373.0,3884.0,23.7,3714.0,3714.0,397.0,10.7,9663.0,9663.0,1991.0,20.6,2996.0,2996.0,1496.0,49.9
5077,7773.0,7773.0,1857.0,23.9,1766.0,1766.0,201.0,11.4,4401.0,4401.0,910.0,20.7,1606.0,1606.0,746.0,46.5
5079,8877.0,8877.0,2082.0,23.5,2374.0,2374.0,157.0,6.6,4722.0,4722.0,973.0,20.6,1781.0,1781.0,952.0,53.5
5081,12253.0,12253.0,2650.0,21.6,2748.0,2748.0,236.0,8.6,7097.0,7097.0,1424.0,20.1,2408.0,2408.0,990.0,41.1
