countyFIPS,Estimate!!COMMUTING TO WORK!!Workers 16 years and over,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over,"Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)
37043,4377,4377,3700,84.5,361,8.2,0,0.0,100,2.3,64,1.5,152,3.5,23.3,(X)
37045,38750,38750,32999,85.2,3901,10.1,71,0.2,625,1.6,340,0.9,814,2.1,24.0,(X)
37047,19403,19403,16536,85.2,2096,10.8,49,0.3,156,0.8,207,1.1,359,1.9,26.3,(X)
37049,46729,46729,37407,80.1,5533,11.8,77,0.2,1380,3.0,929,2.0,1403,3.0,20.8,(X)
37051,151311,151311,121066,80.0,13732,9.1,828,0.5,8562,5.7,2118,1.4,5005,3.3,21.0,(X)
37053,12161,12161,10227,84.1,980,8.1,29,0.2,175,1.4,132,1.1,618,5.1,37.2,(X)
37055,17657,17657,13724,77.7,1849,10.5,6,0.0,446,2.5,363,2.1,1269,7.2,21.1,(X)
37057,72470,72470,61187,84.4,7087,9.8,330,0.5,887,1.2,623,0.9,2356,3.3,24.8,(X)
37059,18772,18772,15526,82.7,1911,10.2,38,0.2,251,1.3,319,1.7,727,3.9,26.2,(X)
37061,23885,23885,19097,80.0,3508,14.7,13,0.1,413,1.7,287,1.2,567,2.4,25.8,(X)
37063,154861,154861,119308,77.0,15666,10.1,5209,3.4,3633,2.3,2947,1.9,8098,5.2,22.8,(X)
37065,21183,21183,17185,81.1,1779,8.4,160,0.8,481,2.3,1077,5.1,501,2.4,22.5,(X)
37067,167413,167413,140053,83.7,13127,7.8,1702,1.0,2524,1.5,1748,1.0,8259,4.9,21.7,(X)
37069,29099,29099,24073,82.7,2905,10.0,61,0.2,450,1.5,225,0.8,1385,4.8,32.8,(X)
37071,96713,96713,82716,85.5,8513,8.8,431,0.4,805,0.8,1001,1.0,3247,3.4,26.0,(X)
37073,5111,5111,4371,85.5,594,11.6,0,0.0,22,0.4,28,0.5,96,1.9,37.1,(X)
37075,3163,3163,2428,76.8,443,14.0,1,0.0,74,2.3,46,1.5,171,5.4,29.7,(X)
37077,25718,25718,21818,84.8,2269,8.8,18,0.1,237,0.9,250,1.0,1126,4.4,28.5,(X)
37079,7858,7858,6460,82.2,1028,13.1,11,0.1,228,2.9,14,0.2,117,1.5,26.5,(X)
37081,244962,244962,203006,82.9,20766,8.5,2277,0.9,3563,1.5,2142,0.9,13208,5.4,21.6,(X)
37083,18758,18758,15769,84.1,2063,11.0,17,0.1,287,1.5,258,1.4,364,1.9,24.6,(X)
37085,54038,54038,46790,86.6,4463,8.3,96,0.2,494,0.9,557,1.0,1638,3.0,29.7,(X)
37087,25840,25840,21573,83.5,2423,9.4,45,0.2,461,1.8,435,1.7,903,3.5,23.1,(X)
37089,50965,50965,40680,79.8,5638,11.1,90,0.2,886,1.7,492,1.0,3179,6.2,21.2,(X)
37091,9064,9064,7516,82.9,892,9.8,26,0.3,338,3.7,153,1.7,139,1.5,26.1,(X)
37093,21319,21319,17838,83.7,2155,10.1,68,0.3,144,0.7,367,1.7,747,3.5,27.5,(X)
37095,1967,1967,1598,81.2,64,3.3,18,0.9,42,2.1,56,2.8,189,9.6,21.1,(X)
37097,81658,81658,68341,83.7,6853,8.4,321,0.4,549,0.7,953,1.2,4641,5.7,25.8,(X)
37099,17963,17963,14208,79.1,1859,10.3,85,0.5,812,4.5,207,1.2,792,4.4,19.9,(X)
37101,87640,87640,72422,82.6,8409,9.6,203,0.2,595,0.7,683,0.8,5328,6.1,30.4,(X)
37103,3713,3713,3090,83.2,357,9.6,1,0.0,68,1.8,41,1.1,156,4.2,27.8,(X)
37105,26302,26302,21961,83.5,3119,11.9,75,0.3,265,1.0,180,0.7,702,2.7,24.8,(X)
37107,22903,22903,18118,79.1,3528,15.4,120,0.5,467,2.0,252,1.1,418,1.8,22.0,(X)
37109,37521,37521,32075,85.5,3261,8.7,69,0.2,117,0.3,380,1.0,1619,4.3,29.7,(X)
37111,18207,18207,15061,82.7,2255,12.4,1,0.0,137,0.8,155,0.9,598,3.3,23.6,(X)
37113,13668,13668,11234,82.2,1182,8.6,25,0.2,314,2.3,357,2.6,556,4.1,21.3,(X)
37115,9328,9328,7318,78.5,897,9.6,0,0.0,167,1.8,74,0.8,872,9.3,28.6,(X)
37117,9160,9160,7846,85.7,861,9.4,15,0.2,145,1.6,84,0.9,209,2.3,24.7,(X)
37119,542690,542690,419815,77.4,50116,9.2,16382,3.0,10563,1.9,6875,1.3,38939,7.2,26.2,(X)
37121,6119,6119,5097,83.3,744,12.2,3,0.0,91,1.5,61,1.0,123,2.0,24.6,(X)
37123,10455,10455,9197,88.0,950,9.1,18,0.2,81,0.8,98,0.9,111,1.1,23.5,(X)
37125,40986,40986,34177,83.4,3173,7.7,17,0.0,584,1.4,331,0.8,2704,6.6,24.4,(X)
37127,42118,42118,35579,84.5,3997,9.5,201,0.5,514,1.2,385,0.9,1442,3.4,22.2,(X)
37129,107276,107276,87560,81.6,8008,7.5,725,0.7,1822,1.7,1626,1.5,7535,7.0,20.2,(X)
37131,6997,6997,5735,82.0,865,12.4,14,0.2,85,1.2,75,1.1,223,3.2,26.1,(X)
37133,98700,98700,71521,72.5,12637,12.8,288,0.3,8108,8.2,1585,1.6,4561,4.6,21.2,(X)
37135,71547,71547,48204,67.4,5100,7.1,5084,7.1,4379,6.1,2270,3.2,6510,9.1,22.9,(X)
37137,4688,4688,3507,74.8,620,13.2,13,0.3,67,1.4,92,2.0,389,8.3,29.2,(X)
37139,16674,16674,13661,81.9,1825,10.9,36,0.2,383,2.3,299,1.8,470,2.8,28.1,(X)
37141,25176,25176,20560,81.7,2487,9.9,36,0.1,158,0.6,321,1.3,1614,6.4,28.3,(X)
37143,5231,5231,4230,80.9,560,10.7,0,0.0,100,1.9,21,0.4,320,6.1,32.4,(X)
37145,17618,17618,15079,85.6,1862,10.6,34,0.2,178,1.0,102,0.6,363,2.1,31.7,(X)
37147,82482,82482,68945,83.6,7242,8.8,819,1.0,1166,1.4,875,1.1,3435,4.2,20.9,(X)
37149,8428,8428,6716,79.7,831,9.9,52,0.6,132,1.6,252,3.0,445,5.3,27.0,(X)
37151,63665,63665,54135,85.0,6058,9.5,271,0.4,500,0.8,746,1.2,1955,3.1,23.8,(X)
37153,17229,17229,14916,86.6,1411,8.2,22,0.1,384,2.2,95,0.6,401,2.3,22.3,(X)
37155,47383,47383,41292,87.1,4474,9.4,90,0.2,351,0.7,457,1.0,719,1.5,24.2,(X)
37157,38606,38606,32434,84.0,3921,10.2,50,0.1,487,1.3,221,0.6,1493,3.9,25.9,(X)
37159,60186,60186,49940,83.0,6121,10.2,188,0.3,1113,1.8,885,1.5,1939,3.2,24.8,(X)
37161,25997,25997,21298,81.9,3165,12.2,47,0.2,371,1.4,259,1.0,857,3.3,25.8,(X)
37163,25829,25829,21775,84.3,2661,10.3,70,0.3,368,1.4,182,0.7,773,3.0,25.1,(X)
37165,11721,11721,10267,87.6,934,8.0,28,0.2,207,1.8,63,0.5,222,1.9,22.0,(X)
37167,27979,27979,23388,83.6,2593,9.3,58,0.2,435,1.6,289,1.0,1216,4.3,26.3,(X)
37169,20434,20434,18034,88.3,1387,6.8,0,0.0,71,0.3,109,0.5,833,4.1,29.1,(X)
37171,30205,30205,25945,85.9,2808,9.3,142,0.5,187,0.6,255,0.8,868,2.9,24.8,(X)
37173,5553,5553,4690,84.5,469,8.4,0,0.0,73,1.3,119,2.1,202,3.6,18.1,(X)
37175,13145,13145,10401,79.1,1245,9.5,18,0.1,264,2.0,167,1.3,1050,8.0,25.2,(X)
37177,1530,1530,1174,76.7,299,19.5,6,0.4,30,2.0,0,0.0,21,1.4,30.2,(X)
37179,108117,108117,88734,82.1,8925,8.3,496,0.5,1145,1.1,1047,1.0,7770,7.2,29.5,(X)
37181,17672,17672,14386,81.4,2170,12.3,7,0.0,185,1.0,174,1.0,750,4.2,23.7,(X)
37183,544089,544089,430910,79.2,45809,8.4,5821,1.1,6553,1.2,6659,1.2,48337,8.9,25.1,(X)
37185,6967,6967,5747,82.5,823,11.8,7,0.1,108,1.6,90,1.3,192,2.8,28.4,(X)
37187,4441,4441,3693,83.2,493,11.1,0,0.0,63,1.4,105,2.4,87,2.0,24.8,(X)
37189,24371,24371,18029,74.0,2167,8.9,596,2.4,1636,6.7,185,0.8,1758,7.2,20.2,(X)
37191,53724,53724,43264,80.5,7380,13.7,217,0.4,990,1.8,293,0.5,1580,2.9,22.0,(X)
37193,28809,28809,24385,84.6,3210,11.1,17,0.1,187,0.6,197,0.7,813,2.8,24.6,(X)
37195,34352,34352,28495,83.0,3486,10.1,85,0.2,468,1.4,1122,3.3,696,2.0,21.2,(X)
37197,15440,15440,12775,82.7,1667,10.8,7,0.0,118,0.8,154,1.0,719,4.7,26.5,(X)
37199,7072,7072,5907,83.5,551,7.8,0,0.0,168,2.4,167,2.4,279,3.9,28.0,(X)
38001,1206,1206,871,72.2,117,9.7,0,0.0,75,6.2,26,2.2,117,9.7,13.5,(X)
38003,5670,5670,4408,77.7,566,10.0,63,1.1,317,5.6,47,0.8,269,4.7,16.6,(X)
38005,2273,2273,1682,74.0,221,9.7,13,0.6,121,5.3,63,2.8,173,7.6,17.9,(X)
38007,489,489,335,68.5,18,3.7,9,1.8,45,9.2,15,3.1,67,13.7,25.2,(X)
38009,3206,3206,2452,76.5,293,9.1,1,0.0,186,5.8,35,1.1,239,7.5,17.0,(X)
38011,1680,1680,1321,78.6,100,6.0,5,0.3,88,5.2,26,1.5,140,8.3,15.6,(X)
38013,1037,1037,766,73.9,121,11.7,0,0.0,87,8.4,0,0.0,63,6.1,23.6,(X)
38015,50473,50473,43208,85.6,4070,8.1,165,0.3,763,1.5,482,1.0,1785,3.5,17.4,(X)
38017,100445,100445,83776,83.4,8242,8.2,836,0.8,2843,2.8,1280,1.3,3468,3.5,16.0,(X)
38019,1860,1860,1469,79.0,126,6.8,0,0.0,109,5.9,17,0.9,139,7.5,14.9,(X)
38021,2493,2493,1797,72.1,228,9.1,21,0.8,217,8.7,21,0.8,209,8.4,13.5,(X)
38023,1168,1168,864,74.0,106,9.1,0,0.0,22,1.9,3,0.3,173,14.8,14.6,(X)
38025,2068,2068,1508,72.9,165,8.0,8,0.4,153,7.4,20,1.0,214,10.3,21.6,(X)
38027,1181,1181,784,66.4,144,12.2,0,0.0,153,13.0,14,1.2,86,7.3,15.1,(X)
38029,1427,1427,982,68.8,77,5.4,2,0.1,119,8.3,0,0.0,247,17.3,16.5,(X)
38031,1769,1769,1426,80.6,99,5.6,3,0.2,101,5.7,24,1.4,116,6.6,13.1,(X)
38033,1008,1008,717,71.1,91,9.0,0,0.0,89,8.8,2,0.2,109,10.8,17.3,(X)
38035,38508,38508,31492,81.8,3044,7.9,346,0.9,1651,4.3,753,2.0,1222,3.2,14.3,(X)
38037,1120,1120,694,62.0,72,6.4,0,0.0,81,7.2,11,1.0,262,23.4,22.5,(X)
38039,1153,1153,861,74.7,115,10.0,2,0.2,62,5.4,4,0.3,109,9.5,18.5,(X)
38041,1139,1139,911,80.0,47,4.1,9,0.8,97,8.5,0,0.0,75,6.6,18.8,(X)
38043,1259,1259,766,60.8,258,20.5,7,0.6,103,8.2,17,1.4,108,8.6,25.2,(X)
38045,2001,2001,1363,68.1,134,6.7,0,0.0,204,10.2,17,0.8,283,14.1,16.6,(X)
38047,978,978,588,60.1,86,8.8,4,0.4,120,12.3,3,0.3,177,18.1,12.9,(X)
38049,2884,2884,2203,76.4,270,9.4,0,0.0,196,6.8,33,1.1,182,6.3,27.2,(X)
38051,1386,1386,1016,73.3,78,5.6,3,0.2,134,9.7,31,2.2,124,8.9,12.1,(X)
38053,6193,6193,4945,79.8,448,7.2,44,0.7,149,2.4,56,0.9,551,8.9,17.5,(X)
38055,4508,4508,3314,73.5,426,9.4,21,0.5,243,5.4,32,0.7,472,10.5,24.1,(X)
38057,4311,4311,3541,82.1,362,8.4,5,0.1,137,3.2,42,1.0,224,5.2,18.5,(X)
38059,17071,17071,14196,83.2,1478,8.7,2,0.0,250,1.5,163,1.0,982,5.8,20.5,(X)
38061,4641,4641,3521,75.9,390,8.4,38,0.8,280,6.0,19,0.4,393,8.5,17.5,(X)
38063,1450,1450,1129,77.9,102,7.0,2,0.1,74,5.1,61,4.2,82,5.7,18.8,(X)
38065,805,805,586,72.8,57,7.1,0,0.0,24,3.0,0,0.0,138,17.1,29.1,(X)
38067,3422,3422,2663,77.8,339,9.9,0,0.0,173,5.1,60,1.8,187,5.5,16.7,(X)
38069,1980,1980,1660,83.8,107,5.4,0,0.0,90,4.5,0,0.0,123,6.2,15.2,(X)
38071,6122,6122,4704,76.8,571,9.3,58,0.9,403,6.6,117,1.9,269,4.4,15.0,(X)
38073,2770,2770,2086,75.3,374,13.5,0,0.0,136,4.9,1,0.0,173,6.2,18.8,(X)
38075,1195,1195,910,76.2,123,10.3,7,0.6,40,3.3,0,0.0,115,9.6,29.7,(X)
38077,8478,8478,6750,79.6,871,10.3,0,0.0,267,3.1,92,1.1,498,5.9,17.5,(X)
38079,5128,5128,4391,85.6,263,5.1,3,0.1,122,2.4,43,0.8,306,6.0,15.7,(X)
38081,2087,2087,1565,75.0,150,7.2,4,0.2,168,8.0,28,1.3,172,8.2,14.2,(X)
38083,581,581,401,69.0,70,12.0,0,0.0,23,4.0,9,1.5,78,13.4,21.5,(X)
38085,1308,1308,931,71.2,150,11.5,5,0.4,96,7.3,23,1.8,103,7.9,17.5,(X)
38087,333,333,201,60.4,19,5.7,0,0.0,24,7.2,3,0.9,86,25.8,28.0,(X)
38089,16167,16167,13150,81.3,1473,9.1,168,1.0,480,3.0,124,0.8,772,4.8,18.4,(X)
38091,978,978,679,69.4,78,8.0,3,0.3,59,6.0,11,1.1,148,15.1,18.0,(X)
38093,10590,10590,8533,80.6,1041,9.8,23,0.2,418,3.9,170,1.6,405,3.8,15.2,(X)
38095,970,970,668,68.9,84,8.7,4,0.4,131,13.5,7,0.7,76,7.8,14.4,(X)
38097,4000,4000,3086,77.2,470,11.8,6,0.2,181,4.5,43,1.1,214,5.4,20.5,(X)
38099,5363,5363,4305,80.3,548,10.2,10,0.2,227,4.2,60,1.1,213,4.0,16.5,(X)
38101,38842,38842,32689,84.2,3675,9.5,200,0.5,680,1.8,244,0.6,1354,3.5,19.2,(X)
38103,1917,1917,1410,73.6,240,12.5,0,0.0,133,6.9,23,1.2,111,5.8,15.6,(X)
38105,17846,17846,14978,83.9,1710,9.6,50,0.3,487,2.7,99,0.6,522,2.9,16.5,(X)
39001,9983,9983,7874,78.9,1273,12.8,49,0.5,140,1.4,153,1.5,494,4.9,37.4,(X)
39003,47374,47374,40655,85.8,3924,8.3,303,0.6,729,1.5,629,1.3,1134,2.4,19.1,(X)
39005,24699,24699,20734,83.9,1662,6.7,89,0.4,1062,4.3,248,1.0,904,3.7,23.5,(X)
39007,38918,38918,33002,84.8,3311,8.5,212,0.5,725,1.9,512,1.3,1156,3.0,25.5,(X)
39009,27072,27072,19418,71.7,2142,7.9,213,0.8,3643,13.5,538,2.0,1118,4.1,20.3,(X)
39011,23059,23059,20207,87.6,1417,6.1,14,0.1,458,2.0,246,1.1,717,3.1,19.7,(X)
39013,28529,28529,25414,89.1,1595,5.6,133,0.5,579,2.0,195,0.7,613,2.1,23.7,(X)
39015,19234,19234,15867,82.5,1872,9.7,20,0.1,269,1.4,157,0.8,1049,5.5,35.0,(X)
39017,179431,179431,152189,84.8,12977,7.2,814,0.5,3726,2.1,1444,0.8,8281,4.6,24.7,(X)
39019,12182,12182,10134,83.2,1043,8.6,2,0.0,272,2.2,226,1.9,505,4.1,28.8,(X)
39021,17845,17845,15274,85.6,1599,9.0,6,0.0,387,2.2,110,0.6,469,2.6,25.4,(X)
39023,59766,59766,48708,81.5,6006,10.0,488,0.8,1556,2.6,751,1.3,2257,3.8,22.5,(X)
39025,99767,99767,85225,85.4,7106,7.1,426,0.4,1146,1.1,748,0.7,5116,5.1,28.0,(X)
39027,18874,18874,15751,83.5,1508,8.0,69,0.4,586,3.1,326,1.7,634,3.4,26.0,(X)
39029,44393,44393,38299,86.3,3522,7.9,140,0.3,823,1.9,415,0.9,1194,2.7,25.5,(X)
39031,15247,15247,12032,78.9,1476,9.7,63,0.4,414,2.7,488,3.2,774,5.1,24.0,(X)
39033,18606,18606,15871,85.3,1653,8.9,42,0.2,422,2.3,285,1.5,333,1.8,20.7,(X)
39035,579631,579631,462057,79.7,43834,7.6,26889,4.6,16076,2.8,6814,1.2,23961,4.1,24.2,(X)
39037,24296,24296,20421,84.1,1911,7.9,100,0.4,558,2.3,291,1.2,1015,4.2,23.7,(X)
39039,18645,18645,16122,86.5,1235,6.6,64,0.3,542,2.9,202,1.1,480,2.6,20.8,(X)
39041,100093,100093,85107,85.0,4598,4.6,219,0.2,1265,1.3,762,0.8,8142,8.1,26.0,(X)
39043,35366,35366,30057,85.0,2817,8.0,421,1.2,692,2.0,437,1.2,942,2.7,21.1,(X)
39045,70956,70956,60094,84.7,5962,8.4,313,0.4,915,1.3,573,0.8,3099,4.4,28.8,(X)
39047,12242,12242,10517,85.9,1086,8.9,79,0.6,89,0.7,30,0.2,441,3.6,24.8,(X)
39049,651953,651953,529884,81.3,51022,7.8,15308,2.3,16446,2.5,9491,1.5,29802,4.6,21.9,(X)
39051,20470,20470,17840,87.2,1543,7.5,75,0.4,325,1.6,171,0.8,516,2.5,23.7,(X)
39053,11893,11893,10347,87.0,574,4.8,25,0.2,236,2.0,165,1.4,546,4.6,28.5,(X)
39055,46971,46971,37452,79.7,4193,8.9,176,0.4,676,1.4,891,1.9,3583,7.6,28.3,(X)
39057,78459,78459,65870,84.0,6165,7.9,284,0.4,2440,3.1,542,0.7,3158,4.0,21.2,(X)
39059,16296,16296,13945,85.6,1128,6.9,34,0.2,419,2.6,319,2.0,451,2.8,23.9,(X)
39061,394869,394869,313925,79.5,31847,8.1,14269,3.6,11757,3.0,4751,1.2,18320,4.6,23.3,(X)
39063,37338,37338,31484,84.3,3485,9.3,223,0.6,636,1.7,337,0.9,1173,3.1,16.8,(X)
39065,13539,13539,10711,79.1,1266,9.4,0,0.0,511,3.8,265,2.0,786,5.8,25.1,(X)
39067,6330,6330,5289,83.6,496,7.8,5,0.1,249,3.9,62,1.0,229,3.6,30.0,(X)
39069,13038,13038,11476,88.0,891,6.8,52,0.4,189,1.4,59,0.5,371,2.8,21.9,(X)
39071,17315,17315,14165,81.8,1790,10.3,66,0.4,425,2.5,150,0.9,719,4.2,29.3,(X)
39073,12174,12174,10345,85.0,877,7.2,124,1.0,223,1.8,109,0.9,496,4.1,30.9,(X)
39075,19555,19555,10416,53.3,4280,21.9,34,0.2,1224,6.3,2050,10.5,1551,7.9,21.7,(X)
39077,26826,26826,22431,83.6,2558,9.5,187,0.7,606,2.3,397,1.5,647,2.4,22.8,(X)
39079,13061,13061,11129,85.2,1231,9.4,20,0.2,332,2.5,99,0.8,250,1.9,27.1,(X)
39081,26697,26697,22454,84.1,1833,6.9,139,0.5,995,3.7,188,0.7,1088,4.1,24.3,(X)
39083,27826,27826,21817,78.4,2710,9.7,128,0.5,1227,4.4,528,1.9,1416,5.1,25.8,(X)
39085,116071,116071,100900,86.9,7606,6.6,1052,0.9,1610,1.4,541,0.5,4362,3.8,23.2,(X)
39087,24006,24006,21166,88.2,1936,8.1,28,0.1,313,1.3,221,0.9,342,1.4,23.7,(X)
39089,82078,82078,68622,83.6,6344,7.7,266,0.3,2007,2.4,1209,1.5,3630,4.4,26.0,(X)
39091,20922,20922,16920,80.9,2342,11.2,52,0.2,358,1.7,197,0.9,1053,5.0,21.9,(X)
39093,139310,139310,116738,83.8,11152,8.0,751,0.5,2825,2.0,3206,2.3,4638,3.3,24.5,(X)
39095,195970,195970,165096,84.2,15483,7.9,3253,1.7,4098,2.1,2576,1.3,5464,2.8,20.7,(X)
39097,18786,18786,15948,84.9,1545,8.2,47,0.3,236,1.3,159,0.8,851,4.5,25.5,(X)
39099,102018,102018,86890,85.2,7441,7.3,1308,1.3,1330,1.3,1588,1.6,3461,3.4,22.0,(X)
39101,25752,25752,21246,82.5,2876,11.2,259,1.0,374,1.5,344,1.3,653,2.5,21.9,(X)
39103,91518,91518,79811,87.2,5121,5.6,319,0.3,856,0.9,1123,1.2,4288,4.7,27.0,(X)
39105,8796,8796,7085,80.5,1105,12.6,36,0.4,111,1.3,48,0.5,411,4.7,32.7,(X)
39107,20528,20528,18060,88.0,1460,7.1,74,0.4,318,1.5,157,0.8,459,2.2,18.0,(X)
39109,50449,50449,43053,85.3,4138,8.2,172,0.3,830,1.6,490,1.0,1766,3.5,21.4,(X)
39111,5150,5150,4375,85.0,450,8.7,96,1.9,136,2.6,27,0.5,66,1.3,33.7,(X)
39113,239932,239932,198191,82.6,18898,7.9,6355,2.6,5915,2.5,2246,0.9,8327,3.5,21.5,(X)
39115,5639,5639,4759,84.4,526,9.3,20,0.4,92,1.6,86,1.5,156,2.8,31.0,(X)
39117,17313,17313,14175,81.9,1343,7.8,206,1.2,294,1.7,446,2.6,849,4.9,30.1,(X)
39119,37263,37263,31949,85.7,3028,8.1,106,0.3,1110,3.0,294,0.8,776,2.1,23.7,(X)
39121,4034,4034,3403,84.4,392,9.7,16,0.4,62,1.5,23,0.6,138,3.4,29.0,(X)
39123,18994,18994,16598,87.4,1078,5.7,197,1.0,264,1.4,150,0.8,707,3.7,23.8,(X)
39125,8455,8455,7299,86.3,590,7.0,0,0.0,254,3.0,133,1.6,179,2.1,22.7,(X)
39127,14680,14680,12571,85.6,1392,9.5,117,0.8,257,1.8,164,1.1,179,1.2,31.5,(X)
39129,24521,24521,20993,85.6,2240,9.1,31,0.1,346,1.4,148,0.6,763,3.1,28.1,(X)
39131,10099,10099,8443,83.6,1051,10.4,60,0.6,128,1.3,60,0.6,357,3.5,28.2,(X)
39133,80536,80536,67205,83.4,6076,7.5,451,0.6,2149,2.7,414,0.5,4241,5.3,25.7,(X)
39135,19332,19332,16512,85.4,1549,8.0,22,0.1,356,1.8,226,1.2,667,3.5,26.5,(X)
39137,17163,17163,14872,86.7,1298,7.6,103,0.6,213,1.2,123,0.7,554,3.2,21.9,(X)
39139,50169,50169,42111,83.9,4669,9.3,565,1.1,708,1.4,433,0.9,1683,3.4,22.4,(X)
39141,29951,29951,25430,84.9,2860,9.5,235,0.8,469,1.6,215,0.7,742,2.5,25.5,(X)
39143,27631,27631,23941,86.6,2008,7.3,272,1.0,551,2.0,144,0.5,715,2.6,19.9,(X)
39145,27550,27550,24234,88.0,1669,6.1,57,0.2,654,2.4,184,0.7,752,2.7,25.5,(X)
39147,25369,25369,21105,83.2,2173,8.6,133,0.5,1027,4.0,302,1.2,629,2.5,21.7,(X)
39149,24364,24364,20731,85.1,2142,8.8,56,0.2,414,1.7,181,0.7,840,3.4,18.3,(X)
39151,175238,175238,148378,84.7,13900,7.9,2219,1.3,2683,1.5,1508,0.9,6550,3.7,21.9,(X)
39153,261783,261783,223432,85.4,18513,7.1,4559,1.7,3474,1.3,1685,0.6,10120,3.9,22.9,(X)
39155,86553,86553,76388,88.3,5270,6.1,459,0.5,887,1.0,873,1.0,2676,3.1,23.0,(X)
39157,43083,43083,36234,84.1,3788,8.8,119,0.3,646,1.5,1000,2.3,1296,3.0,23.0,(X)
39159,27326,27326,23826,87.2,1506,5.5,209,0.8,237,0.9,58,0.2,1490,5.5,24.7,(X)
39161,13384,13384,11706,87.5,906,6.8,20,0.1,229,1.7,229,1.7,294,2.2,20.1,(X)
39163,5088,5088,4376,86.0,429,8.4,19,0.4,80,1.6,55,1.1,129,2.5,32.2,(X)
39165,109871,109871,94552,86.1,6878,6.3,413,0.4,718,0.7,546,0.5,6764,6.2,25.7,(X)
39167,26578,26578,22089,83.1,2284,8.6,85,0.3,985,3.7,163,0.6,972,3.7,22.8,(X)
39169,54236,54236,42799,78.9,5431,10.0,119,0.2,1990,3.7,1207,2.2,2690,5.0,20.6,(X)
39171,17494,17494,15301,87.5,1045,6.0,129,0.7,288,1.6,265,1.5,466,2.7,18.8,(X)
39173,66187,66187,55754,84.2,4771,7.2,171,0.3,2595,3.9,953,1.4,1943,2.9,20.2,(X)
39175,10776,10776,9113,84.6,936,8.7,17,0.2,261,2.4,152,1.4,297,2.8,21.5,(X)
40001,7984,7984,6820,85.4,588,7.4,13,0.2,223,2.8,85,1.1,255,3.2,24.7,(X)
40003,2164,2164,1714,79.2,237,11.0,2,0.1,100,4.6,46,2.1,65,3.0,18.8,(X)
40005,4642,4642,3749,80.8,420,9.0,5,0.1,150,3.2,49,1.1,269,5.8,25.8,(X)
40007,2369,2369,1874,79.1,216,9.1,12,0.5,77,3.3,23,1.0,167,7.0,19.9,(X)
40009,8991,8991,7596,84.5,764,8.5,17,0.2,229,2.5,152,1.7,233,2.6,17.7,(X)
40011,3544,3544,3105,87.6,200,5.6,2,0.1,46,1.3,27,0.8,164,4.6,18.7,(X)
40013,18875,18875,15434,81.8,2014,10.7,50,0.3,463,2.5,262,1.4,652,3.5,19.9,(X)
40015,11156,11156,9134,81.9,1223,11.0,54,0.5,259,2.3,183,1.6,303,2.7,23.6,(X)
40017,67524,67524,57604,85.3,5830,8.6,119,0.2,535,0.8,690,1.0,2746,4.1,23.8,(X)
40019,20491,20491,17148,83.7,2177,10.6,56,0.3,304,1.5,242,1.2,564,2.8,18.9,(X)
40021,18926,18926,15238,80.5,2150,11.4,100,0.5,579,3.1,145,0.8,714,3.8,23.6,(X)
40023,5017,5017,4247,84.7,407,8.1,32,0.6,100,2.0,79,1.6,152,3.0,23.2,(X)
40025,990,990,875,88.4,34,3.4,0,0.0,33,3.3,10,1.0,38,3.8,14.8,(X)
40027,139478,139478,116601,83.6,12372,8.9,538,0.4,2736,2.0,2339,1.7,4892,3.5,23.4,(X)
40029,2122,2122,1716,80.9,234,11.0,5,0.2,60,2.8,22,1.0,85,4.0,24.6,(X)
40031,56026,56026,40426,72.2,7043,12.6,634,1.1,1397,2.5,572,1.0,5954,10.6,16.9,(X)
40033,2302,2302,1908,82.9,212,9.2,0,0.0,37,1.6,32,1.4,113,4.9,23.2,(X)
40035,5550,5550,4501,81.1,586,10.6,13,0.2,87,1.6,123,2.2,240,4.3,21.1,(X)
40037,30168,30168,25425,84.3,2736,9.1,80,0.3,235,0.8,249,0.8,1443,4.8,25.0,(X)
40039,13750,13750,11459,83.3,1288,9.4,9,0.1,311,2.3,56,0.4,627,4.6,20.0,(X)
40041,14872,14872,11592,77.9,2148,14.4,14,0.1,373,2.5,184,1.2,561,3.8,25.9,(X)
